Sleep_Stage,MeanP_Delta_F4,MedianF_Delta_F4,MeanF_Delta_F4,Spectral Edge_Delta_F4,PeakF_Delta_F4
NREM,0.4257,1.24878,3.49659,1.99805,1.37366
NREM,0.34479,1.1239,3.62146,1.99805,1.1239
NREM,0.4192,1.1239,3.62146,1.62341,1.49854
NREM,0.35614,0.99902,3.74634,1.99805,0.74927
NREM,0.29378,1.24878,3.49659,1.87317,1.37366
NREM,0.29469,1.24878,3.74634,1.99805,1.37366
NREM,0.44579,1.1239,3.62146,1.87317,0.99902
NREM,0.30249,0.99902,3.49659,1.87317,0.87415
NREM,0.33684,0.99902,3.74634,1.87317,0.74927
NREM,0.32393,1.1239,3.74634,1.99805,0.87415
NREM,0.35414,1.24878,3.74634,1.99805,1.24878
NREM,0.43205,0.99902,3.49659,1.87317,0.87415
NREM,0.3633,1.1239,3.62146,1.87317,0.74927
NREM,0.35244,1.1239,3.49659,1.87317,1.24878
NREM,0.30173,1.1239,3.87122,1.99805,1.24878
NREM,0.4004,1.1239,3.74634,1.99805,1.1239
NREM,0.24831,1.24878,4.12098,2.2478,1.37366
NREM,0.28719,1.24878,3.62146,1.99805,1.37366
NREM,0.36039,1.24878,3.49659,1.87317,1.37366
NREM,0.33772,1.1239,3.62146,1.74829,1.37366
NREM,0.27146,1.1239,3.87122,2.12293,0.99902
NREM,0.26869,0.99902,3.62146,1.87317,1.1239
NREM,0.42749,0.99902,3.49659,1.99805,0.87415
NREM,0.27123,1.24878,3.49659,1.99805,1.24878
NREM,0.33413,1.1239,3.62146,1.99805,0.74927
NREM,0.34477,0.99902,3.62146,1.87317,0.87415
NREM,0.38832,1.1239,3.49659,1.87317,1.37366
NREM,0.27689,0.99902,3.62146,2.12293,0.87415
NREM,0.40003,1.1239,4.74537,2.12293,1.1239
NREM,0.15406,0.87415,3.9961,2.12293,0.74927
NREM,0.123,0.87415,5.36976,2.62244,0.87415
NREM,0.09437,0.99902,5.36976,2.62244,0.99902
NREM,0.05446,0.87415,4.49561,1.74829,0.99902
NREM,0.05946,0.87415,4.49561,1.62341,0.87415
NREM,0.02762,1.1239,5.12,2.12293,1.24878
NREM,0.02962,1.1239,4.37073,2.2478,0.49951
NREM,0.02482,1.1239,4.87024,2.2478,0.74927
NREM,0.06451,0.99902,4.37073,2.12293,1.1239
NREM,0.0614,1.1239,4.49561,2.12293,0.62439
NREM,0.04575,1.1239,4.24585,1.99805,0.99902
NREM,0.05416,1.1239,4.24585,1.99805,1.24878
NREM,0.07395,0.99902,3.9961,1.99805,0.99902
NREM,0.05812,0.99902,4.37073,2.12293,0.87415
NREM,0.09093,0.99902,3.87122,1.87317,1.24878
NREM,0.0703,0.99902,3.74634,1.99805,0.99902
NREM,0.05966,1.1239,4.62049,2.12293,0.87415
NREM,0.17394,1.1239,5.24488,2.8722,0.99902
NREM,0.40202,0.62439,4.74537,1.37366,0.37463
NREM,0.07493,1.1239,5.36976,2.74732,0.62439
NREM,0.04407,0.99902,4.87024,2.2478,0.74927
NREM,0.0832,0.87415,5.24488,2.12293,0.87415
NREM,0.04824,1.1239,4.99512,2.62244,0.99902
NREM,0.05016,0.87415,4.87024,2.2478,0.74927
NREM,0.08639,0.49951,4.87024,1.74829,0.49951
NREM,0.03626,0.87415,4.62049,2.2478,0.99902
NREM,0.05214,0.87415,4.87024,2.8722,0.87415
NREM,0.04974,0.87415,5.49463,3.12195,0.49951
REM,0.02281,0.99902,5.49463,2.74732,0.37463
REM,0.01831,0.99902,5.36976,2.74732,0.74927
REM,0.02523,0.87415,4.87024,2.74732,0.49951
REM,0.0165,0.99902,5.12,2.8722,0.37463
REM,0.01371,1.24878,5.24488,3.12195,0.49951
REM,0.01482,1.24878,5.24488,3.24683,0.37463
REM,0.01892,0.74927,5.49463,2.99707,0.37463
REM,0.02059,1.24878,4.87024,2.74732,0.37463
REM,0.01492,0.74927,5.24488,2.62244,0.37463
REM,0.01434,1.1239,4.87024,3.12195,0.74927
REM,0.00977,1.49854,5.49463,3.49659,1.37366
REM,0.01682,0.87415,5.24488,2.8722,0.37463
REM,0.01311,1.24878,4.87024,3.12195,0.37463
REM,0.01348,1.49854,4.99512,2.99707,0.62439
REM,0.01435,1.37366,4.62049,3.12195,0.37463
REM,0.01739,0.87415,5.12,3.12195,0.62439
REM,0.01802,0.74927,4.74537,2.8722,0.49951
REM,0.0104,0.87415,5.36976,3.24683,0.37463
REM,0.01495,0.74927,4.74537,2.62244,0.24976
REM,0.02065,0.74927,4.99512,2.74732,0.62439
REM,0.01228,1.37366,4.99512,3.12195,1.37366
REM,0.01339,1.62341,4.74537,3.12195,1.24878
REM,0.01001,1.37366,4.99512,3.24683,0.74927
REM,0.01548,0.62439,4.99512,2.99707,0.37463
REM,0.01899,0.62439,4.62049,2.74732,0.37463
REM,0.01291,0.99902,5.49463,2.99707,0.49951
REM,0.18418,0.37463,3.24683,0.99902,0.37463
REM,0.11822,0.74927,3.74634,1.99805,0.37463
REM,0.00897,1.37366,4.87024,3.24683,1.1239
REM,0.00982,1.74829,5.24488,3.37171,1.37366
REM,0.00763,1.74829,5.24488,3.62146,1.1239
REM,0.01167,1.49854,4.99512,3.24683,1.49854
REM,0.00993,1.49854,5.12,3.49659,1.24878
REM,0.00792,1.87317,5.12,3.37171,1.87317
REM,0.00757,1.74829,5.12,3.49659,0.99902
REM,0.00861,1.62341,5.12,3.12195,1.1239
REM,0.0117,1.49854,4.99512,2.99707,0.62439
REM,0.00951,1.87317,5.61951,3.62146,1.49854
REM,0.00899,1.62341,4.99512,3.24683,1.1239
REM,0.01108,1.37366,4.87024,3.24683,0.87415
REM,0.00752,1.74829,5.24488,3.62146,2.49756
REM,0.00766,1.74829,5.12,3.37171,1.1239
REM,0.00864,1.37366,5.24488,3.12195,0.74927
REM,0.00867,1.37366,4.87024,3.12195,0.99902
REM,0.00948,1.37366,4.62049,2.74732,1.1239
REM,0.01405,1.1239,5.12,2.8722,0.74927
NREM,0.01184,1.37366,5.24488,2.99707,0.87415
NREM,0.01451,0.87415,5.36976,2.49756,0.87415
NREM,0.01068,1.1239,5.24488,2.8722,0.99902
NREM,0.03942,0.49951,4.12098,1.1239,0.37463
NREM,0.262,0.37463,3.12195,1.1239,0.37463
NREM,0.01479,0.87415,4.74537,2.37268,0.74927
NREM,0.01257,0.99902,4.87024,2.49756,0.74927
NREM,0.01604,0.62439,5.36976,2.2478,0.37463
NREM,0.00906,1.24878,5.49463,2.8722,0.99902
NREM,0.01495,0.74927,5.74439,2.12293,0.49951
NREM,0.01917,0.62439,4.87024,1.87317,0.49951
NREM,0.00994,0.99902,5.61951,2.49756,0.37463
NREM,0.01602,0.49951,5.49463,2.12293,0.37463
NREM,0.01544,0.87415,5.12,2.37268,0.62439
NREM,0.01417,0.74927,5.86927,1.99805,0.74927
NREM,0.01775,0.87415,5.61951,2.2478,0.99902
NREM,0.01008,0.74927,5.99415,2.74732,0.37463
NREM,0.01094,0.99902,5.86927,2.74732,0.62439
NREM,0.01266,0.87415,5.74439,2.49756,0.49951
NREM,0.01118,0.62439,5.61951,2.49756,0.37463
NREM,0.01247,0.99902,5.36976,2.62244,0.49951
NREM,0.01202,0.99902,5.36976,2.49756,0.74927
NREM,0.01242,0.87415,5.99415,2.8722,0.37463
NREM,0.01439,0.74927,5.61951,2.12293,0.62439
NREM,0.01469,0.87415,5.74439,2.37268,0.62439
NREM,0.01264,1.1239,5.36976,2.62244,0.99902
NREM,0.01466,0.87415,5.36976,2.74732,0.74927
NREM,0.01877,0.74927,5.12,1.87317,1.24878
NREM,0.02064,0.74927,5.74439,2.37268,0.37463
NREM,0.03031,0.49951,5.24488,1.62341,0.37463
NREM,0.02311,0.62439,5.24488,1.74829,0.37463
NREM,0.01699,0.62439,5.24488,2.12293,0.37463
NREM,0.02345,0.87415,5.12,2.2478,0.74927
NREM,0.05562,0.74927,4.49561,1.62341,0.62439
NREM,0.04552,0.62439,4.87024,1.74829,0.49951
NREM,0.03165,0.49951,4.49561,1.62341,0.37463
NREM,0.03021,0.74927,4.74537,1.87317,0.37463
NREM,0.02292,0.62439,5.24488,2.2478,0.49951
NREM,0.02854,0.74927,4.62049,1.99805,0.37463
NREM,0.0359,0.74927,4.49561,1.99805,0.62439
NREM,0.02492,0.87415,5.12,2.37268,0.87415
NREM,0.04226,0.74927,4.74537,1.74829,0.62439
NREM,0.04655,0.87415,5.49463,2.37268,0.49951
NREM,0.02254,0.74927,5.12,2.12293,0.49951
NREM,0.04135,0.87415,4.37073,1.99805,0.74927
NREM,0.03066,0.99902,4.74537,2.49756,0.49951
NREM,0.04205,0.87415,4.37073,1.87317,0.87415
NREM,0.03484,0.62439,5.12,2.2478,0.37463
NREM,0.03658,0.87415,4.24585,1.99805,0.62439
NREM,0.07542,0.87415,4.12098,1.62341,0.87415
NREM,0.06684,0.74927,4.37073,1.87317,0.74927
NREM,0.0271,1.1239,4.99512,2.37268,0.74927
NREM,0.04595,0.87415,4.87024,2.37268,0.87415
NREM,0.06245,0.74927,4.99512,1.87317,0.62439
NREM,0.04386,0.74927,4.74537,2.12293,0.62439
NREM,0.04093,0.87415,4.87024,2.37268,0.74927
NREM,0.11307,0.87415,3.87122,1.62341,0.99902
NREM,0.05806,0.99902,4.49561,1.99805,0.99902
NREM,0.10422,0.87415,4.12098,1.87317,0.99902
NREM,0.08705,0.87415,4.24585,1.99805,0.87415
NREM,0.08457,0.87415,4.37073,1.87317,0.74927
NREM,0.09422,0.99902,4.24585,1.99805,0.87415
NREM,0.09386,0.99902,3.9961,2.2478,0.87415
NREM,0.20586,0.74927,3.62146,1.87317,0.74927
NREM,0.11806,0.99902,4.12098,1.87317,0.87415
NREM,0.08458,1.1239,3.9961,1.99805,0.87415
NREM,0.15284,0.99902,3.9961,2.12293,0.74927
NREM,0.11683,0.99902,4.12098,1.99805,0.74927
NREM,0.13049,0.99902,4.12098,1.99805,0.87415
NREM,0.18238,0.87415,3.74634,1.87317,0.99902
NREM,0.14898,0.99902,3.9961,2.12293,0.87415
NREM,0.21417,0.99902,3.49659,1.87317,0.99902
NREM,0.13607,1.1239,3.87122,2.12293,0.74927
NREM,0.14357,0.99902,3.9961,1.99805,0.87415
NREM,0.2435,0.99902,3.37171,1.74829,0.99902
NREM,0.28578,0.87415,3.49659,1.74829,0.87415
NREM,0.19314,0.87415,3.87122,1.87317,0.74927
NREM,0.21893,0.87415,3.87122,1.87317,0.74927
NREM,0.25624,0.99902,3.49659,1.74829,0.74927
NREM,0.24093,0.99902,3.62146,1.87317,0.87415
NREM,0.20034,0.99902,3.9961,1.87317,0.74927
NREM,0.20208,0.99902,3.87122,1.87317,0.99902
NREM,0.26985,0.99902,3.74634,1.87317,1.1239
NREM,0.21048,0.99902,3.9961,1.87317,0.99902
NREM,0.22431,0.99902,3.62146,2.12293,0.87415
NREM,0.29281,0.99902,3.74634,1.74829,0.99902
NREM,0.22996,0.87415,3.62146,1.74829,0.87415
NREM,0.23084,0.87415,3.9961,1.87317,0.87415
NREM,0.28658,0.87415,3.49659,1.87317,0.74927
NREM,0.20069,0.99902,3.87122,2.12293,0.87415
NREM,0.2442,0.99902,3.49659,1.99805,0.99902
NREM,0.29379,0.99902,3.62146,1.74829,0.87415
NREM,0.34355,0.99902,3.49659,1.62341,0.99902
NREM,0.20284,0.99902,3.62146,1.99805,0.99902
NREM,0.27939,1.1239,3.87122,1.74829,1.37366
NREM,0.29024,0.99902,3.49659,1.74829,0.87415
NREM,0.22386,1.1239,3.62146,1.99805,0.62439
NREM,0.27641,1.1239,3.62146,1.74829,1.1239
NREM,0.21687,0.99902,3.87122,1.99805,0.87415
NREM,0.2931,0.99902,3.49659,1.74829,0.62439
NREM,0.25141,0.99902,3.62146,1.87317,0.87415
NREM,0.24089,0.99902,3.74634,1.99805,0.87415
NREM,0.2543,0.87415,3.62146,1.74829,0.74927
NREM,0.21398,0.99902,3.87122,1.99805,1.1239
NREM,0.26349,0.99902,3.74634,1.74829,0.62439
NREM,0.23348,0.99902,3.74634,1.74829,0.74927
NREM,0.34631,0.87415,3.37171,1.87317,0.62439
NREM,0.34439,0.99902,3.24683,1.74829,0.99902
NREM,0.48368,0.87415,3.87122,1.87317,0.62439
NREM,0.15403,1.1239,4.99512,2.74732,0.87415
NREM,0.23327,0.62439,4.62049,1.62341,0.37463
NREM,0.058,0.99902,4.74537,2.37268,1.1239
NREM,0.06432,0.87415,4.62049,2.37268,0.74927
NREM,0.03163,0.87415,4.99512,2.2478,0.74927
NREM,0.01933,0.74927,5.36976,2.2478,0.74927
NREM,0.05201,0.74927,4.74537,1.37366,0.74927
NREM,0.03164,0.87415,4.99512,1.99805,0.62439
NREM,0.01159,0.99902,5.99415,2.62244,0.62439
NREM,0.03277,0.74927,4.74537,1.87317,0.37463
NREM,0.03071,0.87415,4.49561,2.12293,0.87415
NREM,0.04646,0.87415,4.49561,1.87317,0.87415
NREM,0.06562,0.74927,4.12098,1.62341,0.74927
NREM,0.05613,0.87415,4.87024,1.87317,0.74927
NREM,0.03277,0.99902,4.87024,2.12293,0.87415
NREM,0.0347,0.74927,4.37073,1.87317,0.74927
NREM,0.01627,1.1239,4.99512,2.49756,0.99902
NREM,0.04067,0.74927,5.12,1.99805,0.74927
NREM,0.01765,0.99902,4.62049,2.37268,0.74927
NREM,0.09289,0.62439,4.37073,1.99805,0.37463
NREM,0.2206,0.49951,5.12,1.37366,0.49951
NREM,0.05728,1.1239,5.12,2.49756,0.37463
NREM,0.04356,0.74927,5.12,2.12293,0.62439
NREM,0.05311,0.74927,4.24585,1.74829,0.74927
NREM,0.04948,0.87415,5.24488,2.2478,0.74927
NREM,0.04705,0.74927,4.37073,1.62341,0.49951
NREM,0.0455,0.74927,4.99512,2.37268,0.87415
NREM,0.02418,0.74927,5.49463,2.12293,0.74927
NREM,0.0453,0.62439,5.12,1.49854,0.62439
NREM,0.04888,0.74927,4.12098,1.87317,0.62439
NREM,0.02132,0.99902,5.24488,2.37268,0.87415
NREM,0.02687,0.87415,5.36976,2.74732,0.74927
NREM,0.0339,0.87415,5.24488,2.49756,0.49951
NREM,0.03843,0.87415,5.24488,2.99707,0.62439
REM,0.02003,0.99902,5.61951,3.37171,0.87415
REM,0.01888,0.87415,5.36976,2.8722,0.87415
REM,0.01339,1.24878,5.49463,2.8722,0.62439
REM,0.01056,1.37366,5.74439,3.37171,0.74927
REM,0.01381,1.37366,5.49463,3.49659,1.37366
REM,0.01887,0.99902,4.74537,2.74732,0.62439
REM,0.01094,1.62341,5.12,3.37171,0.74927
REM,0.00992,1.49854,5.24488,3.12195,1.49854
REM,0.01005,1.24878,5.24488,3.12195,1.1239
REM,0.00915,1.74829,5.24488,3.49659,0.74927
REM,0.01092,1.74829,5.12,3.24683,2.8722
REM,0.00706,1.1239,5.24488,3.12195,0.99902
REM,0.01328,0.74927,4.87024,2.74732,0.37463
REM,0.187,0.49951,4.62049,1.37366,0.49951
NREM,0.01023,1.62341,4.74537,2.8722,0.37463
REM,0.01259,0.87415,4.99512,2.99707,0.24976
REM,0.05507,0.62439,4.12098,1.99805,0.62439
REM,0.00712,1.37366,5.12,2.99707,1.49854
REM,0.00907,1.1239,5.12,3.12195,0.87415
REM,0.00911,1.74829,4.99512,3.37171,0.99902
REM,0.01065,1.37366,5.24488,3.12195,0.99902
REM,0.01111,1.24878,5.12,3.12195,0.87415
REM,0.00925,1.37366,5.12,3.12195,0.87415
REM,0.01021,1.1239,5.12,3.12195,0.37463
REM,0.00981,1.1239,5.24488,3.37171,0.74927
REM,0.00769,1.37366,5.12,3.37171,0.99902
REM,0.01105,1.74829,4.99512,3.37171,0.74927
REM,0.00951,1.1239,5.36976,2.99707,1.1239
REM,0.01099,0.99902,4.74537,2.49756,0.37463
REM,0.01019,1.1239,4.99512,2.99707,0.87415
REM,0.01059,1.62341,5.24488,3.12195,0.87415
REM,0.00845,1.49854,5.36976,3.24683,1.1239
REM,0.00632,1.49854,5.61951,3.49659,0.74927
REM,0.0092,1.37366,5.12,2.74732,0.62439
REM,0.00935,1.24878,4.99512,3.24683,1.1239
REM,0.01969,0.49951,4.62049,2.74732,0.37463
REM,0.01035,1.37366,4.87024,3.12195,0.62439
NREM,0.88093,0.62439,3.12195,1.1239,0.49951
NREM,0.01087,0.99902,4.74537,2.74732,0.37463
NREM,0.01027,1.24878,4.74537,2.8722,0.74927
NREM,0.023,0.62439,4.62049,1.74829,0.49951
NREM,0.00782,1.1239,4.74537,2.74732,0.62439
NREM,0.00786,0.87415,5.36976,2.8722,0.74927
NREM,0.00666,1.1239,5.74439,3.12195,0.74927
NREM,0.00934,0.99902,4.99512,2.62244,0.49951
NREM,0.00704,0.87415,5.86927,2.8722,0.37463
NREM,0.22472,0.49951,3.12195,1.37366,0.37463
NREM,0.00845,0.74927,5.49463,2.74732,0.49951
NREM,0.00728,0.87415,5.86927,2.8722,0.37463
NREM,0.00899,1.1239,5.36976,2.49756,1.1239
NREM,0.00973,0.99902,5.36976,2.37268,0.62439
NREM,0.00741,1.24878,5.49463,2.8722,1.24878
NREM,0.01145,0.74927,5.86927,2.49756,0.49951
NREM,0.00674,1.1239,5.86927,2.8722,0.99902
NREM,0.0092,1.1239,5.86927,2.8722,0.49951
NREM,0.00692,0.99902,5.61951,2.99707,0.62439
NREM,0.01739,0.62439,5.24488,1.99805,0.49951
NREM,0.00873,0.87415,5.61951,2.74732,0.37463
NREM,0.01258,0.62439,4.87024,2.2478,0.37463
NREM,0.01011,0.87415,5.61951,2.62244,0.62439
NREM,0.00744,1.24878,5.86927,2.99707,0.49951
NREM,0.00888,0.99902,5.49463,2.62244,0.62439
NREM,0.01749,0.87415,5.24488,2.12293,0.87415
NREM,0.00791,1.1239,5.61951,2.8722,0.99902
NREM,0.00937,0.99902,5.49463,2.74732,0.49951
NREM,0.01619,0.87415,5.36976,2.12293,0.74927
NREM,0.00906,1.24878,5.49463,2.74732,1.37366
NREM,0.01276,0.99902,5.12,2.49756,0.99902
NREM,0.01897,0.87415,5.12,2.2478,0.87415
NREM,0.01319,1.1239,5.86927,2.74732,0.49951
NREM,0.01769,0.74927,5.24488,2.12293,0.49951
NREM,0.01312,1.1239,5.61951,2.62244,0.99902
NREM,0.01016,1.24878,5.49463,2.74732,0.87415
NREM,0.01934,0.62439,5.36976,1.99805,0.37463
NREM,0.01622,0.87415,4.99512,2.37268,0.87415
NREM,0.01739,0.99902,5.12,2.37268,0.99902
NREM,0.01416,0.87415,5.61951,2.12293,0.74927
NREM,0.02093,0.62439,5.24488,1.99805,0.37463
NREM,0.02603,0.99902,4.49561,2.49756,0.74927
NREM,0.00942,0.99902,5.74439,2.62244,0.62439
NREM,0.02193,0.62439,4.74537,2.12293,0.37463
NREM,0.02084,0.74927,5.36976,2.2478,0.62439
NREM,0.01767,0.62439,5.12,1.99805,0.49951
NREM,0.02202,0.74927,5.24488,1.99805,0.49951
NREM,0.00862,1.24878,5.61951,3.12195,0.99902
NREM,0.01776,0.87415,5.12,1.99805,0.49951
NREM,0.01133,0.99902,5.86927,2.37268,0.62439
NREM,0.02005,0.74927,5.36976,1.87317,0.87415
NREM,0.0216,0.62439,5.36976,1.74829,0.62439
NREM,0.03749,0.87415,4.37073,1.62341,0.74927
NREM,0.02164,0.74927,5.49463,2.12293,0.74927
NREM,0.02003,0.62439,4.87024,2.12293,0.37463
NREM,0.02388,0.74927,4.49561,2.12293,0.74927
NREM,0.04041,0.74927,4.49561,1.37366,0.74927
NREM,0.01891,0.74927,5.36976,1.87317,0.74927
NREM,0.01055,0.99902,5.61951,2.8722,0.87415
NREM,0.03209,0.74927,4.62049,1.87317,0.62439
NREM,0.0123,0.87415,5.61951,2.62244,0.74927
NREM,0.03122,0.74927,4.74537,1.87317,0.87415
NREM,0.02728,0.74927,4.74537,1.87317,0.74927
NREM,0.05242,0.87415,4.62049,2.12293,0.87415
NREM,0.02943,0.74927,4.87024,2.2478,0.62439
NREM,0.0237,0.87415,4.87024,2.37268,0.99902
NREM,0.03589,0.74927,4.62049,1.87317,0.62439
NREM,0.05815,0.87415,4.74537,1.74829,0.74927
NREM,0.05363,0.74927,4.12098,1.62341,0.62439
NREM,0.06708,0.87415,4.12098,1.74829,0.87415
NREM,0.02458,0.74927,4.99512,1.99805,0.62439
NREM,0.0298,0.74927,4.62049,1.87317,0.74927
NREM,0.05399,0.74927,4.24585,1.74829,0.37463
NREM,0.06363,0.99902,3.87122,1.87317,0.99902
NREM,0.0633,0.87415,4.49561,1.87317,0.99902
NREM,0.02195,0.87415,4.87024,2.12293,0.87415
NREM,0.04283,0.87415,4.12098,1.99805,0.74927
NREM,0.16646,0.62439,5.24488,1.87317,0.37463
NREM,0.04311,1.1239,5.12,2.2478,0.99902
NREM,0.04666,0.99902,4.87024,2.74732,0.74927
NREM,0.04251,0.74927,4.49561,1.74829,0.74927
NREM,0.01693,0.87415,5.49463,2.2478,0.49951
NREM,0.26113,0.37463,4.12098,1.37366,0.24976
NREM,0.02128,0.87415,4.99512,2.12293,0.49951
NREM,0.07395,0.62439,4.12098,1.74829,0.49951
NREM,0.02249,0.87415,5.12,2.2478,0.74927
NREM,0.0161,0.74927,5.49463,2.2478,0.37463
NREM,0.01057,0.74927,5.61951,2.62244,0.74927
NREM,0.00998,0.99902,5.24488,2.49756,0.99902
NREM,0.0126,0.62439,5.12,2.12293,0.49951
NREM,0.01373,0.99902,5.24488,2.2478,0.62439
NREM,0.00976,0.99902,5.36976,2.49756,1.1239
NREM,0.00959,0.74927,5.36976,2.49756,0.49951
NREM,0.00701,1.37366,5.36976,3.24683,1.62341
NREM,0.01522,0.87415,5.12,2.37268,0.74927
NREM,0.00976,1.1239,5.74439,2.62244,0.87415
NREM,0.00974,0.87415,5.49463,2.62244,0.87415
NREM,0.01817,0.87415,5.12,2.2478,0.37463
NREM,0.01134,0.99902,5.49463,2.8722,0.87415
NREM,0.0106,0.87415,5.36976,2.49756,0.49951
NREM,0.01491,0.99902,5.24488,2.37268,0.99902
NREM,0.00986,0.99902,5.49463,2.74732,0.87415
NREM,0.01572,1.1239,4.87024,2.74732,0.62439
NREM,0.0287,0.87415,4.74537,2.2478,0.74927
NREM,0.0185,0.87415,4.87024,2.12293,0.87415
NREM,0.02741,0.74927,5.36976,2.2478,0.74927
NREM,0.0194,0.99902,5.74439,2.74732,1.1239
NREM,0.04079,0.99902,4.49561,2.12293,0.74927
NREM,0.52818,0.49951,3.37171,0.99902,0.49951
NREM,0.01293,0.62439,5.12,2.12293,0.37463
NREM,0.4085,0.49951,2.74732,0.87415,0.49951
NREM,0.34187,0.62439,3.12195,1.37366,0.62439
NREM,0.01756,0.62439,4.99512,2.37268,0.49951
NREM,0.02222,0.87415,5.36976,2.49756,0.74927
NREM,0.02158,0.87415,4.49561,2.12293,0.87415
NREM,0.02691,0.74927,5.12,1.99805,0.62439
NREM,0.06592,0.62439,4.62049,1.49854,0.74927
NREM,0.18178,0.49951,3.12195,0.87415,0.49951
NREM,0.00444,0.74927,5.49463,2.74732,0.62439
NREM,0.00707,0.87415,5.12,2.49756,0.87415
NREM,0.007,1.37366,5.12,2.8722,1.37366
NREM,0.01184,0.99902,4.62049,2.49756,0.74927
NREM,0.02127,0.87415,4.49561,2.49756,0.37463
NREM,0.01751,0.87415,5.24488,2.74732,0.49951
NREM,0.01605,0.74927,5.12,2.12293,0.49951
NREM,0.02384,0.87415,4.99512,2.2478,0.99902
NREM,0.01539,1.1239,5.49463,2.74732,0.37463
NREM,0.02034,0.87415,4.62049,2.62244,0.49951
NREM,0.01429,0.87415,5.36976,2.8722,0.62439
NREM,0.02881,0.99902,5.12,2.62244,0.87415
REM,0.01767,1.1239,5.36976,2.49756,0.49951
REM,0.00802,1.1239,5.12,2.8722,0.49951
REM,0.01393,0.74927,5.12,2.49756,0.24976
REM,0.01111,0.99902,5.12,2.8722,0.37463
REM,0.00711,1.49854,5.36976,3.37171,0.12488
REM,0.01823,0.62439,4.74537,2.49756,0.37463
REM,0.01586,0.49951,5.12,2.12293,0.37463
REM,0.01319,0.87415,4.87024,2.8722,0.49951
REM,0.01156,0.87415,4.74537,2.99707,0.62439
NREM,0.06194,0.37463,3.62146,1.1239,0.49951
REM,0.00992,1.49854,5.12,3.37171,0.62439
REM,0.00987,0.87415,5.24488,2.8722,0.62439
REM,0.01619,0.62439,5.12,2.74732,0.49951
REM,0.01338,0.87415,4.87024,2.99707,0.49951
REM,0.00883,1.99805,5.24488,3.24683,2.62244
REM,0.00796,1.62341,5.24488,3.37171,0.99902
REM,0.01007,1.37366,5.36976,3.24683,1.1239
REM,0.00787,1.74829,4.87024,3.37171,1.62341
REM,0.00853,1.24878,4.99512,3.12195,0.87415
REM,0.00772,1.62341,5.12,3.37171,0.74927
REM,0.01405,0.87415,4.99512,2.99707,0.49951
REM,0.01077,0.99902,4.99512,3.24683,0.62439
REM,0.00956,1.74829,4.87024,3.49659,1.1239
REM,0.00779,1.37366,5.24488,3.24683,0.74927
REM,0.00979,1.87317,4.87024,3.37171,0.99902
REM,0.01091,1.24878,4.99512,3.24683,0.62439
REM,0.01344,0.62439,4.99512,2.74732,0.49951
REM,0.00913,1.24878,5.24488,3.62146,1.24878
REM,0.01264,0.74927,4.99512,2.74732,0.37463
REM,0.0077,1.62341,5.24488,3.37171,1.37366
REM,0.01497,0.49951,5.24488,2.8722,0.24976
REM,0.00579,1.62341,5.24488,3.49659,1.49854
REM,0.01123,1.1239,4.99512,3.24683,0.37463
NREM,0.01634,0.49951,4.74537,2.49756,0.37463
REM,0.01443,1.24878,4.99512,3.24683,0.62439
REM,0.01703,0.62439,5.12,2.74732,0.37463
REM,0.0079,1.49854,5.49463,3.49659,0.87415
REM,0.02623,0.49951,4.49561,2.2478,0.37463
REM,0.01246,0.62439,5.12,2.8722,0.37463
REM,0.03886,0.49951,4.62049,1.62341,0.49951
REM,0.02403,0.49951,4.87024,2.2478,0.37463
REM,0.02383,0.62439,4.62049,2.37268,0.37463
REM,0.01835,0.49951,4.37073,2.37268,0.49951
REM,0.02106,0.62439,4.99512,2.49756,0.37463
REM,0.00927,0.99902,5.12,2.99707,0.37463
REM,0.02822,0.49951,4.49561,2.2478,0.37463
NREM,0.46625,0.49951,2.99707,0.87415,0.49951
NREM,0.04178,0.37463,4.24585,1.99805,0.24976
REM,0.01539,0.62439,4.87024,3.12195,0.49951
REM,0.00715,1.62341,5.12,3.37171,0.74927
REM,0.01443,0.49951,5.12,2.8722,0.37463
REM,0.01586,0.62439,5.12,2.99707,0.49951
REM,0.02856,0.49951,4.49561,2.2478,0.37463
REM,0.03382,0.37463,4.62049,2.12293,0.37463
REM,0.00768,1.37366,4.99512,3.24683,0.87415
REM,0.0122,0.99902,4.87024,3.12195,0.74927
REM,0.01485,0.62439,4.87024,2.8722,0.37463
REM,0.01781,0.74927,4.74537,2.49756,0.37463
REM,0.0126,0.74927,4.87024,2.74732,0.37463
REM,0.01442,0.49951,4.99512,2.62244,0.49951
REM,0.02649,0.62439,5.74439,1.87317,0.49951
NREM,0.0505,0.37463,4.24585,1.37366,0.24976
REM,0.01069,1.24878,5.12,2.99707,0.37463
REM,0.00964,0.74927,5.24488,2.8722,0.74927
REM,0.00796,0.74927,5.24488,3.24683,0.62439
REM,0.00877,1.1239,4.99512,3.12195,0.49951
REM,0.01573,0.87415,4.87024,2.62244,0.49951
REM,0.01152,0.74927,5.12,2.8722,0.49951
REM,0.01189,0.87415,5.49463,2.8722,0.37463
REM,0.00671,1.49854,5.36976,3.37171,0.49951
REM,0.00887,1.49854,5.49463,3.49659,0.74927
REM,0.00801,1.62341,5.36976,3.74634,0.62439
REM,0.00742,1.37366,5.36976,3.24683,0.74927
REM,0.0082,1.62341,5.36976,3.49659,1.1239
