Sleep_Stage,MeanP_Theta_O2,MedianF_Theta_O2,MeanF_Theta_O2,Spectral Edge_Theta_O2,PeakF_Theta_O2
NREM,0.00094,6.11902,12.98732,10.86439,7.3678
NREM,0.00135,5.74439,12.86244,10.11512,3.87122
NREM,0.001,5.61951,12.98732,10.86439,5.24488
NREM,0.00098,5.61951,13.36195,11.23902,5.74439
NREM,0.00141,5.24488,12.73756,10.24,3.87122
NREM,0.00094,6.2439,12.61268,10.48976,7.61756
NREM,0.00138,5.12,13.1122,9.86537,3.62146
NREM,0.00105,6.11902,12.61268,10.98927,5.61951
NREM,0.00113,5.12,13.36195,11.61366,5.12
NREM,0.00123,5.61951,12.73756,10.11512,3.74634
NREM,0.00128,6.61854,13.1122,12.73756,4.99512
NREM,0.00117,5.86927,12.86244,12.23805,5.86927
NREM,0.00136,6.11902,12.86244,11.73854,7.11805
NREM,0.00148,4.99512,12.61268,10.36488,3.87122
NREM,0.00156,5.49463,11.61366,9.36585,4.74537
NREM,0.0013,5.24488,11.48878,9.24098,4.24585
NREM,0.00117,5.61951,11.73854,9.86537,5.49463
NREM,0.00147,5.49463,10.73951,9.1161,5.12
NREM,0.0016,5.24488,12.4878,9.49073,4.99512
NREM,0.00142,4.99512,10.61463,8.61659,4.74537
NREM,0.00175,4.87024,11.86341,8.86634,3.87122
NREM,0.00171,4.62049,10.36488,8.49171,3.74634
NREM,0.00176,4.99512,9.99024,8.24195,4.49561
NREM,0.00156,4.74537,12.61268,9.49073,3.87122
NREM,0.00157,4.87024,10.86439,8.49171,4.87024
NREM,0.00166,5.24488,11.86341,9.36585,5.24488
NREM,0.00181,4.74537,10.73951,8.24195,3.87122
NREM,0.00162,5.61951,9.86537,8.74146,5.61951
NREM,0.0014,5.12,12.4878,9.86537,5.24488
NREM,0.00156,4.99512,11.61366,8.99122,4.49561
NREM,0.0019,5.24488,10.61463,8.61659,5.86927
NREM,0.00171,4.74537,9.99024,8.49171,3.87122
NREM,0.00146,5.12,9.86537,8.61659,4.87024
NREM,0.0018,4.87024,10.61463,8.11707,3.62146
NREM,0.00148,5.24488,10.61463,8.36683,3.62146
NREM,0.00163,4.99512,10.24,8.11707,5.61951
NREM,0.00166,4.87024,10.61463,8.24195,3.87122
NREM,0.0018,4.87024,10.11512,8.49171,5.12
NREM,0.00173,4.99512,10.36488,8.49171,6.11902
NREM,0.00176,4.74537,10.24,7.9922,4.24585
NREM,0.00162,5.12,11.23902,8.49171,4.49561
NREM,0.0016,4.99512,10.36488,8.36683,4.99512
NREM,0.00171,4.87024,10.11512,8.24195,4.12098
NREM,0.00184,5.24488,9.49073,8.11707,5.12
NREM,0.00167,4.87024,9.99024,8.11707,5.36976
NREM,0.00121,5.49463,11.48878,9.36585,6.11902
NREM,0.00172,5.49463,9.99024,8.61659,5.12
NREM,0.00143,5.36976,10.98927,9.1161,4.12098
NREM,0.00149,4.99512,11.86341,9.36585,4.49561
NREM,0.00173,4.87024,10.24,8.49171,4.74537
NREM,0.00178,4.99512,10.48976,8.11707,5.24488
NREM,0.00198,5.12,10.86439,8.36683,5.49463
NREM,0.00138,4.99512,10.73951,8.61659,4.99512
NREM,0.00162,5.12,11.23902,8.61659,3.74634
NREM,0.00159,4.49561,9.99024,7.74244,2.8722
NREM,0.00157,5.36976,9.99024,8.86634,3.87122
NREM,0.00196,5.12,10.73951,8.36683,5.36976
NREM,0.00144,4.62049,11.48878,8.49171,3.24683
NREM,0.00183,5.12,10.24,8.86634,4.37073
NREM,0.00159,4.99512,10.61463,8.11707,3.37171
NREM,0.00156,5.12,11.11415,8.61659,5.49463
NREM,0.0016,5.12,11.23902,8.49171,5.12
NREM,0.00168,5.12,10.36488,8.49171,5.99415
NREM,0.00191,5.12,10.73951,8.24195,5.99415
NREM,0.00151,4.99512,10.11512,8.36683,4.99512
NREM,0.00175,5.24488,10.48976,8.24195,5.61951
NREM,0.0016,5.12,11.61366,8.49171,5.12
NREM,0.00163,4.62049,9.99024,7.86732,2.62244
NREM,0.00189,5.24488,10.36488,8.49171,5.24488
NREM,0.00183,4.87024,9.61561,7.86732,4.24585
NREM,0.00165,4.62049,10.61463,8.11707,4.12098
NREM,0.00153,4.74537,9.99024,8.11707,2.8722
NREM,0.00206,4.62049,9.61561,8.11707,4.62049
NREM,0.00165,5.36976,9.99024,8.49171,4.87024
NREM,0.00189,4.74537,9.24098,7.86732,4.12098
NREM,0.00175,4.62049,10.11512,7.86732,4.24585
NREM,0.00169,4.87024,10.73951,8.24195,3.49659
NREM,0.00179,5.49463,9.86537,8.24195,5.99415
NREM,0.002,4.49561,10.36488,7.86732,4.62049
NREM,0.00131,4.99512,11.23902,8.36683,5.12
NREM,0.00181,5.12,9.86537,8.11707,4.87024
NREM,0.0028,5.74439,14.36098,12.23805,5.61951
NREM,0.00198,5.86927,10.36488,8.99122,5.99415
NREM,0.00132,5.99415,10.98927,9.36585,5.24488
NREM,0.00289,4.49561,11.98829,9.86537,4.24585
NREM,0.00117,5.49463,11.23902,9.61561,4.74537
NREM,0.00114,5.99415,12.11317,9.74049,6.86829
NREM,0.00148,5.24488,11.23902,9.49073,4.37073
NREM,0.00152,6.11902,10.48976,9.24098,5.49463
NREM,0.00115,5.36976,11.23902,9.36585,4.87024
NREM,0.00152,5.61951,11.3639,9.36585,5.74439
NREM,0.00081,5.24488,11.73854,9.61561,5.24488
NREM,0.0008,6.11902,10.98927,9.86537,5.24488
REM,0.001,6.11902,11.23902,9.24098,6.11902
REM,0.00069,5.36976,11.3639,9.24098,4.49561
REM,0.00096,5.61951,11.23902,9.74049,5.99415
REM,0.00092,5.36976,10.86439,9.61561,5.36976
REM,0.00092,5.49463,11.73854,10.36488,4.24585
REM,0.00057,5.36976,11.73854,10.24,3.9961
REM,0.00084,5.86927,11.86341,9.99024,5.86927
REM,0.00079,5.49463,11.23902,9.74049,4.99512
REM,0.00094,5.99415,11.3639,9.99024,4.37073
NREM,0.00076,7.24293,11.98829,10.98927,8.24195
NREM,0.00097,7.74244,11.61366,10.61463,8.86634
REM,0.0007,6.61854,11.73854,10.36488,4.62049
REM,0.00066,5.86927,11.86341,10.24,4.37073
REM,0.00073,5.24488,11.23902,9.99024,3.62146
REM,0.00075,5.49463,11.61366,10.24,5.49463
REM,0.00074,5.86927,11.3639,10.24,4.62049
REM,0.00093,7.61756,11.11415,10.24,7.9922
REM,0.00069,6.86829,11.61366,10.11512,9.24098
REM,0.00093,5.74439,12.23805,10.24,5.61951
REM,0.00073,5.74439,11.11415,9.86537,5.24488
REM,0.00086,5.61951,11.48878,9.74049,4.62049
REM,0.00085,5.36976,11.11415,9.61561,5.99415
REM,0.00052,5.86927,11.98829,10.48976,4.62049
REM,0.00074,5.49463,11.23902,9.86537,3.62146
REM,0.00088,5.49463,11.23902,9.61561,5.61951
NREM,0.00086,5.86927,11.86341,10.11512,7.61756
NREM,0.00097,5.86927,11.11415,9.61561,5.86927
NREM,0.00085,5.74439,11.48878,9.99024,4.49561
NREM,0.00079,5.36976,11.23902,9.61561,4.87024
NREM,0.00079,5.24488,11.23902,9.86537,5.24488
NREM,0.00065,5.74439,11.73854,9.99024,6.49366
NREM,0.00059,5.49463,12.36293,10.48976,5.12
NREM,0.00086,5.36976,10.73951,9.36585,4.37073
REM,0.00066,5.49463,11.48878,9.86537,4.74537
REM,0.00058,5.86927,12.36293,10.48976,6.11902
REM,0.00081,6.11902,11.3639,9.86537,4.87024
REM,0.00066,5.99415,11.86341,10.36488,5.99415
REM,0.00079,6.11902,10.98927,9.99024,5.61951
REM,0.00073,5.61951,11.86341,9.86537,4.37073
REM,0.00068,5.99415,11.3639,9.99024,4.49561
REM,0.00066,5.74439,11.23902,9.74049,4.74537
REM,0.00061,6.36878,12.11317,10.24,6.99317
NREM,0.00087,5.61951,11.3639,9.99024,4.62049
REM,0.0007,5.86927,11.23902,9.99024,5.99415
REM,0.0007,5.74439,10.98927,9.74049,5.74439
REM,0.00059,5.86927,11.73854,9.86537,5.86927
REM,0.00072,5.86927,11.73854,9.99024,4.62049
REM,0.00056,6.2439,12.23805,10.98927,4.87024
NREM,0.00068,6.74341,12.11317,11.23902,6.86829
NREM,0.00077,5.86927,11.86341,10.11512,5.74439
NREM,0.00088,6.36878,11.86341,10.61463,6.49366
NREM,0.00088,6.2439,12.11317,10.36488,8.61659
NREM,0.00076,5.86927,11.61366,9.99024,5.49463
NREM,0.00079,5.86927,11.61366,10.11512,5.36976
NREM,0.00078,5.86927,11.73854,10.11512,5.36976
NREM,0.00061,5.61951,12.4878,10.73951,4.87024
NREM,0.00074,5.74439,12.86244,10.61463,4.49561
NREM,0.00099,5.12,12.23805,9.49073,3.37171
NREM,0.00081,5.12,11.3639,9.61561,4.99512
NREM,0.00066,5.86927,11.3639,9.74049,5.74439
NREM,0.00077,5.24488,11.48878,9.61561,5.86927
NREM,0.00071,7.11805,11.86341,10.61463,9.1161
NREM,0.00084,5.61951,11.48878,10.11512,4.87024
NREM,0.00083,5.24488,11.86341,9.74049,4.99512
NREM,0.00079,5.61951,11.48878,10.11512,3.24683
NREM,0.00086,5.86927,13.23707,10.98927,6.49366
NREM,0.00099,5.61951,11.61366,9.36585,6.36878
NREM,0.0009,5.74439,12.36293,9.86537,6.36878
NREM,0.00107,5.99415,12.36293,10.11512,4.49561
NREM,0.00086,5.49463,11.98829,10.11512,3.9961
NREM,0.00094,6.11902,12.23805,9.99024,6.11902
NREM,0.00146,5.36976,11.3639,9.36585,5.36976
NREM,0.00157,5.61951,16.73366,13.23707,1.37366
NREM,0.00107,5.99415,11.86341,10.36488,5.86927
NREM,0.00072,7.11805,12.36293,11.23902,10.11512
NREM,0.001,7.11805,12.11317,10.86439,7.24293
NREM,0.00115,6.2439,12.23805,10.48976,4.62049
NREM,0.00084,5.99415,12.73756,10.61463,5.24488
NREM,0.00127,5.99415,12.73756,10.61463,4.37073
NREM,0.00101,5.99415,12.73756,10.24,4.37073
NREM,0.00113,5.99415,12.86244,10.24,5.24488
NREM,0.00137,5.49463,12.98732,10.24,3.9961
NREM,0.00135,5.99415,12.36293,10.11512,6.11902
NREM,0.0015,5.74439,11.23902,9.36585,3.12195
NREM,0.00151,6.2439,12.4878,9.86537,5.24488
NREM,0.00127,5.49463,13.23707,10.48976,5.61951
NREM,0.00132,5.74439,12.86244,9.99024,4.24585
NREM,0.00129,5.74439,12.73756,9.99024,4.12098
NREM,0.00129,5.99415,12.11317,9.86537,5.86927
NREM,0.0016,5.49463,12.23805,9.49073,5.49463
NREM,0.00157,5.24488,11.11415,9.24098,4.62049
NREM,0.00163,5.86927,13.1122,10.11512,4.49561
NREM,0.00128,5.86927,12.36293,9.86537,5.36976
NREM,0.00131,6.36878,13.1122,11.61366,4.49561
NREM,0.00189,5.36976,10.98927,9.1161,4.99512
NREM,0.0013,5.86927,12.36293,10.11512,4.49561
NREM,0.0014,5.99415,10.86439,9.49073,6.11902
NREM,0.00115,6.36878,12.98732,11.23902,6.99317
NREM,0.00149,6.11902,12.11317,10.11512,5.99415
NREM,0.00102,5.99415,13.23707,10.86439,4.74537
NREM,0.00109,6.11902,12.98732,10.86439,4.24585
NREM,0.0016,5.74439,13.1122,10.73951,5.74439
NREM,0.00154,5.49463,13.1122,11.61366,4.62049
NREM,0.00155,5.36976,11.86341,9.99024,5.74439
NREM,0.0016,5.36976,12.86244,9.86537,3.37171
NREM,0.00144,5.36976,12.11317,9.49073,6.61854
NREM,0.00146,5.12,10.98927,9.36585,4.74537
NREM,0.00138,5.24488,10.73951,9.24098,4.74537
NREM,0.00167,5.99415,10.86439,9.36585,6.11902
NREM,0.0014,5.24488,11.86341,9.36585,5.12
NREM,0.00152,5.49463,12.36293,9.86537,3.87122
NREM,0.0014,5.36976,11.23902,9.1161,4.24585
NREM,0.00164,5.36976,11.23902,9.36585,5.49463
NREM,0.00123,5.61951,12.4878,9.86537,5.36976
NREM,0.00169,5.12,11.11415,8.74146,6.2439
NREM,0.00106,5.49463,11.11415,9.49073,4.87024
NREM,0.00154,5.49463,14.86049,12.36293,5.86927
NREM,0.00118,5.61951,10.98927,9.1161,6.74341
NREM,0.00101,6.49366,12.73756,10.24,5.61951
NREM,0.00091,6.2439,11.48878,9.99024,4.87024
NREM,0.00126,6.11902,10.86439,9.49073,6.36878
NREM,0.00089,5.74439,11.86341,9.86537,5.12
NREM,0.00099,5.61951,11.23902,9.24098,3.49659
NREM,0.00098,5.61951,13.1122,10.24,4.87024
NREM,0.00116,5.61951,11.86341,9.61561,5.12
NREM,0.00118,5.61951,12.11317,9.99024,4.49561
NREM,0.00104,6.11902,10.73951,9.49073,6.49366
NREM,0.00113,6.11902,13.61171,12.11317,5.24488
NREM,0.00144,5.12,10.98927,8.99122,4.99512
NREM,0.00136,5.74439,11.98829,9.86537,5.86927
NREM,0.00116,6.11902,13.1122,10.86439,4.62049
NREM,0.00107,5.99415,10.86439,9.49073,6.86829
NREM,0.00137,5.61951,12.11317,9.74049,4.87024
NREM,0.0013,6.2439,13.48683,10.48976,4.24585
NREM,0.00123,5.99415,13.36195,10.61463,5.49463
NREM,0.00183,5.36976,10.98927,9.1161,5.24488
NREM,0.00156,5.86927,11.61366,9.61561,7.49268
NREM,0.00141,5.74439,11.73854,9.36585,5.74439
NREM,0.00116,5.74439,11.48878,9.99024,5.99415
NREM,0.00211,4.49561,11.73854,9.24098,4.49561
NREM,0.001,6.2439,11.86341,10.48976,5.49463
NREM,0.00118,5.99415,11.11415,9.49073,5.99415
NREM,0.00102,6.11902,13.36195,10.98927,5.74439
NREM,0.00123,5.12,10.86439,9.1161,4.99512
NREM,0.00138,5.99415,12.4878,10.11512,5.74439
NREM,0.00166,5.86927,10.73951,9.1161,5.61951
NREM,0.00113,5.74439,11.48878,9.99024,5.36976
NREM,0.00131,5.49463,12.23805,9.61561,4.74537
NREM,0.0012,5.86927,13.23707,12.36293,4.37073
NREM,0.00142,5.24488,11.86341,9.61561,3.9961
NREM,0.00132,5.24488,11.3639,9.24098,4.74537
NREM,0.00153,5.61951,12.4878,9.74049,5.74439
NREM,0.00107,5.86927,11.11415,9.86537,5.24488
NREM,0.00141,5.74439,13.23707,10.48976,6.2439
NREM,0.00166,5.74439,12.86244,9.86537,5.49463
NREM,0.00149,5.49463,12.61268,10.36488,5.74439
NREM,0.00145,6.2439,12.86244,10.36488,7.49268
NREM,0.00189,5.24488,11.3639,9.1161,4.62049
NREM,0.00153,5.36976,12.11317,9.36585,4.24585
NREM,0.00134,5.24488,11.48878,9.36585,3.9961
NREM,0.00187,5.12,10.24,8.74146,4.62049
NREM,0.00162,5.49463,11.11415,9.1161,4.74537
NREM,0.00166,5.49463,10.36488,8.61659,6.49366
NREM,0.00159,5.61951,11.23902,8.99122,6.2439
NREM,0.00165,5.12,10.11512,8.61659,5.24488
NREM,0.00133,5.49463,11.11415,9.24098,5.61951
NREM,0.0015,5.49463,10.98927,9.36585,5.61951
NREM,0.00136,4.99512,11.98829,9.49073,4.12098
NREM,0.00181,5.36976,9.99024,8.49171,5.49463
NREM,0.00157,5.24488,12.98732,9.49073,4.74537
NREM,0.00177,5.36976,10.48976,8.99122,5.49463
NREM,0.00166,5.36976,10.73951,8.86634,4.37073
NREM,0.00153,5.61951,12.11317,9.61561,5.36976
NREM,0.00136,5.36976,12.73756,9.36585,4.62049
NREM,0.00183,5.12,10.98927,8.86634,4.12098
NREM,0.00149,5.24488,11.73854,9.24098,4.37073
NREM,0.00138,4.74537,11.61366,8.99122,4.37073
NREM,0.00194,5.36976,10.24,8.49171,5.36976
NREM,0.00123,4.99512,11.11415,8.74146,3.49659
NREM,0.0016,5.12,10.36488,8.49171,4.12098
NREM,0.00183,5.36976,10.36488,8.49171,5.49463
NREM,0.00295,4.49561,15.85951,12.86244,2.49756
NREM,8.07E-05,6.36878,17.85756,15.11024,3.9961
NREM,8.78E-05,7.11805,16.98341,14.86049,5.36976
NREM,8.43E-05,6.61854,16.85854,14.61073,5.99415
NREM,0.00013,5.99415,15.11024,12.4878,3.62146
NREM,0.00011,5.86927,15.48488,13.36195,3.24683
NREM,0.00014,5.36976,14.36098,11.61366,5.49463
NREM,0.00011,5.12,12.86244,10.24,4.37073
NREM,0.00015,5.12,11.98829,8.86634,5.49463
NREM,0.00018,4.87024,11.98829,10.11512,4.37073
NREM,0.00018,4.62049,11.23902,8.36683,3.62146
NREM,0.00016,4.87024,11.98829,9.24098,4.99512
NREM,0.00023,4.74537,10.98927,8.24195,4.49561
NREM,0.0002,5.12,11.23902,8.61659,5.12
NREM,0.00018,4.99512,12.36293,10.11512,4.62049
NREM,0.00023,4.99512,10.98927,8.74146,4.99512
NREM,0.00023,4.99512,12.23805,8.61659,4.99512
NREM,0.00022,4.99512,12.11317,8.99122,4.87024
NREM,0.00023,5.24488,12.4878,11.11415,4.74537
NREM,0.00018,5.24488,11.86341,9.99024,4.87024
NREM,0.00022,4.87024,11.61366,8.61659,4.87024
NREM,0.00025,5.24488,10.73951,8.61659,5.24488
NREM,0.00027,4.87024,11.23902,8.36683,4.99512
NREM,0.00025,5.12,11.86341,8.99122,5.24488
NREM,0.00023,4.99512,12.11317,9.1161,4.62049
NREM,0.00025,4.99512,12.36293,9.1161,4.99512
NREM,0.00026,4.74537,11.61366,8.74146,4.74537
NREM,0.00027,4.74537,10.48976,8.36683,3.12195
NREM,0.00027,4.87024,12.23805,10.11512,4.74537
NREM,0.00026,4.99512,11.86341,9.24098,4.87024
NREM,0.00031,4.74537,10.36488,7.74244,4.99512
NREM,0.00022,4.74537,10.98927,8.74146,4.74537
NREM,0.00024,4.74537,10.48976,7.9922,4.62049
NREM,0.00024,5.12,11.73854,9.36585,5.12
NREM,0.00026,4.74537,10.86439,8.11707,5.61951
NREM,0.00023,4.99512,10.86439,7.9922,4.62049
NREM,0.00026,4.87024,11.86341,8.86634,5.12
NREM,0.00023,4.87024,11.61366,8.99122,4.99512
NREM,0.00024,4.87024,10.11512,7.74244,4.74537
NREM,0.00024,4.99512,11.98829,9.24098,5.24488
NREM,0.00025,4.99512,11.11415,8.11707,4.99512
NREM,0.00022,4.87024,11.11415,8.49171,4.87024
NREM,0.00024,4.87024,11.61366,8.74146,5.49463
NREM,0.00024,4.74537,9.61561,7.9922,4.74537
NREM,0.00026,4.74537,11.73854,8.86634,4.87024
NREM,0.00023,4.99512,10.86439,8.24195,5.99415
NREM,0.00024,4.62049,11.61366,8.61659,4.74537
NREM,0.0002,4.99512,11.61366,8.99122,4.49561
NREM,0.00033,4.62049,10.48976,7.3678,4.62049
NREM,0.00025,4.37073,10.24,7.86732,4.37073
NREM,0.00025,4.49561,11.11415,8.11707,4.12098
NREM,0.00024,5.12,10.61463,7.9922,5.61951
NREM,0.00025,4.74537,11.11415,7.74244,4.99512
NREM,0.00022,4.87024,10.61463,8.11707,5.36976
NREM,0.00029,4.37073,9.36585,7.3678,4.87024
NREM,0.00023,4.49561,10.61463,8.11707,4.62049
NREM,0.00027,4.99512,11.98829,8.86634,5.36976
NREM,0.00025,4.74537,11.98829,9.24098,4.24585
NREM,0.00026,4.62049,11.23902,8.11707,4.37073
NREM,0.00024,4.62049,11.86341,8.49171,4.62049
NREM,0.00028,4.24585,9.86537,7.74244,4.24585
NREM,0.00023,4.62049,10.36488,7.61756,5.12
NREM,0.00023,4.74537,10.36488,7.86732,5.12
NREM,0.00024,4.87024,9.49073,7.74244,5.12
NREM,0.00023,4.74537,11.11415,8.49171,5.12
NREM,0.00021,4.87024,9.99024,7.86732,5.12
NREM,0.00021,4.99512,10.61463,8.11707,5.12
NREM,0.00023,5.12,11.61366,8.86634,4.62049
NREM,0.00023,5.12,11.61366,8.74146,5.12
NREM,0.00023,4.99512,11.98829,9.99024,4.99512
NREM,0.00022,4.87024,9.99024,7.9922,4.99512
NREM,0.00024,5.12,10.73951,8.24195,5.61951
NREM,0.00026,4.62049,10.11512,7.74244,4.62049
NREM,0.0002,4.62049,9.86537,7.61756,4.62049
NREM,0.00024,4.99512,11.48878,8.61659,4.99512
NREM,0.00024,4.99512,10.61463,8.11707,5.61951
NREM,0.00024,5.12,11.48878,8.36683,5.36976
NREM,0.00021,4.99512,11.98829,8.99122,3.12195
NREM,0.00027,4.62049,9.1161,7.24293,4.87024
NREM,0.00024,4.74537,11.11415,8.36683,5.36976
NREM,0.00028,4.74537,9.86537,7.61756,5.49463
NREM,0.00022,4.87024,11.23902,8.49171,5.24488
NREM,0.00026,4.62049,9.86537,7.86732,4.62049
NREM,0.00024,4.37073,10.48976,7.86732,3.9961
NREM,0.00025,4.87024,10.98927,8.11707,4.62049
NREM,0.00022,4.87024,11.73854,8.49171,5.24488
NREM,0.00024,4.87024,11.3639,8.74146,3.9961
NREM,0.00023,4.49561,9.74049,7.74244,5.24488
NREM,0.00025,4.49561,10.24,7.74244,3.37171
NREM,0.00023,4.62049,9.86537,7.74244,4.12098
NREM,0.00025,4.74537,10.98927,8.11707,5.12
NREM,0.00022,4.62049,10.48976,7.74244,5.61951
NREM,0.00022,4.87024,11.11415,8.49171,4.24585
NREM,0.0002,4.62049,10.61463,8.24195,4.74537
NREM,0.00027,4.87024,10.86439,8.61659,4.99512
NREM,0.00026,4.74537,10.24,7.74244,4.62049
NREM,0.00022,4.62049,11.73854,8.49171,4.49561
NREM,0.00022,4.87024,10.98927,8.36683,5.12
NREM,0.00023,4.74537,10.36488,8.24195,4.37073
NREM,0.00022,4.87024,12.36293,10.11512,4.74537
NREM,0.0002,4.87024,9.86537,7.9922,4.99512
NREM,0.0002,4.99512,10.98927,8.49171,4.99512
NREM,0.00021,4.99512,11.98829,9.24098,5.49463
NREM,0.00024,4.99512,12.11317,9.49073,4.99512
NREM,0.00023,4.74537,12.11317,9.1161,4.74537
NREM,0.00021,4.74537,11.23902,9.1161,5.36976
NREM,0.00021,4.99512,11.23902,8.61659,4.74537
NREM,0.00022,4.87024,11.73854,8.24195,3.9961
NREM,0.00019,4.74537,10.36488,8.11707,4.74537
NREM,0.00025,4.24585,11.23902,8.11707,4.37073
NREM,0.00025,4.74537,10.48976,7.86732,4.99512
NREM,0.00018,5.12,12.11317,8.86634,5.24488
NREM,0.00021,4.62049,12.11317,8.99122,4.74537
NREM,0.00026,4.62049,11.73854,8.61659,4.49561
NREM,0.00023,4.62049,11.86341,8.36683,5.61951
NREM,0.00021,4.37073,10.11512,7.61756,4.62049
NREM,0.00022,4.99512,11.73854,8.36683,4.37073
NREM,0.00025,4.49561,9.99024,7.49268,3.37171
NREM,0.00022,4.99512,10.11512,8.11707,5.36976
NREM,0.00025,4.74537,10.24,7.61756,5.12
NREM,0.00023,4.74537,10.98927,8.11707,5.12
NREM,0.00027,4.62049,11.11415,7.74244,3.62146
NREM,0.00024,4.49561,9.86537,7.24293,4.62049
NREM,0.00025,4.62049,10.36488,7.61756,4.49561
NREM,0.00021,4.99512,10.98927,7.9922,5.86927
NREM,0.00021,4.74537,11.48878,8.49171,4.74537
NREM,0.00024,4.74537,11.11415,7.9922,4.87024
NREM,0.0002,4.62049,10.98927,8.24195,3.9961
NREM,0.00027,4.62049,10.48976,7.74244,3.62146
NREM,0.00021,4.74537,11.11415,8.49171,4.87024
NREM,0.00021,4.99512,9.99024,7.74244,5.61951
NREM,0.00023,4.49561,9.36585,7.61756,4.24585
NREM,0.00021,4.24585,11.48878,8.11707,4.12098
NREM,0.00025,4.87024,10.48976,7.9922,3.24683
NREM,0.00025,4.87024,10.36488,8.11707,4.49561
NREM,0.00023,4.37073,10.61463,7.9922,4.99512
NREM,0.00018,4.99512,11.73854,9.49073,4.12098
NREM,0.00027,6.36878,15.85951,12.61268,5.86927
NREM,0.0002,6.2439,14.11122,11.73854,6.11902
NREM,0.00014,5.36976,12.86244,10.61463,5.24488
NREM,0.00017,5.61951,12.36293,10.98927,5.86927
NREM,0.00016,4.99512,12.11317,10.36488,4.62049
NREM,0.00017,5.49463,11.48878,9.49073,4.24585
NREM,0.00017,5.12,12.61268,10.36488,4.24585
NREM,0.00015,5.12,11.73854,10.11512,4.62049
NREM,0.00017,5.24488,12.4878,10.24,4.24585
NREM,0.00016,5.36976,12.36293,9.74049,4.49561
NREM,0.00021,5.61951,12.4878,10.24,3.37171
NREM,0.00016,5.36976,12.36293,10.36488,4.99512
NREM,0.00021,5.49463,13.48683,10.98927,4.37073
NREM,0.00017,5.86927,15.48488,13.23707,1.24878
NREM,0.00011,5.24488,12.73756,10.48976,4.49561
NREM,0.00013,5.49463,12.61268,10.24,4.74537
NREM,0.00015,5.36976,12.11317,9.74049,3.74634
NREM,0.00014,5.12,12.61268,11.11415,3.24683
NREM,0.00013,5.61951,11.3639,9.86537,4.24585
NREM,0.00016,5.12,12.61268,11.73854,4.87024
NREM,0.00018,5.12,12.23805,10.11512,5.12
NREM,0.00019,4.87024,11.73854,9.49073,4.87024
NREM,0.00019,5.24488,12.36293,11.23902,5.36976
NREM,0.00018,5.36976,12.23805,10.36488,4.62049
NREM,0.00022,4.87024,12.4878,10.61463,4.12098
NREM,0.00019,5.12,11.98829,9.99024,4.37073
NREM,0.00021,5.12,11.73854,8.86634,4.99512
NREM,0.00017,5.36976,11.73854,9.1161,4.99512
NREM,0.00019,4.87024,11.11415,8.74146,3.87122
NREM,0.00018,4.87024,11.98829,8.49171,3.87122
NREM,0.00018,4.87024,10.24,8.36683,4.87024
NREM,0.00016,4.62049,10.48976,8.86634,4.62049
NREM,0.00017,5.36976,12.4878,10.36488,4.49561
NREM,0.00018,5.24488,12.36293,9.99024,4.24585
NREM,0.0002,4.74537,12.36293,11.61366,4.62049
NREM,0.00018,5.24488,12.36293,10.36488,3.74634
NREM,0.00022,5.12,11.3639,8.86634,5.12
NREM,0.00018,4.74537,11.48878,8.86634,4.74537
NREM,0.00018,4.87024,11.86341,9.36585,4.37073
NREM,0.0002,5.12,10.11512,7.86732,4.49561
NREM,0.00024,4.99512,11.11415,9.24098,4.74537
NREM,0.00021,4.87024,10.98927,8.49171,4.87024
NREM,0.00017,4.74537,10.98927,8.61659,4.74537
NREM,0.00019,4.99512,10.11512,8.36683,4.24585
NREM,0.00022,4.87024,11.73854,8.61659,3.9961
NREM,0.0002,4.62049,10.86439,7.86732,4.62049
NREM,0.0002,4.74537,11.48878,8.49171,3.12195
NREM,0.00019,4.74537,9.86537,7.86732,3.87122
NREM,0.00021,4.99512,10.73951,8.36683,4.99512
NREM,0.00019,4.87024,11.11415,8.99122,4.62049
NREM,0.0002,4.99512,10.61463,8.49171,4.62049
NREM,0.00019,4.99512,11.73854,8.99122,4.87024
NREM,0.00018,5.12,10.73951,9.24098,4.62049
NREM,0.00016,5.12,11.73854,9.1161,5.49463
NREM,0.00015,5.12,12.23805,9.74049,5.61951
NREM,0.00021,4.74537,11.11415,8.74146,4.87024
NREM,0.00016,4.87024,11.11415,8.61659,4.74537
NREM,0.00021,5.12,12.73756,11.48878,3.9961
NREM,0.00017,5.24488,12.11317,10.98927,4.74537
NREM,0.00018,4.74537,12.36293,9.74049,3.37171
NREM,0.00019,4.99512,11.98829,9.86537,3.9961
NREM,0.00021,4.62049,11.61366,8.74146,4.62049
NREM,0.00019,4.99512,11.98829,9.49073,5.24488
NREM,0.00021,4.74537,12.11317,8.49171,4.24585
NREM,0.00021,5.24488,11.61366,8.61659,5.36976
NREM,0.00017,4.74537,11.23902,8.99122,3.49659
NREM,0.00022,4.99512,11.48878,8.74146,3.87122
NREM,0.00018,4.99512,10.86439,8.86634,4.24585
NREM,0.0005,4.87024,13.73659,10.61463,2.12293
NREM,0.00019,6.2439,11.73854,9.86537,7.74244
NREM,0.00019,5.49463,11.3639,9.61561,4.74537
NREM,0.00014,5.86927,12.86244,10.86439,3.62146
NREM,0.00015,5.61951,12.73756,10.86439,3.87122
NREM,0.00015,5.49463,12.73756,10.61463,4.12098
