Sleep_Stage,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2
NREM,0.00809,1.24878,6.86829,3.37171,0.62439
NREM,0.00859,0.99902,6.74341,2.74732,0.74927
NREM,0.01034,1.24878,6.61854,3.24683,0.62439
NREM,0.01504,0.87415,5.86927,2.74732,0.87415
NREM,0.00974,1.37366,5.86927,3.37171,1.1239
NREM,0.01299,0.99902,5.99415,2.99707,0.74927
NREM,0.01134,1.24878,5.74439,2.99707,0.99902
NREM,0.01379,0.87415,6.11902,2.74732,0.99902
NREM,0.01024,0.99902,5.99415,3.24683,0.99902
NREM,0.43321,0.49951,2.99707,1.37366,0.37463
NREM,0.01034,0.87415,6.74341,2.99707,0.74927
NREM,0.01239,0.87415,5.61951,2.49756,0.74927
NREM,0.01203,1.1239,6.2439,2.62244,0.99902
NREM,0.00863,1.1239,6.49366,3.24683,0.87415
NREM,0.01155,1.24878,5.86927,2.8722,1.37366
NREM,0.01106,0.99902,6.11902,2.74732,0.62439
NREM,0.01163,1.24878,5.86927,2.99707,0.74927
NREM,0.01737,0.99902,6.36878,2.62244,1.1239
NREM,0.01403,0.87415,5.99415,2.74732,0.87415
NREM,0.01159,0.99902,6.2439,2.99707,1.1239
NREM,0.01835,0.87415,5.74439,2.8722,0.87415
NREM,0.02103,0.99902,5.61951,2.49756,0.74927
NREM,0.01583,0.99902,5.61951,2.99707,0.99902
NREM,0.01807,0.99902,5.74439,2.62244,0.87415
NREM,0.00857,1.37366,6.2439,3.37171,0.99902
NREM,0.01672,1.1239,5.86927,2.74732,0.62439
NREM,0.01664,0.87415,5.36976,2.74732,0.87415
NREM,0.01318,0.99902,6.11902,3.62146,0.87415
NREM,0.01193,0.99902,6.11902,3.37171,0.99902
NREM,0.01507,0.87415,5.24488,2.8722,0.74927
NREM,0.00955,1.1239,6.36878,2.99707,0.62439
NREM,0.01655,0.87415,5.61951,2.8722,0.87415
NREM,0.02046,0.87415,5.24488,2.8722,0.87415
NREM,0.018,0.87415,5.61951,2.37268,0.74927
NREM,0.01229,1.1239,5.86927,3.24683,0.99902
NREM,0.01646,0.87415,5.74439,2.62244,0.62439
NREM,0.01568,0.99902,5.74439,2.74732,0.62439
NREM,0.01687,0.87415,5.36976,2.62244,0.62439
NREM,0.02421,0.74927,5.36976,2.12293,0.74927
NREM,0.01955,0.87415,5.49463,2.49756,0.49951
NREM,0.01644,0.99902,5.61951,2.99707,0.74927
NREM,0.01818,0.87415,5.49463,2.49756,0.62439
NREM,0.01397,0.87415,5.74439,2.8722,0.62439
NREM,0.01731,1.1239,5.12,2.49756,1.1239
NREM,0.0211,0.87415,5.36976,2.49756,0.74927
NREM,0.02147,0.99902,5.36976,2.49756,0.87415
NREM,0.03024,0.74927,5.12,1.99805,0.62439
NREM,0.03224,0.74927,5.12,2.2478,0.74927
NREM,0.02054,0.99902,5.36976,2.62244,0.74927
NREM,0.03041,0.87415,5.12,2.2478,0.74927
NREM,0.02072,0.87415,5.24488,2.49756,0.87415
NREM,0.02242,1.1239,5.12,2.49756,0.87415
NREM,0.02061,0.74927,5.36976,2.74732,0.62439
NREM,0.02673,0.87415,4.99512,2.12293,0.74927
NREM,0.03179,0.87415,4.74537,2.2478,0.62439
NREM,0.5864,0.49951,3.87122,1.49854,0.37463
NREM,0.00842,1.37366,6.2439,3.12195,0.87415
NREM,0.01237,0.87415,6.2439,2.74732,0.87415
NREM,0.01749,0.74927,5.49463,2.62244,0.74927
NREM,0.01853,0.74927,5.61951,2.62244,0.62439
NREM,0.01915,0.49951,5.86927,2.37268,0.49951
NREM,0.01835,0.74927,5.74439,2.49756,0.62439
NREM,0.03006,0.49951,4.99512,1.99805,0.49951
NREM,0.02925,0.62439,5.24488,1.87317,0.62439
NREM,0.02904,0.62439,5.12,2.12293,0.49951
NREM,0.02899,0.74927,5.24488,1.99805,0.74927
NREM,0.02295,0.74927,4.99512,2.37268,0.62439
NREM,0.01933,0.87415,5.61951,2.37268,0.87415
NREM,0.01764,0.99902,5.61951,2.37268,0.74927
NREM,0.01991,0.99902,4.99512,2.49756,0.62439
NREM,0.02016,0.87415,4.99512,2.37268,0.62439
NREM,0.02205,0.99902,5.36976,2.37268,0.62439
NREM,0.01892,0.99902,5.12,2.62244,0.62439
NREM,0.03479,0.74927,4.74537,1.87317,0.62439
NREM,0.01934,0.87415,5.24488,2.49756,0.62439
NREM,0.02863,0.74927,4.74537,1.99805,0.74927
NREM,0.02045,0.74927,5.36976,2.37268,0.62439
NREM,0.02446,0.87415,4.87024,2.2478,0.62439
NREM,0.02016,1.1239,5.36976,2.74732,0.74927
NREM,0.01991,0.87415,5.49463,2.37268,0.62439
NREM,0.0248,0.74927,4.87024,2.37268,0.62439
NREM,0.0204,0.87415,5.24488,2.62244,0.62439
NREM,0.00812,1.1239,6.11902,3.24683,1.1239
NREM,0.01279,0.74927,6.11902,2.8722,0.62439
NREM,0.01243,0.99902,5.86927,2.74732,0.99902
NREM,0.01466,0.87415,5.74439,2.8722,0.87415
NREM,0.01611,0.87415,5.61951,2.74732,0.62439
NREM,0.02223,0.74927,4.99512,2.12293,0.62439
NREM,0.01977,0.99902,5.36976,2.37268,0.87415
NREM,0.02329,0.87415,5.12,2.2478,0.74927
NREM,0.01622,0.74927,5.61951,2.99707,0.62439
NREM,0.02146,0.74927,5.12,2.62244,0.49951
NREM,0.02443,0.74927,4.99512,2.37268,0.62439
NREM,0.02538,0.74927,5.24488,2.2478,0.74927
NREM,0.01782,0.99902,5.12,2.49756,1.1239
NREM,0.02006,0.87415,5.24488,2.49756,0.62439
NREM,0.02017,0.74927,5.61951,2.2478,0.49951
NREM,0.02276,0.74927,4.99512,2.37268,0.49951
NREM,0.01586,0.87415,5.74439,2.8722,0.62439
NREM,0.01721,0.87415,5.36976,2.62244,0.62439
NREM,0.02865,0.74927,4.49561,1.99805,0.62439
NREM,0.01815,0.74927,5.49463,2.62244,0.49951
NREM,0.01816,0.99902,5.36976,2.49756,0.62439
NREM,0.02615,0.87415,5.36976,2.2478,0.62439
NREM,0.02083,0.87415,5.12,2.49756,0.87415
NREM,0.01853,0.87415,4.99512,2.37268,0.49951
NREM,0.02122,0.87415,4.87024,2.37268,0.62439
NREM,0.01639,0.87415,4.99512,2.74732,0.74927
NREM,0.01936,0.74927,5.12,2.49756,0.74927
NREM,0.01525,0.87415,5.36976,2.8722,0.62439
NREM,0.01433,0.99902,5.61951,2.8722,1.1239
NREM,0.0211,0.87415,4.99512,2.2478,0.87415
NREM,0.02444,0.74927,5.12,2.12293,0.62439
NREM,0.01506,0.99902,5.86927,2.99707,0.49951
NREM,0.0238,0.62439,5.24488,2.37268,0.62439
NREM,0.02207,0.74927,5.24488,2.37268,0.74927
NREM,0.02142,0.87415,4.99512,2.49756,0.87415
NREM,0.01692,0.87415,5.24488,2.62244,0.74927
NREM,0.01641,0.99902,5.12,2.49756,0.87415
NREM,0.01979,0.87415,4.99512,2.62244,0.62439
NREM,0.02128,0.87415,4.99512,2.49756,0.87415
NREM,0.02578,0.87415,4.87024,2.37268,0.49951
NREM,0.01823,0.74927,5.24488,2.2478,0.62439
NREM,0.01606,0.87415,5.24488,2.62244,0.74927
NREM,0.01468,0.99902,5.36976,3.12195,0.49951
NREM,0.02233,0.87415,4.87024,2.49756,0.87415
NREM,0.02005,0.87415,5.24488,2.2478,0.62439
NREM,0.02,0.74927,5.49463,2.49756,0.62439
NREM,0.01838,0.74927,5.12,2.74732,0.62439
NREM,0.02219,0.87415,5.12,2.2478,0.74927
NREM,0.02456,0.74927,5.12,2.49756,0.62439
NREM,0.01859,0.87415,5.36976,2.2478,0.62439
NREM,0.02059,0.87415,4.87024,2.49756,0.49951
NREM,0.01938,0.74927,5.24488,2.37268,0.62439
NREM,0.02354,0.87415,5.24488,2.12293,0.99902
NREM,0.02203,0.87415,4.87024,2.12293,0.62439
NREM,0.02205,0.74927,4.87024,2.12293,0.87415
NREM,0.01747,0.87415,5.24488,2.49756,0.87415
NREM,0.01854,0.99902,5.36976,2.49756,0.99902
NREM,0.02125,0.87415,5.12,2.2478,0.99902
NREM,0.01864,0.74927,5.49463,2.12293,0.74927
NREM,0.01961,0.87415,5.36976,2.37268,0.49951
NREM,0.01318,0.99902,5.49463,2.8722,1.1239
NREM,0.01785,0.74927,5.24488,2.12293,0.87415
NREM,0.01808,0.99902,5.36976,2.49756,0.49951
NREM,0.01598,0.87415,5.49463,2.49756,0.62439
NREM,0.02641,0.74927,4.74537,1.99805,0.62439
NREM,0.01634,0.87415,5.12,2.62244,0.74927
NREM,0.02019,0.87415,4.74537,2.2478,0.74927
NREM,0.01377,1.1239,6.36878,2.37268,0.87415
NREM,0.01201,0.87415,5.86927,2.2478,0.62439
NREM,0.03401,0.74927,4.74537,1.87317,0.87415
NREM,0.00568,1.1239,6.99317,3.49659,0.99902
NREM,0.01558,0.74927,5.86927,2.49756,0.62439
NREM,0.00704,0.99902,6.86829,3.37171,0.99902
NREM,0.00537,1.1239,7.24293,3.74634,0.99902
NREM,0.00804,0.87415,6.74341,2.62244,0.62439
NREM,0.00593,0.99902,6.86829,3.24683,0.62439
NREM,0.00527,1.24878,6.86829,3.74634,0.87415
NREM,0.00748,0.99902,6.61854,3.12195,0.87415
NREM,0.00406,1.1239,7.61756,3.9961,0.74927
NREM,0.00469,1.37366,6.99317,3.87122,0.62439
NREM,0.00667,1.1239,6.86829,3.49659,0.62439
NREM,0.0047,0.99902,6.99317,3.87122,0.74927
NREM,0.0055,1.37366,6.99317,3.37171,0.87415
NREM,0.00604,1.24878,6.99317,3.62146,0.99902
NREM,0.00651,0.99902,6.86829,3.37171,0.62439
NREM,0.00729,1.1239,6.74341,3.24683,0.87415
NREM,0.00806,1.1239,6.99317,3.37171,0.62439
NREM,0.00764,0.99902,6.74341,3.24683,0.62439
NREM,0.00738,0.99902,6.74341,3.12195,0.87415
NREM,0.0095,0.74927,6.86829,3.12195,0.49951
NREM,0.01235,0.74927,6.2439,2.62244,0.62439
NREM,0.01076,0.87415,6.49366,2.74732,0.37463
NREM,0.01045,0.87415,6.86829,2.99707,0.62439
NREM,0.00865,0.99902,6.49366,3.49659,0.74927
NREM,0.00972,0.87415,6.86829,2.74732,0.87415
NREM,0.00789,1.1239,6.74341,3.62146,0.74927
NREM,0.0083,1.1239,6.36878,3.49659,0.49951
NREM,0.01045,0.99902,6.2439,2.8722,0.62439
NREM,0.01311,0.87415,6.36878,2.62244,0.62439
NREM,0.00941,0.99902,6.61854,2.8722,0.99902
NREM,0.00751,0.99902,6.74341,3.37171,1.1239
NREM,0.00995,0.87415,6.61854,3.49659,0.62439
NREM,0.01489,0.87415,5.86927,2.62244,0.87415
NREM,0.01145,0.87415,6.36878,2.62244,0.74927
NREM,0.01154,1.1239,5.99415,2.8722,0.62439
REM,0.00706,1.1239,6.86829,3.12195,0.99902
REM,0.00853,0.87415,6.36878,2.74732,0.87415
REM,0.00898,0.87415,6.36878,2.2478,0.87415
REM,0.00306,1.24878,7.3678,3.87122,0.49951
REM,0.00326,1.1239,6.99317,4.24585,0.49951
REM,0.00387,0.87415,6.86829,3.12195,0.62439
REM,0.00367,0.99902,6.86829,3.37171,0.74927
REM,0.0047,0.99902,7.11805,4.12098,0.74927
REM,0.00276,1.24878,7.11805,4.37073,1.37366
REM,0.00337,1.1239,7.24293,3.9961,0.62439
REM,0.003,1.49854,7.49268,4.74537,0.62439
REM,0.00301,0.99902,7.49268,4.12098,0.99902
REM,0.00277,0.99902,7.11805,3.74634,0.62439
REM,0.00289,0.87415,7.74244,3.9961,0.62439
REM,0.00416,0.99902,7.61756,3.87122,0.62439
REM,0.00303,1.24878,7.61756,3.87122,0.49951
REM,0.00301,1.24878,6.86829,3.87122,0.49951
REM,0.00239,1.37366,6.49366,3.87122,0.49951
REM,0.00231,1.37366,7.49268,3.9961,0.62439
REM,0.0028,1.37366,7.11805,4.12098,0.49951
REM,0.00246,1.24878,7.11805,4.62049,0.74927
REM,0.00411,0.99902,6.74341,3.62146,0.62439
REM,0.00415,0.99902,6.11902,3.37171,0.99902
REM,0.00289,1.1239,6.36878,3.62146,0.62439
REM,0.00348,1.1239,7.3678,3.87122,0.99902
REM,0.00228,1.37366,7.3678,4.24585,1.24878
REM,0.00253,1.37366,7.61756,4.37073,0.62439
REM,0.00308,1.49854,7.24293,3.74634,1.1239
NREM,0.0027,1.24878,7.86732,4.37073,0.62439
NREM,0.00301,0.99902,7.11805,3.9961,0.49951
NREM,0.0028,1.37366,6.99317,4.62049,1.1239
NREM,0.00455,1.1239,6.86829,3.74634,0.74927
NREM,0.00411,0.99902,6.86829,3.74634,0.74927
NREM,0.00203,1.37366,7.24293,4.49561,1.1239
NREM,0.00519,0.87415,6.99317,2.74732,0.74927
NREM,0.00548,0.99902,6.86829,3.12195,0.87415
NREM,0.00559,0.99902,7.49268,3.49659,0.87415
NREM,0.00614,0.99902,6.49366,2.99707,0.87415
NREM,0.00465,0.99902,6.86829,3.24683,0.74927
NREM,0.00463,1.1239,6.99317,3.37171,0.74927
NREM,0.00974,0.74927,6.74341,2.74732,0.62439
NREM,0.00598,0.99902,6.86829,2.8722,0.87415
NREM,0.00448,1.37366,7.3678,3.62146,0.49951
NREM,0.01022,1.1239,6.74341,2.8722,0.99902
NREM,0.00455,1.1239,7.11805,3.37171,1.1239
NREM,0.00498,1.1239,7.3678,3.49659,0.99902
NREM,0.00462,1.1239,7.11805,3.49659,0.99902
NREM,0.00399,1.1239,7.61756,3.49659,0.62439
NREM,0.00945,0.87415,6.99317,2.74732,0.87415
NREM,0.00471,1.1239,7.24293,3.37171,0.74927
NREM,0.00578,0.87415,7.3678,3.49659,0.74927
NREM,0.00735,1.1239,7.11805,3.12195,0.87415
NREM,0.00574,0.99902,6.99317,3.24683,0.49951
NREM,0.00515,0.99902,7.74244,3.49659,0.62439
NREM,0.00534,1.1239,6.99317,3.49659,0.62439
NREM,0.00866,1.1239,6.61854,3.24683,0.99902
NREM,0.01246,0.87415,6.49366,2.37268,0.87415
NREM,0.00849,0.99902,6.86829,2.8722,0.87415
NREM,0.00419,1.1239,7.49268,4.12098,0.62439
NREM,0.0117,0.99902,6.86829,2.99707,0.62439
NREM,0.00807,1.1239,6.2439,3.12195,0.87415
NREM,0.00912,0.99902,6.99317,3.24683,0.87415
NREM,0.00586,1.37366,6.99317,3.37171,0.87415
NREM,0.01316,0.99902,5.99415,2.49756,0.87415
NREM,0.00939,0.99902,6.36878,2.8722,0.99902
NREM,0.00517,0.74927,7.86732,3.24683,0.74927
NREM,0.00784,0.87415,7.3678,3.12195,0.74927
NREM,0.00379,1.37366,7.61756,3.87122,0.87415
NREM,0.00482,1.24878,7.86732,3.9961,0.49951
NREM,0.00749,1.1239,6.86829,3.49659,0.99902
NREM,0.01065,0.99902,6.49366,2.74732,0.87415
NREM,0.00831,0.99902,6.86829,3.12195,0.74927
NREM,0.00467,1.49854,7.49268,3.87122,0.74927
NREM,0.00495,1.1239,7.49268,3.62146,0.99902
NREM,0.00893,0.99902,7.11805,3.24683,0.87415
NREM,0.00964,1.1239,6.74341,2.99707,0.49951
NREM,0.00643,1.24878,6.99317,3.49659,0.87415
NREM,0.00809,0.99902,6.61854,2.74732,0.87415
NREM,0.00857,0.99902,6.61854,2.99707,0.87415
NREM,0.01209,0.99902,6.49366,3.24683,0.99902
NREM,0.00756,0.99902,7.3678,2.99707,0.62439
NREM,0.0106,0.87415,6.61854,2.62244,0.74927
NREM,0.00999,0.99902,5.99415,3.12195,0.62439
NREM,0.00502,1.24878,6.74341,3.62146,0.62439
NREM,0.00444,1.1239,7.86732,4.49561,0.74927
NREM,0.00698,0.99902,7.11805,3.12195,0.99902
NREM,0.00883,0.99902,6.49366,2.8722,0.87415
NREM,0.00829,1.24878,6.86829,3.37171,0.74927
NREM,0.00841,0.99902,6.74341,2.99707,0.74927
NREM,0.01071,0.87415,6.61854,3.12195,0.87415
NREM,0.00565,1.1239,7.11805,3.49659,0.87415
NREM,0.01299,0.74927,6.2439,2.74732,0.62439
NREM,0.00745,1.24878,6.86829,3.37171,0.87415
NREM,0.00785,1.1239,6.74341,3.24683,1.1239
NREM,0.00687,0.87415,7.24293,2.8722,0.62439
NREM,0.00643,1.1239,6.86829,3.37171,0.99902
NREM,0.00436,1.62341,6.86829,4.24585,1.62341
NREM,0.00572,1.37366,7.11805,3.49659,0.62439
NREM,0.00946,0.87415,6.2439,3.12195,0.62439
NREM,0.00891,0.99902,6.99317,2.99707,0.49951
NREM,0.01292,0.87415,6.49366,2.74732,0.87415
NREM,0.00635,0.99902,7.3678,3.37171,0.87415
NREM,0.0071,1.24878,6.61854,3.12195,0.99902
NREM,0.00836,0.87415,6.99317,3.12195,0.87415
NREM,0.00874,0.74927,6.74341,2.62244,0.62439
NREM,0.00705,1.1239,6.61854,3.12195,0.87415
NREM,0.01113,0.87415,6.2439,2.49756,0.62439
NREM,0.00969,1.24878,6.49366,3.12195,0.99902
NREM,0.0045,1.37366,7.24293,3.87122,0.99902
NREM,0.00478,1.24878,6.99317,3.87122,0.49951
NREM,0.00684,1.24878,6.86829,3.62146,0.74927
NREM,0.01084,0.74927,6.61854,2.8722,0.74927
NREM,0.0071,1.24878,6.36878,3.37171,0.74927
NREM,0.00963,0.87415,6.11902,2.74732,0.74927
NREM,0.00953,1.1239,6.11902,3.24683,0.74927
NREM,0.0109,0.74927,6.36878,2.8722,0.62439
NREM,0.00779,0.87415,6.11902,3.12195,0.49951
NREM,0.01173,0.99902,5.99415,2.99707,0.99902
NREM,0.01089,0.87415,6.49366,2.62244,0.99902
NREM,0.00887,0.87415,6.36878,2.8722,0.74927
NREM,0.01223,0.87415,6.11902,2.62244,0.87415
NREM,0.01047,0.74927,5.99415,2.8722,0.62439
NREM,0.01378,0.74927,5.86927,2.37268,0.74927
NREM,0.00652,1.24878,5.86927,3.49659,0.62439
NREM,0.00897,1.24878,5.99415,2.99707,0.62439
NREM,0.00674,1.1239,6.49366,3.49659,0.87415
NREM,0.00899,1.1239,5.74439,2.99707,0.74927
NREM,0.00708,1.1239,6.2439,3.24683,0.49951
NREM,0.0088,0.87415,5.99415,3.12195,0.74927
NREM,0.0117,0.87415,5.86927,2.49756,0.87415
NREM,0.00712,0.99902,6.36878,3.24683,0.49951
NREM,0.0102,0.74927,6.11902,2.74732,0.62439
NREM,0.00873,0.99902,6.2439,3.24683,0.62439
NREM,0.01222,0.87415,5.86927,2.74732,0.74927
NREM,0.00921,0.99902,6.11902,2.99707,0.74927
NREM,0.00813,0.87415,6.49366,3.37171,0.62439
NREM,0.00978,1.1239,5.99415,3.12195,0.99902
NREM,0.0178,0.87415,5.36976,2.12293,0.87415
NREM,0.01025,0.87415,6.49366,2.8722,0.62439
NREM,0.00938,0.87415,6.86829,2.37268,0.99902
NREM,0.01334,0.87415,5.99415,2.12293,0.87415
NREM,0.00555,0.99902,7.24293,3.62146,0.87415
NREM,0.00889,0.87415,6.61854,2.99707,0.74927
NREM,0.01072,0.87415,6.74341,1.87317,0.62439
NREM,0.00636,0.87415,6.86829,3.12195,0.62439
NREM,0.0086,0.99902,6.86829,3.12195,0.99902
NREM,0.00725,0.87415,6.74341,3.12195,0.74927
NREM,0.0052,1.1239,7.11805,3.62146,0.87415
NREM,0.00649,0.99902,7.24293,2.99707,0.87415
NREM,0.00651,0.87415,6.86829,3.24683,0.74927
NREM,0.00736,0.99902,6.61854,3.12195,1.1239
NREM,0.00939,0.87415,6.49366,3.12195,0.49951
NREM,0.00667,1.24878,6.74341,3.49659,1.24878
NREM,0.00666,0.99902,6.99317,3.37171,0.87415
NREM,0.00795,0.87415,6.74341,2.62244,0.74927
NREM,0.00696,1.1239,6.49366,3.24683,1.1239
NREM,0.00381,1.37366,7.61756,4.24585,1.1239
NREM,0.00537,1.24878,6.86829,3.62146,0.74927
NREM,0.0038,1.24878,7.49268,4.12098,0.87415
NREM,0.00982,0.87415,6.49366,2.49756,0.87415
NREM,0.00916,1.1239,6.99317,3.24683,0.49951
NREM,0.00306,1.1239,8.36683,3.24683,0.99902
NREM,0.00595,0.99902,7.61756,3.12195,0.62439
NREM,0.007,0.87415,6.49366,2.8722,0.62439
NREM,0.00894,0.87415,7.3678,2.49756,0.62439
NREM,0.00526,0.99902,7.11805,3.24683,0.99902
NREM,0.00639,0.87415,7.24293,2.74732,0.74927
NREM,0.00509,1.24878,7.61756,3.24683,0.74927
NREM,0.00543,0.99902,6.74341,2.8722,0.87415
NREM,0.00775,0.87415,6.36878,2.49756,0.74927
NREM,0.00343,1.37366,7.3678,3.87122,0.74927
NREM,0.00771,0.87415,6.2439,2.62244,0.99902
NREM,0.00347,1.1239,6.99317,3.49659,0.62439
NREM,0.006,1.24878,6.36878,2.99707,1.1239
NREM,0.00378,1.37366,7.11805,3.9961,0.87415
NREM,0.00508,1.1239,6.61854,3.37171,0.99902
NREM,0.00528,1.1239,6.86829,3.12195,1.1239
NREM,0.00325,1.24878,7.11805,3.74634,0.62439
NREM,0.01038,0.87415,6.36878,2.62244,0.87415
NREM,0.00364,1.1239,7.49268,3.62146,0.62439
NREM,0.00589,1.1239,6.74341,2.99707,0.74927
NREM,0.00349,0.99902,6.74341,3.74634,0.62439
NREM,0.00764,0.87415,6.86829,2.99707,0.74927
NREM,0.00486,1.37366,6.86829,3.74634,0.99902
NREM,0.00346,1.24878,7.3678,3.74634,0.74927
NREM,0.00574,1.24878,6.61854,3.12195,0.74927
NREM,0.00872,0.87415,6.74341,3.12195,0.74927
NREM,0.00661,0.99902,7.11805,3.12195,0.74927
NREM,0.00301,1.24878,7.74244,3.9961,1.1239
NREM,0.00277,1.37366,7.24293,4.49561,0.87415
NREM,0.01026,0.74927,6.49366,2.62244,0.74927
NREM,0.00652,1.1239,6.86829,3.24683,1.24878
NREM,0.00431,0.99902,7.24293,3.37171,0.74927
NREM,0.00697,0.87415,7.11805,2.8722,0.62439
NREM,0.00528,1.24878,6.86829,3.74634,0.62439
NREM,0.01219,0.99902,5.74439,2.8722,0.87415
NREM,0.00524,1.24878,6.86829,3.74634,0.74927
NREM,0.00548,1.1239,6.74341,3.12195,1.24878
NREM,0.00809,0.87415,6.99317,2.74732,0.62439
NREM,0.00736,1.1239,6.49366,3.12195,0.87415
NREM,0.00729,0.99902,6.99317,3.12195,1.1239
NREM,0.00801,0.99902,6.61854,3.24683,0.62439
NREM,0.01339,0.74927,5.86927,2.2478,0.74927
NREM,0.0091,0.74927,6.49366,2.62244,0.62439
NREM,0.00731,0.87415,6.99317,2.99707,0.62439
NREM,0.00803,0.99902,6.86829,2.8722,0.74927
NREM,0.00795,0.87415,6.36878,2.74732,0.74927
NREM,0.00491,0.87415,6.99317,3.24683,0.74927
NREM,0.00436,1.1239,7.11805,3.74634,0.74927
NREM,0.00708,0.87415,7.11805,2.62244,0.74927
NREM,0.00651,1.1239,6.61854,3.24683,0.74927
NREM,0.0105,0.87415,6.74341,2.62244,0.74927
NREM,0.00561,0.99902,6.99317,3.24683,0.62439
NREM,0.0056,0.99902,6.99317,2.99707,0.99902
NREM,0.00574,0.99902,6.61854,2.8722,0.87415
NREM,0.00786,0.87415,6.36878,2.8722,0.74927
NREM,0.00486,1.37366,7.11805,3.62146,0.74927
NREM,0.00457,1.24878,7.24293,3.9961,0.87415
NREM,0.0049,1.1239,7.11805,3.37171,0.62439
NREM,0.01077,0.99902,6.36878,2.49756,0.87415
NREM,0.0035,1.37366,6.99317,3.87122,1.1239
NREM,0.00546,1.1239,7.24293,3.49659,0.87415
NREM,0.007,0.99902,6.61854,3.24683,0.87415
NREM,0.00768,0.87415,6.86829,3.24683,0.74927
NREM,0.0046,1.1239,6.86829,3.74634,0.87415
NREM,0.00837,0.87415,6.11902,2.8722,0.74927
NREM,0.00642,0.87415,7.11805,3.37171,0.74927
NREM,0.00647,1.1239,6.74341,3.12195,0.99902
NREM,0.00562,0.99902,7.24293,2.99707,0.62439
NREM,0.01296,0.37463,7.74244,1.74829,0.37463
NREM,0.00994,0.74927,6.86829,2.2478,0.49951
NREM,0.00829,0.74927,7.11805,2.99707,0.74927
NREM,0.00349,1.37366,7.24293,4.24585,0.74927
NREM,0.00325,1.24878,7.11805,3.74634,0.74927
NREM,0.00527,0.87415,6.99317,3.24683,0.74927
NREM,0.00488,0.87415,6.49366,3.37171,0.62439
NREM,0.00469,0.74927,6.86829,3.12195,0.62439
NREM,0.00454,1.24878,6.86829,3.74634,0.62439
NREM,0.00352,1.37366,6.99317,3.87122,0.74927
NREM,0.00523,1.24878,6.61854,3.74634,0.49951
NREM,0.00439,1.1239,6.61854,3.62146,1.1239
NREM,0.00392,1.24878,6.74341,4.12098,0.99902
NREM,0.00389,1.1239,6.99317,3.49659,0.87415
NREM,0.00273,1.62341,7.24293,4.12098,1.1239
NREM,0.00387,1.1239,7.11805,3.49659,0.62439
NREM,0.00605,0.99902,6.61854,3.24683,0.74927
NREM,0.00375,1.37366,7.11805,3.9961,0.74927
NREM,0.00503,1.1239,6.86829,3.74634,0.74927
NREM,0.0057,1.24878,6.49366,3.24683,0.74927
NREM,0.00393,1.37366,7.11805,3.9961,0.99902
NREM,0.0071,0.87415,7.11805,2.74732,0.74927
NREM,0.00556,1.1239,6.61854,3.37171,0.99902
NREM,0.00529,0.99902,6.86829,3.49659,0.74927
NREM,0.00385,1.24878,6.99317,3.62146,0.87415
NREM,0.00294,1.62341,7.74244,3.74634,0.62439
NREM,0.0035,1.49854,7.3678,4.24585,1.37366
NREM,0.00466,1.24878,6.99317,3.49659,1.1239
NREM,0.0035,1.49854,6.99317,3.62146,0.74927
NREM,0.0044,1.37366,6.86829,3.74634,0.99902
NREM,0.00679,0.99902,6.86829,2.99707,0.99902
NREM,0.00437,0.99902,7.49268,4.12098,0.62439
NREM,0.0037,1.1239,7.74244,3.74634,0.62439
NREM,0.00521,1.1239,6.86829,3.74634,0.74927
NREM,0.00604,1.1239,6.61854,3.12195,0.74927
NREM,0.01019,0.87415,6.74341,2.62244,0.87415
NREM,0.00425,1.24878,6.99317,3.49659,0.62439
NREM,0.0042,1.24878,7.49268,3.74634,0.99902
NREM,0.00921,0.99902,6.49366,2.99707,0.87415
NREM,0.00387,1.1239,7.3678,3.9961,0.62439
NREM,0.00506,1.24878,7.11805,3.87122,0.87415
NREM,0.00741,0.87415,6.36878,2.99707,0.62439
NREM,0.00692,0.87415,7.11805,2.74732,0.74927
NREM,0.00464,1.24878,7.74244,3.74634,0.62439
NREM,0.00896,0.74927,5.99415,2.74732,0.62439
NREM,0.00407,1.24878,6.61854,3.74634,0.74927
NREM,0.00625,0.99902,6.74341,3.24683,0.87415
NREM,0.00494,1.24878,7.3678,3.87122,0.62439
NREM,0.00982,0.74927,6.2439,2.62244,0.74927
NREM,0.00663,1.1239,6.61854,3.62146,0.99902
NREM,0.00629,0.87415,6.49366,3.37171,0.62439
NREM,0.00695,1.1239,5.99415,3.24683,0.74927
NREM,0.00868,0.99902,5.86927,2.8722,0.99902
NREM,0.00552,1.24878,6.2439,3.49659,0.99902
NREM,0.0073,0.99902,6.2439,3.24683,0.62439
NREM,0.00789,1.1239,6.36878,2.99707,0.62439
NREM,0.00647,0.87415,6.61854,3.12195,0.62439
NREM,0.00942,0.99902,5.86927,2.99707,0.74927
NREM,0.00604,1.1239,6.11902,3.49659,0.62439
NREM,0.01017,0.99902,5.99415,2.8722,0.87415
NREM,0.00578,1.1239,6.11902,3.24683,0.99902
NREM,0.0069,1.1239,5.99415,3.37171,0.74927
NREM,0.00812,0.87415,6.11902,2.8722,0.74927
NREM,0.00559,0.99902,6.2439,3.74634,0.99902
NREM,0.00716,0.99902,5.99415,2.74732,1.1239
NREM,0.00539,0.87415,6.61854,2.74732,0.62439
