Sleep_Stage,MeanP_Alpha_O2,MedianF_Alpha_O2,MeanF_Alpha_O2,Spectral Edge_Alpha_O2,PeakF_Alpha_O2
NREM,0.00089,8.61659,14.86049,14.2361,7.86732
NREM,0.00064,9.36585,14.86049,14.36098,8.86634
NREM,0.00064,8.86634,14.73561,14.36098,7.61756
NREM,0.00072,9.99024,14.48585,14.2361,13.73659
NREM,0.0008,8.99122,14.73561,14.2361,9.1161
NREM,0.00088,9.49073,14.73561,14.48585,9.36585
NREM,0.00074,8.74146,14.48585,13.98634,8.11707
NREM,0.00107,11.11415,14.48585,14.36098,13.48683
NREM,0.00083,8.86634,14.73561,14.36098,8.49171
NREM,0.00095,9.24098,14.2361,13.98634,7.61756
NREM,0.00103,9.61561,14.36098,14.2361,9.1161
NREM,0.00071,8.61659,14.2361,13.23707,8.61659
NREM,0.00097,9.36585,14.36098,14.2361,9.24098
NREM,0.00109,9.86537,14.36098,14.2361,13.73659
NREM,0.00103,9.86537,14.2361,14.11122,13.73659
NREM,0.0011,8.74146,14.2361,13.98634,8.49171
NREM,0.00107,9.1161,14.2361,13.98634,7.49268
NREM,0.00094,8.86634,14.2361,13.98634,7.9922
NREM,0.0008,9.49073,14.48585,14.36098,10.24
NREM,0.00118,9.49073,15.60976,14.98537,9.1161
NREM,0.00083,9.49073,14.73561,13.98634,10.24
NREM,0.00082,8.61659,14.48585,13.73659,7.3678
NREM,0.00089,10.36488,14.36098,14.2361,13.73659
NREM,0.00071,8.99122,15.23512,14.61073,9.1161
NREM,0.00108,9.36585,14.48585,14.11122,8.99122
NREM,0.00103,8.61659,14.86049,14.2361,6.61854
NREM,0.0008,9.24098,14.61073,14.2361,7.74244
NREM,0.00089,9.36585,14.73561,14.48585,7.74244
NREM,0.00105,11.48878,13.98634,13.86146,13.48683
NREM,0.00087,9.36585,14.11122,13.73659,7.74244
NREM,0.00081,8.86634,14.48585,14.2361,7.9922
NREM,0.00105,9.36585,14.11122,13.86146,13.48683
NREM,0.00076,9.24098,14.61073,13.73659,9.86537
NREM,0.0011,9.99024,14.2361,14.11122,13.61171
NREM,0.00116,9.61561,13.73659,13.61171,13.23707
NREM,0.00109,9.99024,13.86146,13.61171,13.48683
NREM,0.00115,9.61561,13.98634,13.73659,7.49268
NREM,0.00112,8.86634,13.86146,13.73659,8.11707
NREM,0.00095,9.24098,13.61171,13.48683,13.36195
NREM,0.00083,9.24098,14.36098,14.11122,13.86146
NREM,0.001,8.36683,13.86146,13.48683,7.74244
NREM,0.00098,8.61659,14.11122,13.73659,8.24195
NREM,0.00087,8.11707,13.98634,13.73659,6.49366
NREM,0.00095,8.61659,13.73659,13.48683,6.2439
NREM,0.00085,8.24195,13.86146,13.36195,8.24195
NREM,0.00081,8.99122,14.11122,13.73659,8.61659
NREM,0.00091,8.74146,13.98634,13.73659,8.24195
NREM,0.00082,9.36585,14.11122,13.86146,13.48683
NREM,0.00091,8.11707,14.11122,13.61171,7.24293
NREM,0.00096,9.61561,13.86146,13.73659,13.48683
NREM,0.00098,8.36683,13.98634,13.48683,6.74341
NREM,0.00092,8.61659,13.98634,13.86146,8.61659
NREM,0.00103,9.1161,13.73659,13.48683,13.36195
NREM,0.00084,9.36585,13.73659,13.61171,13.36195
NREM,0.00095,8.61659,13.73659,13.48683,7.74244
NREM,0.00087,9.1161,13.86146,13.73659,13.48683
NREM,0.00076,8.99122,13.86146,13.61171,13.61171
NREM,0.00102,7.86732,13.86146,13.48683,7.86732
NREM,0.00063,8.61659,13.86146,13.48683,6.49366
NREM,0.00079,8.36683,13.86146,13.48683,8.49171
NREM,0.00092,7.9922,13.61171,13.48683,6.36878
NREM,0.00282,13.36195,22.22829,22.60293,13.73659
NREM,0.00011,13.61171,22.7278,23.60195,9.61561
NREM,0.00012,13.36195,21.6039,22.22829,8.86634
NREM,0.00011,13.61171,22.22829,22.85268,16.10927
NREM,0.00013,12.23805,21.6039,21.72878,8.99122
NREM,0.00012,12.98732,20.48,20.85463,7.9922
NREM,0.00012,11.73854,20.60488,20.60488,10.98927
NREM,8.56E-05,10.36488,18.2322,17.85756,11.48878
NREM,8.34E-05,9.49073,16.35902,15.23512,5.49463
NREM,0.00011,10.36488,15.85951,15.11024,12.61268
NREM,8.38E-05,8.99122,15.60976,14.48585,5.99415
NREM,8.97E-05,9.49073,16.10927,15.48488,12.36293
NREM,0.0001,8.99122,14.86049,13.98634,5.12
NREM,0.0001,8.74146,14.73561,13.86146,6.49366
NREM,0.00011,10.24,14.2361,13.73659,13.23707
NREM,0.00012,8.74146,14.2361,13.73659,5.74439
NREM,0.00012,9.24098,14.36098,13.61171,12.61268
NREM,0.00012,9.99024,14.2361,13.73659,12.23805
NREM,0.00016,11.23902,13.36195,13.23707,12.73756
NREM,0.00012,9.86537,14.86049,14.36098,10.11512
NREM,0.00011,8.74146,14.36098,13.86146,5.61951
NREM,0.00013,8.61659,13.98634,13.61171,6.11902
NREM,0.00013,8.49171,13.73659,13.36195,4.99512
NREM,0.00013,9.49073,13.73659,13.36195,12.98732
NREM,0.00012,9.36585,13.61171,13.23707,12.4878
NREM,0.00014,9.49073,13.61171,13.36195,12.4878
NREM,0.00013,9.49073,13.98634,13.48683,12.36293
NREM,0.00012,8.24195,13.61171,12.98732,9.24098
NREM,0.00016,10.11512,13.23707,12.98732,12.86244
NREM,0.00014,9.86537,13.36195,13.1122,12.4878
NREM,0.00013,7.9922,13.48683,12.98732,4.99512
NREM,0.0001,9.1161,14.11122,13.48683,11.11415
NREM,0.00011,7.9922,14.11122,13.48683,6.2439
NREM,0.00014,9.36585,13.61171,13.23707,12.98732
NREM,0.00011,8.36683,13.48683,12.98732,5.61951
NREM,0.0001,8.24195,13.98634,13.36195,6.2439
NREM,0.00013,9.36585,13.36195,12.98732,12.11317
NREM,0.00012,9.24098,13.48683,13.23707,12.61268
NREM,0.0001,7.61756,13.86146,13.1122,7.3678
NREM,0.00013,9.36585,13.48683,13.1122,12.61268
NREM,0.00011,8.24195,13.73659,13.23707,5.74439
NREM,0.00011,8.86634,13.61171,13.23707,4.87024
NREM,0.00012,9.24098,13.48683,13.1122,12.73756
NREM,9.57E-05,7.74244,13.61171,12.86244,7.24293
NREM,0.00013,9.24098,13.23707,12.98732,12.11317
NREM,0.0001,8.24195,13.48683,12.86244,5.99415
NREM,0.00011,9.1161,13.36195,13.1122,12.61268
NREM,0.0001,9.24098,13.48683,13.1122,12.36293
NREM,0.00012,7.86732,13.1122,12.61268,4.62049
NREM,9.77E-05,8.11707,13.73659,13.1122,5.86927
NREM,0.00011,8.49171,13.36195,13.1122,12.11317
NREM,0.00011,7.86732,13.61171,12.98732,12.4878
NREM,0.00011,8.36683,13.61171,13.1122,5.36976
NREM,9.42E-05,8.24195,13.61171,12.86244,5.36976
NREM,9.87E-05,7.3678,14.11122,13.1122,7.9922
NREM,9.72E-05,8.24195,13.36195,12.86244,12.36293
NREM,0.00014,9.36585,13.1122,12.73756,12.23805
NREM,0.00013,9.86537,12.98732,12.73756,12.23805
NREM,0.00011,8.74146,13.36195,12.86244,11.86341
NREM,0.00012,8.99122,13.23707,12.98732,12.23805
NREM,0.0001,7.74244,13.36195,12.86244,5.86927
NREM,8.68E-05,7.86732,14.11122,13.23707,5.12
NREM,9.34E-05,8.11707,14.2361,13.23707,5.12
NREM,9.39E-05,7.49268,14.36098,13.1122,5.12
NREM,0.00011,8.61659,13.61171,13.1122,7.61756
NREM,8.87E-05,7.74244,14.2361,13.23707,6.99317
NREM,9.21E-05,8.11707,14.2361,13.23707,5.12
NREM,0.00012,8.86634,13.86146,13.48683,12.86244
NREM,0.00013,8.61659,13.48683,13.23707,12.61268
NREM,0.00014,9.99024,13.1122,12.73756,12.36293
NREM,9.36E-05,7.86732,13.86146,12.98732,7.3678
NREM,0.00011,8.24195,14.2361,13.48683,5.61951
NREM,0.00011,7.74244,13.73659,13.1122,6.61854
NREM,8.05E-05,7.61756,14.36098,13.61171,6.36878
NREM,0.00012,8.99122,13.98634,13.48683,5.49463
NREM,0.00011,7.9922,13.86146,13.1122,5.61951
NREM,0.00012,8.61659,13.61171,13.1122,12.4878
NREM,0.00011,9.36585,13.36195,13.1122,12.86244
NREM,9.27E-05,7.11805,14.2361,12.86244,4.87024
NREM,0.00011,8.61659,13.73659,13.23707,7.86732
NREM,0.00011,7.61756,13.73659,12.98732,5.49463
NREM,0.0001,8.74146,13.86146,13.36195,12.11317
NREM,0.0001,7.86732,13.86146,12.98732,6.49366
NREM,9.72E-05,8.11707,13.86146,13.1122,7.74244
NREM,0.00011,8.11707,13.48683,12.86244,12.36293
NREM,0.0001,8.99122,13.36195,12.98732,12.36293
NREM,0.00012,8.86634,13.1122,12.61268,12.23805
NREM,8.51E-05,7.74244,13.98634,12.98732,5.24488
NREM,9.63E-05,7.74244,13.61171,12.98732,5.86927
NREM,9.06E-05,7.61756,14.11122,13.23707,5.74439
NREM,0.00011,8.61659,13.48683,12.86244,12.4878
NREM,8.66E-05,7.86732,14.2361,13.1122,5.61951
NREM,0.0001,8.49171,13.61171,13.1122,12.36293
NREM,8.55E-05,8.49171,14.11122,13.36195,6.2439
NREM,0.00013,8.74146,14.73561,13.23707,8.61659
NREM,0.00011,7.86732,14.73561,13.61171,4.62049
NREM,0.00011,8.74146,14.11122,13.23707,6.74341
NREM,0.00011,8.86634,15.73463,14.61073,5.12
NREM,0.0001,8.49171,15.36,14.11122,9.49073
NREM,0.00013,10.86439,14.36098,13.86146,12.73756
NREM,8.46E-05,8.11707,16.73366,14.98537,5.86927
NREM,0.0001,8.61659,16.23415,15.36,8.36683
NREM,0.00011,9.86537,15.36,14.48585,5.49463
NREM,0.00014,10.11512,14.73561,13.98634,12.61268
NREM,0.00012,9.99024,14.2361,13.48683,12.23805
NREM,0.00011,9.36585,15.73463,14.61073,11.98829
NREM,0.00011,8.74146,15.48488,14.48585,5.86927
NREM,0.00011,8.99122,14.48585,13.73659,12.73756
NREM,8.65E-05,8.36683,15.48488,14.48585,6.36878
NREM,0.00011,9.24098,14.61073,13.73659,12.4878
NREM,0.00011,7.9922,15.60976,14.48585,6.61854
NREM,9.94E-05,9.49073,14.73561,14.11122,5.24488
NREM,0.00011,9.86537,14.36098,13.73659,12.36293
NREM,0.00012,9.61561,14.2361,13.48683,11.98829
NREM,0.00011,9.49073,14.48585,13.48683,12.23805
NREM,7.87E-05,8.24195,15.98439,14.73561,5.12
NREM,0.00011,8.74146,14.11122,13.61171,12.36293
NREM,9.62E-05,7.86732,14.98537,14.2361,5.99415
NREM,0.0001,8.11707,15.11024,14.11122,5.36976
NREM,9.9E-05,7.9922,15.23512,14.11122,10.11512
NREM,9.99E-05,8.74146,15.11024,14.11122,5.12
NREM,0.00011,8.61659,14.36098,13.48683,12.23805
NREM,8.53E-05,7.49268,15.98439,14.73561,7.3678
NREM,0.0001,7.74244,14.48585,13.48683,5.99415
NREM,9.7E-05,8.24195,14.2361,13.61171,5.86927
NREM,0.00011,8.74146,14.11122,13.48683,11.86341
NREM,0.00011,8.11707,13.36195,12.98732,6.61854
NREM,9.39E-05,8.24195,13.23707,12.73756,7.49268
NREM,0.00011,7.86732,13.48683,12.98732,12.23805
NREM,9.86E-05,8.61659,13.73659,13.23707,7.74244
NREM,7.98E-05,7.61756,13.48683,12.61268,5.61951
NREM,8.1E-05,7.61756,14.11122,12.86244,5.74439
NREM,9.22E-05,8.99122,13.61171,13.23707,11.86341
NREM,0.0001,8.11707,13.61171,13.1122,6.11902
NREM,0.00011,7.9922,13.36195,12.98732,12.73756
NREM,9.85E-05,8.49171,15.60976,14.2361,7.11805
NREM,0.00011,9.86537,18.60683,17.73268,8.49171
NREM,0.00032,11.73854,21.6039,21.97854,10.86439
NREM,0.0002,11.11415,21.10439,20.97951,9.86537
NREM,0.00011,10.61463,18.85659,18.35707,11.48878
NREM,0.00013,10.86439,17.6078,16.98341,11.11415
NREM,0.00011,10.36488,16.98341,16.35902,10.86439
NREM,0.00011,9.24098,17.35805,16.35902,9.36585
NREM,0.00012,10.36488,17.23317,16.73366,9.74049
NREM,0.0001,10.11512,16.85854,16.10927,11.48878
NREM,0.00012,10.11512,15.98439,15.36,9.74049
NREM,0.00011,9.86537,16.73366,16.10927,10.48976
NREM,0.00017,9.86537,17.10829,16.4839,9.86537
NREM,0.00012,10.11512,16.85854,16.23415,10.48976
NREM,0.00018,10.98927,19.10634,18.85659,9.49073
NREM,0.00022,12.73756,20.60488,20.85463,13.23707
NREM,8.18E-05,10.86439,17.98244,17.10829,12.4878
NREM,9.11E-05,9.86537,14.61073,13.98634,12.86244
NREM,0.0001,9.49073,14.48585,13.98634,9.61561
NREM,0.00011,10.48976,14.2361,13.73659,12.61268
NREM,9.26E-05,9.49073,15.73463,14.61073,9.86537
NREM,0.00012,11.73854,13.98634,13.61171,12.61268
NREM,0.00012,9.99024,13.98634,13.36195,12.61268
NREM,0.00011,9.49073,13.98634,13.48683,12.73756
NREM,0.00013,10.86439,13.23707,12.98732,12.36293
NREM,0.00013,9.99024,13.23707,12.98732,12.36293
NREM,0.00014,10.86439,13.23707,13.1122,12.61268
NREM,0.00012,9.86537,13.36195,13.1122,11.86341
NREM,0.00011,8.99122,13.36195,13.1122,12.73756
NREM,0.0001,8.86634,13.73659,13.23707,12.61268
NREM,9.3E-05,8.99122,13.86146,13.48683,9.49073
NREM,9.19E-05,8.86634,13.48683,12.98732,12.73756
NREM,8.41E-05,8.24195,14.48585,13.23707,7.3678
NREM,7.34E-05,8.86634,15.11024,13.73659,9.61561
NREM,0.00011,10.11512,13.48683,13.23707,12.4878
NREM,0.00012,9.99024,13.36195,13.23707,12.61268
NREM,0.00014,11.3639,12.86244,12.73756,12.4878
NREM,0.00012,10.11512,13.48683,13.1122,12.61268
NREM,0.00011,8.86634,13.73659,13.23707,11.98829
NREM,9.4E-05,8.99122,13.61171,13.36195,8.11707
NREM,9.71E-05,9.61561,13.73659,13.36195,11.86341
NREM,9.4E-05,7.74244,13.98634,13.36195,5.61951
NREM,0.00013,8.99122,13.36195,12.98732,6.74341
NREM,9.71E-05,8.99122,13.73659,12.98732,12.23805
NREM,8.66E-05,8.74146,14.2361,13.73659,12.86244
NREM,8.95E-05,8.11707,13.61171,12.86244,8.36683
NREM,0.00011,8.74146,13.48683,13.1122,12.73756
NREM,8.58E-05,8.24195,13.73659,13.23707,12.23805
NREM,9.62E-05,8.99122,13.48683,13.23707,12.86244
NREM,7.71E-05,7.74244,14.2361,13.1122,7.74244
NREM,9.37E-05,8.49171,13.61171,13.1122,5.36976
NREM,0.0001,9.1161,17.35805,15.98439,10.48976
NREM,0.0001,8.36683,14.73561,13.73659,7.61756
NREM,0.00011,9.24098,14.2361,13.73659,12.98732
NREM,9.7E-05,9.1161,15.36,14.36098,9.49073
NREM,8.87E-05,9.36585,14.86049,13.98634,5.49463
NREM,9.48E-05,9.74049,14.86049,13.98634,12.36293
NREM,0.0001,8.99122,15.60976,13.98634,4.87024
NREM,8.38E-05,8.74146,16.60878,15.48488,8.49171
NREM,0.00015,11.61366,13.86146,13.48683,12.86244
NREM,0.00012,10.61463,13.61171,12.98732,12.4878
NREM,0.00011,10.11512,13.86146,13.36195,12.61268
NREM,0.00011,9.86537,13.36195,12.98732,12.11317
NREM,0.0001,9.1161,13.86146,13.23707,5.99415
NREM,0.00011,9.74049,13.86146,13.36195,12.23805
NREM,0.0001,9.49073,13.36195,13.1122,12.61268
NREM,0.00011,8.74146,13.61171,13.23707,12.23805
NREM,8.56E-05,9.24098,13.73659,13.1122,12.86244
NREM,0.00011,8.99122,13.23707,12.86244,8.24195
NREM,9.08E-05,8.86634,13.86146,13.1122,7.49268
NREM,0.00039,10.86439,20.85463,20.48,9.24098
NREM,0.00015,9.24098,17.6078,17.10829,7.74244
NREM,0.00013,9.36585,16.98341,15.85951,9.61561
NREM,0.00012,10.48976,18.73171,18.2322,10.48976
NREM,0.00013,10.36488,17.35805,16.98341,9.24098
NREM,0.00012,10.48976,18.10732,17.35805,10.36488
NREM,0.00013,10.36488,17.73268,17.23317,10.98927
NREM,0.00013,10.24,16.35902,15.85951,10.24
NREM,0.00012,10.36488,18.2322,17.6078,8.99122
NREM,0.00011,10.11512,17.85756,17.35805,9.86537
NREM,0.00011,10.11512,16.73366,16.23415,9.86537
NREM,8.82E-05,10.48976,16.73366,16.23415,11.86341
NREM,8.78E-05,10.36488,16.23415,15.60976,9.36585
NREM,9.73E-05,10.36488,16.60878,15.98439,9.1161
NREM,0.00013,10.11512,16.73366,15.98439,8.86634
NREM,0.00011,10.73951,17.98244,17.6078,8.86634
NREM,0.00013,10.86439,15.73463,15.36,11.3639
NREM,8.45E-05,10.61463,17.48293,16.85854,7.3678
NREM,0.00011,10.61463,15.98439,15.60976,8.86634
NREM,8.98E-05,10.48976,16.35902,15.85951,12.4878
NREM,0.00013,10.11512,15.98439,15.48488,6.61854
NREM,0.00011,10.24,16.23415,15.73463,10.48976
NREM,0.0001,10.73951,18.48195,18.10732,10.48976
NREM,7.78E-05,10.11512,16.4839,15.48488,13.1122
NREM,0.00011,11.11415,14.61073,14.2361,13.36195
NREM,9.76E-05,10.61463,14.48585,13.98634,12.61268
NREM,0.00012,10.36488,15.23512,14.48585,11.48878
REM,0.00012,9.86537,15.23512,14.86049,7.49268
REM,7.88E-05,8.61659,15.11024,14.61073,7.49268
REM,9.82E-05,8.61659,14.48585,13.48683,12.36293
REM,9.69E-05,10.11512,14.86049,14.36098,12.23805
REM,7.16E-05,8.86634,14.86049,14.2361,6.99317
REM,8.58E-05,8.61659,14.61073,13.98634,7.49268
REM,0.0001,9.24098,14.2361,13.61171,12.4878
REM,8.39E-05,9.24098,14.61073,13.61171,7.3678
REM,6.11E-05,8.74146,14.86049,14.36098,7.3678
REM,7.61E-05,10.98927,14.73561,14.2361,12.4878
REM,7.19E-05,8.61659,14.98537,14.11122,7.3678
REM,5.48E-05,8.86634,15.23512,14.61073,7.49268
REM,7.38E-05,10.86439,14.61073,14.36098,12.36293
REM,6.04E-05,8.74146,15.23512,14.2361,8.11707
REM,5.03E-05,8.49171,15.98439,14.86049,7.3678
REM,8.27E-05,11.61366,14.36098,13.86146,12.36293
REM,5.21E-05,9.49073,15.85951,14.73561,7.24293
REM,0.0001,11.73854,14.48585,14.2361,12.11317
REM,5.44E-05,8.99122,15.48488,14.61073,9.24098
REM,6.76E-05,8.61659,14.98537,13.98634,7.3678
REM,5.24E-05,9.49073,15.73463,14.86049,10.24
REM,0.00012,8.61659,15.11024,14.36098,8.49171
REM,6.82E-05,8.86634,15.11024,14.36098,9.24098
REM,6.82E-05,8.61659,14.61073,13.61171,8.61659
REM,5.72E-05,8.49171,15.11024,13.98634,6.99317
REM,5.51E-05,8.49171,15.23512,14.2361,7.11805
REM,5.52E-05,8.49171,15.48488,14.11122,8.49171
REM,8.68E-05,8.61659,14.11122,13.23707,8.49171
REM,4.55E-05,8.86634,15.60976,14.73561,8.49171
REM,4.96E-05,8.99122,15.85951,14.86049,8.11707
REM,6.63E-05,12.11317,15.11024,14.86049,12.73756
REM,0.00012,8.36683,13.48683,12.98732,8.36683
REM,6.27E-05,9.24098,14.61073,13.86146,6.99317
REM,6.36E-05,9.24098,14.98537,14.2361,6.99317
REM,6.37E-05,8.61659,15.48488,14.61073,8.49171
REM,6.03E-05,8.61659,16.35902,15.23512,8.36683
REM,5.58E-05,10.24,15.11024,14.61073,12.73756
REM,4.89E-05,9.61561,15.85951,14.86049,7.86732
REM,4.72E-05,9.24098,15.60976,14.86049,6.74341
REM,5.04E-05,9.36585,15.48488,14.73561,6.99317
REM,6.37E-05,9.61561,15.60976,14.86049,12.73756
REM,4.33E-05,9.24098,16.4839,15.48488,6.99317
REM,5.31E-05,8.49171,15.60976,14.98537,7.11805
REM,6.71E-05,11.23902,14.86049,14.36098,12.11317
REM,4.77E-05,8.49171,15.60976,14.48585,6.86829
REM,4.94E-05,8.99122,15.73463,14.61073,6.99317
REM,4.72E-05,8.86634,15.85951,14.86049,6.99317
REM,5.07E-05,8.86634,15.85951,14.73561,6.86829
REM,4.49E-05,9.1161,15.85951,14.98537,7.11805
REM,6.3E-05,10.48976,14.73561,14.11122,12.73756
REM,7.02E-05,8.86634,14.36098,13.36195,9.36585
REM,5.59E-05,8.49171,14.98537,13.98634,8.49171
REM,4.8E-05,8.74146,16.23415,15.23512,7.9922
REM,0.00017,11.86341,19.98049,20.10537,13.23707
REM,9.69E-05,8.86634,14.86049,13.61171,8.99122
REM,6.36E-05,9.36585,15.23512,14.73561,12.4878
REM,5.73E-05,8.49171,15.36,14.2361,6.49366
REM,5.58E-05,9.86537,15.60976,14.61073,12.23805
REM,5.15E-05,9.61561,15.11024,14.2361,7.11805
REM,5.93E-05,9.74049,15.23512,14.36098,7.3678
REM,5.83E-05,8.74146,15.11024,14.36098,7.49268
REM,4.87E-05,9.1161,16.10927,15.23512,6.74341
REM,0.00119,13.73659,22.47805,23.47707,8.86634
REM,0.0002,9.61561,19.48098,19.10634,7.61756
REM,0.00012,9.61561,18.85659,18.2322,8.36683
REM,0.00016,8.74146,16.35902,15.48488,7.9922
REM,0.00013,8.61659,17.98244,17.23317,8.36683
REM,9.33E-05,8.49171,15.98439,15.11024,7.3678
REM,0.0001,9.36585,17.10829,16.23415,6.61854
REM,8.53E-05,8.74146,16.35902,15.23512,6.86829
NREM,9.1E-05,8.99122,15.60976,14.86049,7.74244
NREM,7.75E-05,9.49073,17.73268,16.98341,6.61854
NREM,9.44E-05,9.61561,17.73268,17.23317,8.11707
NREM,8.43E-05,9.36585,17.23317,16.4839,7.9922
NREM,7.13E-05,9.86537,17.23317,16.4839,7.74244
NREM,6.98E-05,10.24,15.98439,15.48488,7.61756
NREM,7.82E-05,10.11512,15.98439,15.36,6.74341
NREM,7.1E-05,10.11512,16.35902,15.48488,6.74341
NREM,9.05E-05,9.61561,15.60976,14.73561,12.4878
NREM,8.5E-05,9.1161,15.23512,14.2361,7.61756
NREM,9.13E-05,10.36488,14.86049,14.36098,13.1122
NREM,7.29E-05,9.24098,15.36,14.48585,9.36585
NREM,8.37E-05,9.49073,14.73561,13.98634,9.61561
NREM,0.00011,11.11415,14.36098,13.98634,12.86244
NREM,8.21E-05,9.99024,14.86049,14.36098,13.36195
NREM,9.13E-05,9.49073,15.11024,14.36098,6.61854
NREM,7.76E-05,8.74146,15.48488,14.86049,7.49268
NREM,9.37E-05,9.86537,16.85854,15.98439,11.73854
NREM,7.75E-05,9.49073,15.60976,14.73561,6.36878
NREM,9.57E-05,10.98927,14.2361,13.73659,12.61268
NREM,0.0001,9.99024,14.36098,13.98634,12.73756
NREM,6.74E-05,8.74146,15.60976,14.61073,6.61854
NREM,9.28E-05,9.86537,14.48585,14.2361,13.61171
NREM,9.78E-05,10.98927,14.2361,13.73659,12.86244
NREM,0.00011,9.61561,13.86146,13.48683,12.23805
NREM,0.0001,10.48976,14.36098,13.86146,6.74341
NREM,0.00014,10.86439,13.98634,13.48683,12.73756
NREM,7.39E-05,7.86732,15.11024,14.11122,6.61854
NREM,0.00014,10.11512,13.98634,13.73659,13.1122
NREM,8.29E-05,8.74146,14.86049,14.2361,6.86829
NREM,0.00011,10.86439,14.2361,14.11122,13.36195
NREM,0.00013,10.36488,13.48683,13.23707,12.73756
NREM,0.00015,11.23902,13.36195,13.1122,12.4878
NREM,7.99E-05,8.49171,15.36,14.36098,7.9922
NREM,8.35E-05,9.24098,14.98537,14.36098,6.86829
NREM,0.00013,10.11512,13.98634,13.61171,13.1122
NREM,7.33E-05,9.24098,15.36,14.61073,9.49073
NREM,8.91E-05,9.86537,15.98439,14.98537,10.48976
NREM,0.00012,9.86537,17.35805,15.98439,9.86537
NREM,0.00015,10.48976,16.4839,15.36,6.86829
NREM,0.0001,10.86439,17.73268,16.35902,11.48878
NREM,0.00011,10.24,19.3561,17.6078,10.36488
NREM,0.00012,9.86537,18.48195,17.85756,6.74341
NREM,0.00013,10.61463,17.10829,15.98439,10.98927
NREM,0.00012,10.24,18.85659,17.98244,10.11512
NREM,0.00015,11.3639,16.98341,16.4839,12.61268
NREM,0.00014,9.86537,17.6078,15.73463,9.86537
NREM,0.00014,9.86537,16.73366,15.60976,8.24195
NREM,0.00015,10.61463,16.60878,15.73463,12.23805
NREM,0.00018,10.61463,15.36,14.36098,6.86829
NREM,0.00012,9.74049,17.98244,17.48293,12.86244
NREM,0.00012,9.74049,17.73268,17.23317,6.74341
NREM,0.00014,9.61561,17.73268,16.98341,6.61854
NREM,0.00018,10.61463,15.73463,14.98537,12.86244
NREM,0.00013,9.36585,18.48195,17.6078,9.99024
NREM,0.00013,9.24098,18.35707,17.48293,9.99024
NREM,0.00014,9.86537,17.98244,16.73366,9.24098
NREM,0.00013,9.61561,17.6078,16.60878,9.36585
NREM,8.64E-05,8.49171,14.61073,13.98634,6.49366
NREM,0.00023,11.48878,18.73171,18.2322,12.11317
NREM,0.00012,9.49073,15.85951,14.98537,8.99122
NREM,0.00012,9.74049,15.48488,14.61073,8.86634
NREM,0.00011,10.48976,14.61073,14.11122,12.98732
NREM,0.00011,10.61463,14.36098,13.98634,13.23707
NREM,9.36E-05,9.49073,15.11024,14.2361,6.86829
NREM,0.0001,9.1161,14.61073,13.86146,6.74341
NREM,0.00011,9.74049,14.73561,13.98634,6.74341
NREM,0.00012,10.24,13.86146,13.48683,12.61268
NREM,0.0001,8.86634,14.61073,13.73659,13.1122
NREM,0.0001,8.74146,14.61073,13.86146,6.74341
NREM,8.09E-05,8.49171,14.98537,14.2361,7.86732
NREM,0.00014,10.11512,13.86146,13.48683,12.98732
NREM,9.15E-05,8.24195,14.73561,13.61171,6.74341
NREM,9.39E-05,9.74049,14.61073,13.98634,10.36488
NREM,0.00011,10.11512,14.2361,13.61171,12.86244
NREM,0.00012,9.24098,13.98634,13.61171,12.98732
NREM,0.00012,10.36488,13.86146,13.48683,12.61268
NREM,9.31E-05,8.49171,14.61073,13.73659,7.11805
NREM,0.0001,8.36683,14.73561,13.98634,8.36683
NREM,0.00014,10.48976,13.23707,13.1122,12.73756
NREM,8.78E-05,8.99122,14.73561,13.98634,6.74341
NREM,9.23E-05,7.74244,14.73561,13.61171,6.86829
NREM,0.00011,9.99024,14.11122,13.61171,12.23805
NREM,0.00011,9.1161,14.2361,13.61171,7.74244
NREM,0.00011,10.11512,13.73659,13.48683,6.86829
NREM,9.77E-05,8.99122,13.98634,13.48683,6.99317
NREM,9.76E-05,8.11707,14.48585,13.36195,6.74341
NREM,9.14E-05,8.74146,14.61073,13.98634,6.86829
NREM,0.00012,9.74049,13.73659,13.48683,12.4878
NREM,0.00011,9.36585,13.86146,13.23707,6.86829
NREM,0.00012,10.24,13.61171,13.23707,11.86341
NREM,9.19E-05,8.24195,14.36098,13.73659,7.86732
NREM,0.0001,9.36585,14.2361,13.73659,4.62049
NREM,9.56E-05,8.36683,14.2361,13.61171,6.86829
NREM,8.61E-05,9.1161,14.61073,13.73659,6.86829
NREM,9.54E-05,7.86732,14.61073,13.86146,6.86829
NREM,0.0001,9.49073,14.2361,13.61171,12.73756
NREM,8.52E-05,7.9922,14.36098,13.36195,6.86829
NREM,0.0001,8.99122,14.11122,13.61171,6.99317
NREM,0.0001,8.74146,13.86146,13.61171,6.74341
NREM,0.0001,8.24195,14.36098,13.48683,5.74439
NREM,0.00013,10.98927,20.48,20.23024,11.23902
NREM,0.00011,11.23902,19.85561,19.73073,12.23805
NREM,7.93E-05,10.24,17.85756,16.98341,8.61659
NREM,8.56E-05,9.99024,17.6078,17.10829,9.36585
NREM,7.35E-05,9.99024,18.2322,17.48293,9.86537
NREM,0.0001,10.48976,16.73366,16.10927,12.11317
NREM,8.83E-05,10.11512,16.85854,16.10927,7.9922
