Sleep_Stage,MeanP_Theta_C4,MedianF_Theta_C4,MeanF_Theta_C4,Spectral Edge_Theta_C4,PeakF_Theta_C4
NREM,0.00304,6.49366,10.36488,9.36585,6.36878
NREM,0.00287,6.74341,10.61463,9.36585,7.74244
NREM,0.00237,6.36878,9.99024,8.99122,7.11805
NREM,0.00228,6.61854,11.73854,10.11512,4.74537
NREM,0.00334,6.36878,10.61463,9.49073,8.36683
NREM,0.00311,6.86829,9.86537,8.74146,7.61756
NREM,0.00222,6.86829,10.36488,9.49073,7.24293
NREM,0.00266,5.61951,10.11512,9.1161,5.61951
NREM,0.00226,5.99415,10.98927,9.36585,5.12
NREM,0.00214,6.49366,10.73951,9.86537,4.24585
NREM,0.00403,6.49366,9.74049,8.86634,7.24293
NREM,0.00218,6.36878,10.98927,9.49073,6.2439
NREM,0.00244,5.99415,10.73951,9.24098,4.87024
NREM,0.00247,6.49366,10.11512,8.99122,7.11805
NREM,0.00244,6.2439,10.86439,9.49073,4.12098
NREM,0.00238,6.49366,10.24,9.24098,7.9922
NREM,0.00182,6.86829,10.86439,9.86537,8.36683
NREM,0.00233,6.11902,9.86537,8.86634,6.2439
NREM,0.00388,6.11902,9.99024,8.99122,6.99317
NREM,0.00225,6.74341,10.36488,9.49073,6.2439
NREM,0.00204,6.74341,10.11512,8.99122,6.99317
NREM,0.00178,6.36878,10.86439,9.49073,7.74244
NREM,0.00292,6.74341,9.99024,8.86634,4.62049
NREM,0.00438,6.61854,9.49073,8.49171,6.99317
NREM,0.00255,6.61854,10.36488,9.24098,7.74244
NREM,0.00409,6.61854,10.11512,9.24098,7.3678
NREM,0.00175,5.99415,10.36488,9.36585,5.86927
NREM,0.0021,6.74341,12.11317,9.74049,7.61756
NREM,0.00293,6.61854,10.11512,9.24098,6.74341
NREM,0.00177,5.99415,9.99024,9.36585,5.86927
NREM,0.00187,6.74341,12.11317,9.86537,8.24195
NREM,0.00286,5.74439,10.98927,9.61561,4.74537
NREM,0.0027,6.36878,10.61463,9.49073,8.24195
NREM,0.00278,6.61854,10.48976,9.74049,6.49366
NREM,0.00237,6.99317,10.86439,9.49073,8.99122
NREM,0.00298,5.61951,10.11512,9.24098,4.87024
NREM,0.00237,6.61854,10.11512,9.24098,6.86829
NREM,0.00263,6.74341,10.24,9.49073,8.24195
NREM,0.00265,7.11805,10.73951,9.86537,8.74146
NREM,0.00378,6.2439,9.86537,9.1161,8.11707
NREM,0.00284,6.11902,9.99024,8.86634,6.2439
NREM,0.00291,7.24293,10.24,9.24098,7.74244
NREM,0.00282,6.99317,10.36488,9.36585,7.74244
NREM,0.00321,6.2439,9.86537,8.99122,5.74439
NREM,0.00249,6.61854,10.24,9.24098,7.24293
NREM,0.00342,6.2439,9.74049,9.1161,7.3678
NREM,0.00389,6.86829,9.86537,9.24098,7.86732
NREM,0.00333,6.99317,9.99024,9.49073,8.11707
NREM,0.00358,6.61854,9.74049,9.36585,8.36683
NREM,0.00305,6.74341,9.99024,9.24098,4.62049
NREM,0.00303,5.99415,9.61561,8.99122,4.87024
NREM,0.0043,7.11805,9.49073,9.1161,7.9922
NREM,0.00417,6.74341,9.61561,9.24098,7.9922
NREM,0.00349,6.49366,9.74049,9.24098,9.1161
NREM,0.00325,6.11902,9.49073,8.86634,6.2439
NREM,0.00448,6.2439,10.11512,8.86634,8.49171
NREM,0.0035,6.49366,9.86537,9.24098,6.36878
NREM,0.00308,5.86927,9.74049,9.24098,8.86634
NREM,0.00331,5.86927,9.61561,8.86634,4.74537
NREM,0.00383,5.36976,9.74049,8.86634,3.49659
NREM,0.00342,5.86927,9.49073,8.99122,7.61756
NREM,0.00328,6.49366,9.74049,9.1161,6.49366
NREM,0.00385,5.61951,9.61561,9.1161,4.12098
NREM,0.00318,7.11805,9.86537,9.24098,7.86732
NREM,0.0034,6.11902,9.74049,9.24098,4.87024
NREM,0.00351,6.49366,9.74049,9.24098,9.1161
NREM,0.00342,5.99415,9.61561,8.99122,3.87122
NREM,0.00376,5.61951,9.61561,9.24098,4.12098
NREM,0.00395,6.2439,9.24098,8.49171,6.36878
NREM,0.0034,6.36878,9.36585,8.61659,7.74244
NREM,0.00429,7.11805,9.49073,9.1161,8.24195
NREM,0.00431,6.11902,9.36585,8.49171,5.74439
NREM,0.00467,6.49366,9.36585,8.61659,5.36976
NREM,0.00221,6.11902,9.61561,8.74146,7.9922
NREM,0.0024,7.11805,9.74049,9.1161,7.86732
NREM,0.00444,6.86829,9.61561,8.86634,7.11805
NREM,0.00254,6.49366,9.99024,9.24098,7.3678
NREM,0.00434,6.36878,9.74049,8.99122,8.74146
NREM,0.00347,6.61854,9.36585,8.61659,7.11805
NREM,0.00285,6.61854,9.74049,8.99122,4.62049
NREM,0.00372,6.49366,10.11512,9.1161,6.36878
NREM,0.00325,6.74341,9.49073,8.99122,6.86829
NREM,0.00338,6.74341,9.99024,8.86634,6.86829
NREM,0.00283,6.86829,9.86537,9.1161,7.74244
NREM,0.00342,6.36878,10.61463,9.36585,6.36878
NREM,0.00124,7.61756,10.86439,9.99024,7.74244
NREM,0.00136,6.11902,10.61463,9.36585,4.74537
NREM,0.00244,6.74341,10.48976,9.61561,7.74244
NREM,0.00284,5.86927,9.86537,8.99122,6.36878
NREM,0.00266,6.2439,10.36488,9.24098,6.49366
NREM,0.00261,5.74439,10.11512,8.99122,4.74537
NREM,0.00333,6.2439,10.48976,8.86634,7.86732
NREM,0.00255,6.36878,10.98927,9.36585,6.2439
NREM,0.00296,6.49366,9.74049,8.86634,7.61756
NREM,0.0024,6.86829,10.86439,9.49073,7.86732
NREM,0.00324,6.86829,10.86439,9.36585,7.9922
NREM,0.00384,6.49366,9.86537,8.86634,6.49366
NREM,0.00206,6.86829,10.11512,9.1161,7.86732
NREM,0.00212,5.61951,10.48976,9.61561,3.62146
NREM,0.00277,5.99415,9.86537,8.86634,6.99317
NREM,0.00277,5.86927,10.48976,9.36585,4.12098
NREM,0.00268,6.49366,10.11512,9.36585,7.9922
NREM,0.00305,6.49366,9.99024,9.1161,4.24585
NREM,0.00282,5.74439,9.86537,8.61659,7.11805
NREM,0.00238,7.11805,10.86439,9.86537,7.3678
NREM,0.00348,6.99317,10.11512,9.1161,7.24293
NREM,0.00185,6.49366,10.98927,9.86537,6.49366
NREM,0.00338,5.86927,9.99024,8.86634,6.2439
NREM,0.00343,5.86927,10.24,9.24098,5.74439
NREM,0.00162,6.74341,10.98927,9.74049,4.62049
NREM,0.003,6.61854,10.86439,9.49073,8.11707
NREM,0.00352,6.86829,10.11512,9.24098,8.61659
NREM,0.00347,6.49366,9.86537,8.99122,7.11805
NREM,0.00243,6.49366,10.36488,9.36585,8.36683
NREM,0.00305,6.49366,12.23805,10.11512,6.99317
NREM,0.0033,6.74341,10.36488,9.36585,6.61854
NREM,0.00121,6.74341,10.73951,9.61561,6.86829
NREM,0.00271,5.86927,10.61463,9.24098,7.9922
NREM,0.00197,6.61854,10.11512,8.99122,6.74341
NREM,0.00328,6.2439,10.11512,8.99122,6.2439
NREM,0.00168,6.2439,10.24,9.36585,4.62049
NREM,0.00294,4.99512,10.48976,9.24098,4.74537
NREM,0.00235,7.11805,10.73951,9.74049,6.61854
NREM,0.00187,5.99415,10.48976,9.49073,7.74244
NREM,0.00241,6.2439,10.73951,9.49073,6.2439
NREM,0.00336,6.74341,10.24,9.24098,6.61854
NREM,0.00105,7.3678,11.23902,9.99024,7.61756
NREM,0.00221,6.36878,10.48976,9.24098,6.11902
NREM,0.00311,6.49366,10.11512,9.1161,7.9922
NREM,0.00118,6.86829,10.73951,9.99024,6.2439
NREM,0.00233,6.61854,10.86439,9.49073,7.74244
NREM,0.00271,5.36976,10.11512,9.24098,4.12098
NREM,0.00196,5.99415,10.61463,9.1161,6.11902
NREM,0.00323,6.99317,9.36585,8.49171,7.49268
NREM,0.00187,6.11902,10.86439,9.61561,4.62049
NREM,0.00376,6.36878,9.99024,8.74146,6.99317
NREM,0.00237,6.36878,9.49073,8.61659,7.3678
NREM,0.00379,6.2439,10.11512,9.1161,7.3678
NREM,0.00309,5.99415,9.99024,8.74146,7.49268
NREM,0.00385,5.49463,9.99024,8.86634,3.74634
NREM,0.0034,5.36976,9.49073,8.36683,4.12098
NREM,0.00563,5.61951,9.1161,8.24195,5.74439
NREM,0.00235,6.49366,9.61561,8.61659,6.99317
NREM,0.00421,6.61854,8.99122,8.11707,7.61756
NREM,0.00351,5.24488,9.49073,8.24195,3.87122
NREM,0.0031,5.61951,9.49073,8.61659,4.12098
NREM,0.00166,5.24488,10.36488,9.24098,4.62049
NREM,0.0013,6.11902,10.73951,9.61561,6.36878
REM,0.00208,4.99512,9.61561,8.61659,4.24585
REM,0.00191,5.61951,9.99024,8.99122,5.36976
REM,0.00149,4.99512,10.11512,8.74146,4.62049
REM,0.00165,5.24488,10.48976,9.1161,4.87024
REM,0.0012,5.36976,10.61463,9.1161,4.74537
REM,0.00178,6.86829,9.99024,9.49073,6.11902
REM,0.00117,5.86927,10.73951,9.86537,4.74537
REM,0.0016,5.36976,10.11512,9.36585,4.62049
REM,0.00133,4.99512,10.73951,9.49073,6.2439
REM,0.00134,5.49463,10.48976,9.36585,3.9961
REM,0.00124,5.24488,10.73951,9.61561,4.74537
REM,0.00119,5.61951,10.61463,9.36585,4.62049
REM,0.00158,6.61854,9.99024,8.74146,5.36976
REM,0.00175,5.61951,9.99024,9.1161,4.62049
REM,0.00129,5.24488,10.36488,9.49073,4.74537
REM,0.00215,5.12,9.99024,9.1161,4.62049
REM,0.00166,5.24488,10.11512,9.24098,4.99512
REM,0.00132,6.2439,10.36488,9.49073,6.36878
REM,0.00119,5.61951,10.48976,9.49073,6.49366
REM,0.00115,5.74439,10.73951,9.61561,6.61854
REM,0.00128,5.74439,10.73951,9.86537,6.49366
REM,0.00108,5.74439,10.61463,9.74049,4.74537
REM,0.00126,5.24488,10.48976,8.86634,4.74537
REM,0.00137,6.61854,10.24,9.36585,6.61854
REM,0.0014,5.36976,10.11512,8.74146,4.74537
REM,0.00104,5.61951,10.73951,9.74049,4.49561
REM,0.00109,5.36976,10.73951,9.1161,4.74537
REM,0.00137,5.36976,10.73951,9.61561,4.62049
REM,0.00103,5.36976,10.86439,9.49073,4.74537
REM,0.00162,5.24488,10.11512,9.24098,4.74537
REM,0.00127,5.61951,10.73951,9.74049,6.11902
REM,0.00132,5.36976,10.36488,9.49073,4.87024
REM,0.0012,4.99512,10.48976,9.36585,4.74537
REM,0.00117,5.36976,10.61463,9.36585,5.36976
REM,0.00163,5.49463,10.24,8.74146,5.36976
REM,0.00132,5.24488,10.24,9.24098,4.62049
NREM,0.0016,4.87024,9.86537,8.99122,4.37073
NREM,0.00102,5.86927,10.48976,9.36585,4.74537
REM,0.00121,4.74537,10.86439,8.86634,4.87024
REM,0.00086,4.87024,11.11415,9.86537,4.74537
REM,0.00122,5.61951,10.48976,9.61561,4.74537
REM,0.00127,4.74537,10.48976,9.24098,4.62049
REM,0.00105,4.87024,10.61463,9.36585,4.87024
REM,0.00117,5.24488,10.48976,9.24098,4.87024
REM,0.00107,5.12,10.98927,9.49073,4.87024
REM,0.00131,6.11902,10.86439,9.74049,4.87024
REM,0.00177,5.49463,10.24,9.49073,4.74537
REM,0.00143,5.86927,10.11512,9.36585,4.74537
REM,0.00169,5.74439,9.99024,8.99122,4.74537
REM,0.00119,5.61951,10.48976,9.36585,6.36878
REM,0.00123,4.87024,10.48976,9.1161,4.62049
REM,0.00133,4.74537,10.24,9.1161,4.74537
NREM,0.00125,5.49463,10.61463,9.74049,4.87024
NREM,0.0016,6.86829,10.86439,9.61561,6.61854
NREM,0.00182,5.24488,10.11512,8.74146,4.87024
NREM,0.00266,5.36976,9.74049,8.86634,7.74244
NREM,0.00258,5.36976,10.24,8.99122,4.74537
NREM,0.00178,6.74341,9.99024,9.24098,8.36683
NREM,0.00177,5.24488,10.36488,9.36585,4.62049
NREM,0.00364,7.11805,9.49073,8.74146,7.3678
NREM,0.00152,6.49366,10.24,9.24098,6.2439
NREM,0.0026,6.99317,9.74049,8.74146,7.74244
NREM,0.00352,6.36878,9.86537,8.99122,8.86634
NREM,0.00412,7.11805,9.24098,8.36683,7.74244
NREM,0.00241,6.74341,10.11512,9.1161,6.86829
NREM,0.00243,6.2439,9.74049,8.86634,7.61756
NREM,0.00293,7.11805,9.61561,8.74146,8.11707
NREM,0.00335,6.49366,9.86537,8.99122,4.49561
NREM,0.00338,6.61854,9.99024,9.24098,7.3678
NREM,0.00232,6.74341,9.86537,9.24098,6.61854
NREM,0.0036,6.36878,10.73951,9.24098,8.11707
NREM,0.00222,6.74341,10.24,9.36585,8.11707
NREM,0.00252,7.11805,10.24,9.49073,8.49171
NREM,0.00329,6.99317,9.99024,9.36585,8.36683
NREM,0.00292,6.86829,9.61561,8.86634,7.3678
NREM,0.00162,6.99317,10.98927,10.11512,7.86732
NREM,0.00231,7.24293,10.61463,9.99024,8.74146
NREM,0.00331,6.74341,10.48976,9.74049,8.74146
NREM,0.00225,7.24293,10.11512,9.61561,9.1161
NREM,0.00294,7.11805,10.11512,9.61561,6.11902
NREM,0.00287,6.36878,10.24,9.36585,6.74341
NREM,0.00274,6.86829,11.3639,9.86537,4.62049
NREM,0.00299,6.99317,10.11512,9.49073,7.9922
NREM,0.00243,6.74341,10.48976,9.74049,6.99317
NREM,0.00336,6.2439,10.48976,9.36585,9.24098
NREM,0.00355,6.74341,9.99024,9.24098,8.74146
NREM,0.00205,6.99317,10.11512,9.36585,7.86732
NREM,0.00227,6.86829,9.74049,9.1161,7.61756
NREM,0.003,7.24293,9.86537,9.1161,7.24293
NREM,0.0029,6.74341,9.86537,8.86634,7.3678
NREM,0.00183,6.49366,10.36488,9.1161,7.61756
NREM,0.00152,6.74341,10.73951,9.74049,9.36585
NREM,0.0017,5.61951,10.48976,9.36585,4.87024
NREM,0.0019,6.74341,10.86439,9.86537,8.24195
NREM,0.00205,6.61854,10.24,9.36585,7.61756
NREM,0.00247,5.99415,10.11512,9.24098,4.74537
NREM,0.00168,6.11902,10.48976,9.49073,4.49561
NREM,0.00206,6.49366,10.36488,9.1161,5.86927
NREM,0.00187,7.3678,10.48976,9.36585,8.11707
NREM,0.00254,6.61854,10.48976,9.1161,6.74341
NREM,0.00136,6.2439,10.98927,9.99024,7.49268
NREM,0.002,6.99317,10.73951,9.86537,7.61756
NREM,0.00244,6.86829,10.24,9.24098,7.24293
NREM,0.00175,6.74341,10.98927,9.86537,4.62049
NREM,0.00182,6.11902,12.98732,10.11512,5.99415
NREM,0.00207,6.74341,10.61463,9.49073,7.74244
NREM,0.00238,6.74341,10.36488,9.61561,7.61756
NREM,0.00203,5.86927,10.24,9.1161,7.3678
NREM,0.00171,6.36878,12.86244,10.36488,8.99122
NREM,0.00274,7.11805,10.36488,9.61561,7.3678
NREM,0.00241,6.86829,9.99024,8.99122,7.3678
NREM,0.00157,6.2439,10.86439,9.36585,5.61951
NREM,0.00131,6.86829,10.61463,9.61561,7.49268
NREM,0.00213,6.74341,10.24,9.36585,8.74146
NREM,0.00252,6.11902,11.11415,9.86537,1.49854
NREM,0.00098,7.24293,10.98927,9.86537,8.11707
NREM,0.00165,6.49366,10.86439,9.61561,7.3678
NREM,0.00213,6.11902,10.86439,9.36585,7.9922
NREM,0.00162,6.2439,12.23805,10.11512,6.2439
NREM,0.0014,6.49366,10.61463,9.49073,7.3678
NREM,0.00228,6.49366,10.48976,9.36585,7.3678
NREM,0.00184,6.49366,10.98927,9.49073,7.74244
NREM,0.00195,6.36878,10.48976,9.36585,6.99317
NREM,0.00221,6.61854,10.48976,9.61561,6.61854
NREM,0.00145,6.61854,10.61463,9.74049,6.11902
NREM,0.00229,6.49366,11.61366,9.49073,7.49268
NREM,0.00205,6.49366,10.48976,9.49073,7.61756
NREM,0.00163,6.36878,10.36488,9.61561,4.49561
NREM,0.00173,6.11902,10.98927,9.49073,5.86927
NREM,0.00214,6.86829,10.48976,9.49073,7.3678
NREM,0.00303,7.24293,9.99024,8.99122,7.49268
NREM,0.00203,6.86829,11.23902,9.99024,7.86732
NREM,0.00422,6.2439,9.86537,8.74146,7.24293
NREM,0.00165,6.2439,10.61463,9.61561,4.49561
NREM,0.00173,6.86829,10.86439,9.99024,7.61756
NREM,0.00194,7.24293,11.73854,10.24,7.61756
NREM,0.00229,6.49366,11.11415,9.74049,4.49561
NREM,0.00222,5.86927,10.36488,9.1161,4.99512
NREM,0.00236,6.61854,10.48976,9.49073,7.49268
NREM,0.00241,6.49366,9.99024,9.1161,8.49171
NREM,0.00246,6.74341,10.24,9.36585,8.24195
NREM,0.00328,6.61854,10.24,9.24098,7.61756
NREM,0.0027,6.74341,10.11512,8.86634,6.99317
NREM,0.00234,6.2439,10.24,9.1161,5.99415
NREM,0.00246,6.49366,10.36488,9.1161,8.11707
NREM,0.00242,6.86829,9.99024,9.1161,7.24293
NREM,0.00206,6.61854,11.3639,9.61561,7.3678
NREM,0.00253,7.11805,9.86537,9.24098,8.24195
NREM,0.00221,6.86829,11.73854,9.99024,5.12
NREM,0.0025,7.3678,12.23805,10.11512,9.1161
NREM,0.00299,6.49366,10.11512,9.24098,8.61659
NREM,0.00256,6.61854,10.24,9.36585,6.86829
NREM,0.00286,7.24293,10.48976,9.49073,7.61756
NREM,0.00336,7.11805,10.48976,9.49073,7.24293
NREM,0.00336,6.36878,9.61561,8.86634,4.62049
NREM,0.00314,6.99317,9.86537,9.24098,7.24293
NREM,0.00339,6.2439,9.99024,9.24098,8.49171
NREM,0.00318,6.49366,9.74049,9.1161,8.36683
NREM,0.00286,7.11805,10.11512,9.36585,8.49171
NREM,0.00336,6.74341,9.74049,9.24098,7.9922
NREM,0.00373,6.74341,9.61561,8.74146,6.99317
NREM,0.00271,6.99317,9.61561,8.49171,7.11805
NREM,0.00211,7.11805,9.99024,9.49073,7.61756
NREM,0.00211,6.99317,10.11512,9.74049,7.11805
NREM,0.002,6.74341,10.36488,9.49073,7.24293
NREM,0.00408,6.61854,9.49073,8.61659,7.49268
NREM,0.0029,6.99317,9.74049,8.99122,7.3678
NREM,0.00234,6.36878,10.36488,9.24098,7.74244
NREM,0.00143,6.99317,10.73951,9.74049,7.11805
NREM,0.00247,6.86829,11.3639,9.86537,7.49268
NREM,0.00218,6.49366,12.61268,10.11512,5.86927
NREM,0.00331,6.74341,10.36488,9.24098,7.49268
NREM,0.00258,7.11805,9.99024,8.86634,7.11805
NREM,0.00263,6.99317,9.74049,8.86634,7.11805
NREM,0.00325,6.86829,9.86537,8.61659,6.99317
NREM,0.00258,6.86829,10.48976,9.36585,6.99317
NREM,0.00238,5.86927,11.98829,9.74049,4.24585
NREM,0.0027,6.74341,9.86537,9.36585,7.74244
NREM,0.00198,6.11902,10.48976,9.1161,7.24293
NREM,0.00208,6.74341,10.24,9.49073,5.74439
NREM,0.00155,6.2439,11.11415,9.86537,5.74439
NREM,0.00206,6.99317,10.98927,9.49073,7.11805
NREM,0.00245,6.36878,11.3639,9.61561,4.37073
NREM,0.00288,7.11805,10.11512,9.36585,7.49268
NREM,0.00251,6.61854,9.99024,9.36585,6.11902
NREM,0.00267,6.49366,11.61366,9.74049,5.74439
NREM,0.00289,6.2439,10.86439,9.49073,5.74439
NREM,0.00307,6.36878,9.74049,8.86634,6.36878
NREM,0.00406,7.11805,9.99024,9.24098,8.11707
NREM,0.00331,6.49366,9.61561,8.99122,6.99317
NREM,0.00342,7.24293,9.99024,9.36585,8.36683
NREM,0.00345,5.99415,9.99024,9.1161,4.37073
NREM,0.00316,6.61854,9.61561,9.1161,6.99317
NREM,0.00432,7.11805,9.74049,9.24098,8.11707
NREM,0.0036,6.36878,9.86537,9.36585,7.11805
NREM,0.00309,6.74341,9.74049,9.1161,8.74146
NREM,0.0044,6.49366,9.36585,8.99122,8.36683
NREM,0.00443,6.49366,9.24098,8.61659,6.49366
NREM,0.00265,6.2439,9.99024,8.99122,5.86927
NREM,0.00381,6.99317,9.74049,9.1161,7.11805
NREM,0.00228,6.86829,10.11512,9.36585,8.74146
NREM,0.00503,7.24293,9.36585,8.86634,8.74146
NREM,0.00333,6.61854,9.86537,9.1161,7.49268
NREM,0.00311,6.49366,9.61561,8.86634,7.24293
NREM,0.00284,6.49366,9.99024,9.1161,5.24488
NREM,0.00295,6.86829,10.11512,9.24098,6.61854
NREM,0.00509,6.86829,8.99122,8.36683,7.74244
NREM,0.00274,6.74341,9.74049,9.1161,8.11707
NREM,0.00348,6.36878,9.61561,8.86634,6.49366
NREM,0.00241,6.74341,9.86537,8.86634,6.86829
NREM,0.00295,6.99317,9.99024,9.24098,6.99317
NREM,0.00317,6.61854,10.36488,9.49073,4.24585
NREM,0.00379,6.74341,9.99024,8.99122,6.86829
NREM,0.00297,6.86829,9.99024,8.74146,7.61756
NREM,0.00248,6.74341,9.86537,8.86634,7.11805
NREM,0.00342,6.11902,10.24,9.1161,7.11805
NREM,0.0028,6.99317,9.74049,8.99122,7.11805
NREM,0.00088,8.11707,10.61463,9.86537,8.74146
NREM,0.00112,7.24293,10.48976,9.61561,7.61756
NREM,0.00215,6.61854,10.24,9.1161,8.36683
NREM,0.00234,6.99317,9.99024,8.99122,7.86732
NREM,0.00191,6.99317,9.86537,9.1161,7.86732
NREM,0.00198,6.2439,10.48976,9.24098,4.24585
NREM,0.00215,6.74341,10.24,8.86634,7.49268
NREM,0.00206,6.74341,10.11512,8.99122,6.74341
NREM,0.00229,6.11902,10.48976,8.99122,3.37171
NREM,0.00196,6.86829,10.36488,9.24098,7.24293
NREM,0.00254,6.36878,10.24,8.99122,7.49268
NREM,0.00248,6.11902,9.99024,8.74146,6.86829
NREM,0.002,6.86829,10.36488,9.24098,7.11805
NREM,0.00291,6.49366,9.99024,8.99122,7.49268
NREM,0.00339,5.74439,10.11512,8.61659,5.74439
NREM,0.00255,6.11902,9.99024,9.1161,7.3678
NREM,0.00279,7.24293,10.73951,9.49073,7.86732
NREM,0.00271,6.74341,9.61561,8.74146,7.24293
NREM,0.00169,6.49366,12.11317,9.74049,4.49561
NREM,0.0023,6.61854,9.86537,9.24098,7.9922
NREM,0.00298,6.86829,10.86439,9.61561,8.49171
NREM,0.00122,7.49268,10.48976,9.74049,6.99317
NREM,0.00091,7.24293,11.23902,10.24,8.11707
NREM,0.00076,7.49268,11.23902,10.24,8.49171
NREM,0.00067,7.11805,11.3639,10.36488,6.99317
NREM,0.00094,6.99317,11.11415,10.11512,6.99317
NREM,0.00085,6.99317,10.98927,10.11512,6.99317
NREM,0.0014,6.36878,10.24,9.49073,7.3678
NREM,0.00107,6.61854,10.48976,9.74049,8.11707
NREM,0.0015,5.36976,9.99024,8.61659,6.86829
NREM,0.00105,6.11902,10.61463,9.49073,6.99317
NREM,0.00176,5.24488,9.99024,9.24098,5.61951
NREM,0.00116,6.86829,10.48976,9.74049,7.11805
NREM,0.00121,5.86927,10.36488,9.1161,8.24195
NREM,0.00133,5.49463,10.61463,9.24098,6.99317
NREM,0.00151,5.49463,10.73951,9.24098,4.37073
NREM,0.00189,6.11902,10.11512,8.86634,5.12
NREM,0.00262,4.87024,9.86537,8.49171,4.62049
NREM,0.00207,6.49366,9.86537,8.74146,6.49366
NREM,0.00153,6.2439,10.24,9.36585,4.37073
NREM,0.00137,6.36878,10.86439,9.74049,5.61951
NREM,0.0013,5.61951,11.11415,9.49073,4.62049
NREM,0.00156,6.36878,11.3639,9.61561,7.9922
NREM,0.00204,5.61951,10.48976,8.74146,3.9961
NREM,0.00123,6.99317,10.48976,9.61561,7.49268
NREM,0.00161,6.2439,10.36488,9.24098,7.11805
NREM,0.00224,6.61854,10.24,9.24098,6.74341
NREM,0.00226,6.11902,9.99024,8.99122,5.61951
NREM,0.00214,6.99317,10.11512,9.36585,7.74244
NREM,0.00124,6.74341,10.98927,9.74049,6.11902
NREM,0.00194,6.2439,10.61463,9.36585,4.12098
NREM,0.00245,6.86829,9.99024,9.24098,6.99317
NREM,0.00438,6.99317,10.11512,8.86634,7.11805
NREM,0.00178,7.11805,10.48976,9.49073,6.99317
NREM,0.00205,6.99317,10.11512,8.86634,7.3678
NREM,0.00173,6.49366,10.98927,9.36585,7.11805
NREM,0.00242,6.11902,10.61463,9.24098,8.61659
NREM,0.00219,6.86829,10.36488,9.36585,7.61756
NREM,0.00298,7.11805,10.24,9.49073,8.49171
NREM,0.00208,7.49268,10.11512,9.24098,7.74244
NREM,0.00098,6.74341,10.73951,9.36585,8.36683
NREM,0.00204,6.99317,10.73951,9.49073,7.3678
NREM,0.00311,6.36878,9.99024,8.99122,6.61854
NREM,0.00243,6.11902,10.36488,9.36585,4.24585
NREM,0.00239,6.74341,10.24,9.1161,6.99317
NREM,0.00311,6.86829,9.99024,9.24098,6.74341
NREM,0.00154,6.99317,11.86341,9.99024,7.61756
NREM,0.00225,6.99317,10.24,9.36585,6.61854
NREM,0.0015,6.74341,10.86439,9.61561,7.9922
NREM,0.00197,6.86829,11.3639,9.74049,8.61659
NREM,0.00228,6.99317,10.24,8.99122,8.11707
NREM,0.00275,7.11805,10.36488,9.36585,7.86732
NREM,0.00274,6.99317,9.61561,8.86634,7.3678
NREM,0.00169,7.11805,10.73951,9.61561,7.24293
NREM,0.00216,6.74341,9.99024,9.24098,8.36683
NREM,0.00214,6.11902,11.61366,9.74049,7.24293
NREM,0.00228,7.3678,10.36488,9.1161,8.24195
NREM,0.00203,7.24293,10.36488,9.36585,7.61756
NREM,0.00258,6.86829,9.99024,9.36585,6.11902
NREM,0.00085,7.86732,11.98829,10.86439,7.61756
NREM,0.00063,7.3678,12.61268,11.23902,7.24293
NREM,0.00058,7.24293,12.98732,11.48878,7.11805
NREM,0.00071,7.49268,12.86244,11.3639,4.37073
NREM,0.00059,7.61756,13.48683,11.61366,8.74146
NREM,0.00048,5.49463,13.23707,10.61463,4.62049
NREM,0.00058,6.86829,13.61171,11.3639,8.11707
NREM,0.00054,6.74341,12.98732,11.73854,8.24195
NREM,0.00059,5.74439,13.23707,11.61366,4.37073
NREM,0.0008,5.74439,12.73756,10.48976,4.74537
NREM,0.00068,4.74537,12.11317,9.74049,4.62049
NREM,0.00067,5.24488,12.11317,10.11512,2.8722
NREM,0.00089,4.62049,12.11317,9.24098,3.87122
NREM,0.00069,5.24488,12.36293,10.24,7.11805
NREM,0.00061,4.99512,12.36293,10.24,3.49659
NREM,0.00069,5.36976,12.11317,9.86537,7.24293
NREM,0.00091,4.62049,12.4878,9.49073,2.74732
NREM,0.00098,4.87024,12.4878,9.86537,3.74634
NREM,0.00109,4.87024,11.73854,10.11512,4.24585
NREM,0.00114,4.49561,11.3639,9.61561,4.37073
NREM,0.001,4.62049,11.98829,9.49073,2.8722
NREM,0.00112,4.74537,11.98829,9.24098,3.24683
NREM,0.00099,4.62049,11.3639,9.99024,3.49659
NREM,0.00093,4.87024,11.73854,9.86537,4.12098
NREM,0.00105,4.49561,11.73854,9.24098,4.62049
NREM,0.00101,4.99512,11.73854,9.99024,4.49561
NREM,0.00094,5.12,11.86341,9.36585,3.49659
NREM,0.00093,4.62049,11.3639,9.61561,4.87024
NREM,0.00093,4.87024,11.98829,9.24098,5.86927
NREM,0.00122,4.62049,11.61366,9.1161,3.62146
NREM,0.00088,4.99512,11.61366,9.99024,3.62146
NREM,0.00105,4.62049,11.73854,9.24098,3.9961
NREM,0.00099,4.62049,11.73854,9.74049,2.37268
NREM,0.00101,4.74537,11.98829,10.48976,5.99415
NREM,0.00103,4.74537,11.73854,9.61561,3.37171
NREM,0.00116,4.74537,11.23902,9.61561,4.87024
NREM,0.00096,4.99512,11.48878,10.11512,3.62146
NREM,0.0012,4.74537,11.61366,9.61561,3.12195
NREM,0.00096,4.87024,11.48878,10.24,5.86927
