Sleep_Stage,MeanP_Alpha_C4,MedianF_Alpha_C4,MeanF_Alpha_C4,Spectral Edge_Alpha_C4,PeakF_Alpha_C4
NREM,0.00112,8.11707,14.86049,13.61171,6.74341
NREM,0.00096,7.74244,15.48488,14.36098,6.61854
NREM,0.00106,8.36683,15.11024,13.98634,9.49073
NREM,0.00099,7.9922,15.23512,14.36098,6.74341
NREM,0.00111,7.9922,14.86049,13.61171,5.36976
NREM,0.00105,8.24195,15.11024,14.2361,6.49366
NREM,0.0011,7.9922,14.73561,13.61171,6.74341
NREM,0.00114,8.49171,14.73561,13.48683,7.9922
NREM,0.00121,9.24098,17.6078,16.73366,6.74341
NREM,0.00135,9.24098,17.35805,16.10927,10.86439
NREM,0.00116,8.11707,14.98537,13.98634,6.36878
NREM,0.00125,8.61659,14.61073,13.98634,6.49366
NREM,0.0011,8.86634,15.11024,14.2361,6.49366
NREM,0.00131,8.99122,15.23512,14.11122,9.1161
NREM,0.00095,8.74146,15.60976,14.36098,8.11707
NREM,0.0011,8.36683,15.23512,13.98634,6.2439
NREM,0.00107,7.9922,15.36,14.36098,6.61854
NREM,0.00105,8.86634,15.36,14.2361,7.74244
NREM,0.00111,8.74146,15.23512,13.98634,5.36976
NREM,0.001,8.99122,15.36,14.36098,7.61756
NREM,0.00131,8.61659,14.36098,13.23707,6.49366
NREM,0.00107,8.86634,15.48488,14.11122,10.48976
NREM,0.00093,8.11707,15.73463,14.73561,6.49366
NREM,0.00114,8.11707,14.73561,13.86146,10.24
NREM,0.001,9.36585,14.98537,14.36098,9.49073
NREM,0.00095,8.74146,15.36,14.2361,10.24
NREM,0.00093,8.24195,15.36,14.36098,10.73951
NREM,0.0017,8.74146,18.98146,17.35805,5.49463
NREM,0.00119,9.24098,17.98244,16.60878,5.99415
NREM,0.00093,9.24098,15.98439,15.11024,6.2439
NREM,0.00096,8.61659,15.60976,14.61073,6.99317
NREM,0.0011,7.86732,14.98537,13.86146,6.61854
NREM,0.0015,10.11512,19.10634,18.48195,8.24195
NREM,0.00125,8.99122,17.6078,16.60878,6.49366
NREM,0.00077,9.61561,15.73463,14.98537,7.86732
NREM,0.00105,9.36585,14.48585,13.86146,10.11512
NREM,0.00105,9.24098,14.73561,14.11122,7.86732
NREM,0.00105,8.61659,14.73561,13.98634,7.74244
NREM,0.00129,9.24098,15.36,14.36098,6.86829
NREM,0.00134,9.86537,17.35805,16.85854,7.86732
NREM,0.00085,8.86634,15.60976,14.73561,6.36878
NREM,0.00136,9.74049,17.35805,16.23415,11.61366
NREM,0.00078,8.86634,15.73463,14.86049,7.24293
NREM,0.00122,9.74049,13.98634,13.1122,10.86439
NREM,0.00132,8.74146,15.73463,14.61073,7.74244
NREM,0.0009,8.36683,15.11024,14.11122,7.49268
NREM,0.00079,9.24098,15.85951,14.86049,9.36585
NREM,0.00096,8.61659,15.36,14.48585,6.36878
NREM,0.00084,8.61659,15.73463,14.73561,6.2439
NREM,0.00146,9.86537,17.23317,16.10927,11.23902
NREM,0.00097,9.36585,16.35902,15.48488,6.61854
NREM,0.00123,8.86634,16.85854,15.98439,7.61756
NREM,0.00099,8.61659,15.36,14.36098,7.61756
NREM,0.00119,8.49171,16.23415,15.23512,7.3678
NREM,0.00112,9.36585,16.23415,15.23512,6.11902
NREM,0.00113,8.86634,14.73561,13.61171,9.36585
NREM,0.0008,8.49171,15.36,14.36098,7.11805
NREM,0.00093,9.36585,14.48585,13.86146,9.36585
NREM,0.00088,9.1161,14.86049,13.86146,7.61756
NREM,0.00095,8.99122,15.11024,14.2361,6.86829
NREM,0.00071,8.74146,15.85951,14.98537,6.11902
NREM,0.00112,9.49073,14.61073,13.73659,10.48976
NREM,0.00082,9.1161,15.23512,14.36098,6.49366
NREM,0.00073,8.49171,15.85951,14.86049,6.61854
NREM,0.00081,8.74146,15.36,14.2361,6.49366
REM,0.00093,9.1161,15.11024,14.36098,7.86732
REM,0.00092,8.36683,15.11024,14.36098,7.86732
REM,0.0007,9.49073,15.98439,15.48488,8.74146
REM,0.00094,8.36683,15.73463,14.73561,6.86829
REM,0.00082,8.49171,15.98439,14.98537,5.49463
NREM,0.00076,8.86634,16.10927,15.23512,7.74244
NREM,0.0009,8.99122,15.23512,14.48585,7.86732
REM,0.00075,8.99122,15.73463,14.73561,7.3678
REM,0.00095,8.36683,15.36,14.2361,6.74341
REM,0.00087,9.1161,15.48488,14.36098,9.1161
REM,0.00074,9.1161,15.60976,14.86049,7.74244
REM,0.00107,7.86732,14.73561,14.2361,7.86732
REM,0.00088,9.1161,14.86049,14.36098,9.24098
REM,0.00089,8.24195,15.36,14.48585,6.99317
REM,0.00117,8.49171,15.36,14.36098,6.99317
REM,0.00091,7.74244,15.23512,14.11122,6.11902
REM,0.00072,8.74146,15.85951,14.98537,7.74244
REM,0.00068,8.99122,15.85951,14.61073,7.74244
REM,0.0007,9.24098,15.73463,14.61073,7.86732
REM,0.00073,8.61659,16.23415,15.11024,7.86732
REM,0.00112,8.49171,15.48488,14.11122,5.74439
NREM,0.0017,8.61659,18.73171,17.98244,7.9922
NREM,0.00083,8.11707,15.73463,14.61073,6.74341
NREM,0.00112,8.24195,14.98537,13.86146,7.49268
NREM,0.00101,7.74244,15.11024,13.86146,7.86732
NREM,0.00086,8.61659,15.36,14.36098,7.86732
REM,0.00073,9.24098,16.4839,15.48488,7.61756
REM,0.00065,9.36585,16.4839,15.98439,7.49268
REM,0.00084,8.99122,15.60976,14.86049,8.86634
REM,0.00061,9.99024,16.73366,16.23415,8.99122
REM,0.00083,8.99122,15.85951,15.23512,8.49171
REM,0.0007,8.11707,16.23415,14.98537,7.86732
REM,0.00098,7.9922,14.61073,13.86146,7.9922
REM,0.00096,8.86634,14.98537,13.98634,9.1161
REM,0.00081,8.99122,15.48488,14.86049,7.74244
REM,0.00081,8.49171,15.11024,14.36098,8.11707
REM,0.00128,7.9922,14.61073,13.86146,6.99317
NREM,0.00077,8.61659,15.60976,14.73561,8.61659
NREM,0.00213,8.49171,17.23317,15.98439,6.49366
NREM,0.00103,7.74244,16.60878,15.36,6.74341
NREM,0.00097,8.24195,14.73561,13.73659,6.36878
NREM,0.00092,7.74244,15.48488,14.36098,5.74439
REM,0.00088,8.36683,15.60976,14.36098,8.61659
REM,0.00109,8.49171,15.11024,14.2361,6.49366
REM,0.00098,7.74244,14.61073,13.86146,5.74439
REM,0.0008,8.86634,15.11024,14.2361,7.49268
REM,0.00079,8.74146,16.10927,15.11024,6.2439
REM,0.00062,9.1161,16.10927,15.36,8.61659
REM,0.00061,9.49073,16.10927,15.23512,9.74049
REM,0.00066,9.36585,15.98439,15.23512,7.74244
REM,0.00056,9.24098,16.23415,15.48488,8.74146
REM,0.00061,9.74049,16.23415,15.36,9.99024
REM,0.00083,9.36585,15.85951,15.23512,7.86732
REM,0.00079,9.24098,15.60976,14.73561,8.11707
NREM,0.00096,7.74244,15.11024,13.73659,7.24293
NREM,0.00091,8.74146,15.36,14.36098,6.2439
REM,0.00062,9.61561,16.35902,15.85951,8.74146
NREM,0.00102,8.74146,17.10829,16.10927,5.86927
NREM,0.00133,8.49171,17.98244,16.85854,7.74244
NREM,0.00082,8.49171,16.35902,15.36,6.99317
NREM,0.00095,8.86634,15.23512,14.36098,7.24293
NREM,0.0009,8.49171,14.86049,13.98634,7.49268
NREM,0.00097,7.3678,15.11024,13.86146,6.2439
NREM,0.00117,7.86732,14.48585,13.23707,6.11902
NREM,0.00129,8.36683,14.86049,13.73659,6.2439
NREM,0.00094,8.24195,14.98537,14.2361,6.99317
NREM,0.00074,8.74146,15.48488,14.73561,8.11707
NREM,0.00087,9.1161,15.48488,14.48585,9.86537
NREM,0.00122,8.11707,14.98537,13.73659,7.9922
NREM,0.00089,8.36683,15.48488,14.48585,5.74439
NREM,0.00105,8.99122,14.73561,13.86146,9.61561
NREM,0.00077,9.1161,15.98439,15.23512,6.74341
NREM,0.00074,8.86634,15.85951,14.73561,6.61854
NREM,0.00082,8.99122,15.23512,14.2361,7.3678
NREM,0.00081,8.74146,15.48488,14.48585,8.11707
NREM,0.00088,8.74146,14.73561,13.86146,9.74049
NREM,0.00085,9.1161,15.48488,14.36098,10.61463
NREM,0.00106,8.49171,15.11024,13.73659,7.9922
NREM,0.0007,9.36585,15.73463,15.11024,8.24195
NREM,0.00117,9.49073,14.2361,13.23707,10.86439
NREM,0.00114,8.99122,14.2361,13.23707,5.99415
NREM,0.00083,8.24195,15.11024,13.98634,6.36878
NREM,0.00097,8.86634,15.11024,14.11122,9.36585
NREM,0.001,8.74146,14.86049,13.61171,6.99317
NREM,0.00091,8.99122,14.98537,14.11122,6.11902
NREM,0.00082,8.49171,15.48488,14.36098,7.24293
NREM,0.00071,8.99122,15.36,14.36098,7.3678
NREM,0.00105,8.61659,14.61073,13.36195,8.49171
NREM,0.00094,8.49171,14.61073,13.61171,6.11902
NREM,0.00092,8.99122,14.86049,13.98634,9.86537
NREM,0.00076,8.99122,15.36,14.48585,7.3678
NREM,0.00095,9.1161,15.36,14.36098,7.24293
NREM,0.00114,8.24195,14.2361,13.36195,7.86732
NREM,0.00097,8.36683,14.86049,13.86146,7.49268
NREM,0.00074,8.49171,15.60976,14.48585,6.49366
NREM,0.00116,8.86634,14.2361,13.48683,8.74146
NREM,0.0012,8.11707,14.73561,13.73659,6.11902
NREM,0.00103,8.99122,14.48585,13.73659,9.61561
NREM,0.00082,8.74146,15.48488,14.48585,6.11902
NREM,0.00084,8.49171,14.86049,13.73659,6.2439
NREM,0.001,8.74146,14.36098,13.48683,8.61659
NREM,0.00091,8.11707,14.98537,13.61171,7.3678
NREM,0.001,8.61659,14.73561,13.73659,8.61659
NREM,0.00096,8.36683,14.98537,14.2361,6.74341
NREM,0.00111,8.24195,14.98537,13.86146,7.24293
NREM,0.00097,8.86634,14.48585,13.48683,9.99024
NREM,0.00095,8.49171,15.11024,14.2361,6.11902
NREM,0.00094,8.49171,14.98537,13.86146,7.49268
NREM,0.001,8.74146,14.73561,13.48683,5.99415
NREM,0.00095,8.11707,14.86049,13.61171,5.99415
NREM,0.00115,8.36683,14.11122,13.1122,6.36878
NREM,0.00095,8.24195,14.86049,13.73659,7.61756
NREM,0.00103,8.74146,14.86049,13.73659,6.2439
NREM,0.00105,8.11707,14.86049,13.61171,6.2439
NREM,0.00104,8.24195,14.86049,13.61171,7.74244
NREM,0.00096,8.11707,15.11024,13.86146,6.36878
NREM,0.00094,8.36683,15.23512,14.11122,6.49366
NREM,0.00099,9.1161,14.98537,13.98634,9.61561
NREM,0.00106,7.61756,14.98537,13.98634,6.36878
NREM,0.00098,7.61756,14.86049,13.73659,6.36878
NREM,0.00084,8.86634,15.23512,14.36098,9.61561
NREM,0.001,8.11707,15.11024,13.98634,6.36878
NREM,0.00098,9.1161,14.86049,13.73659,7.61756
NREM,0.00098,7.86732,14.86049,13.73659,7.11805
NREM,0.00092,7.49268,15.11024,13.86146,6.74341
NREM,0.00101,8.49171,14.48585,13.61171,6.11902
NREM,0.00092,7.9922,15.48488,13.98634,7.3678
NREM,0.00105,8.61659,14.61073,13.48683,6.36878
NREM,0.0016,9.24098,16.85854,16.10927,7.49268
NREM,0.00129,8.61659,17.35805,15.48488,6.36878
NREM,0.00164,8.86634,18.10732,16.85854,7.11805
NREM,0.00092,8.99122,15.98439,15.23512,7.9922
NREM,0.0013,8.11707,15.23512,14.2361,7.9922
NREM,0.00084,9.49073,15.60976,14.73561,9.86537
NREM,0.00101,8.24195,14.98537,13.86146,6.2439
NREM,0.00104,7.9922,15.23512,14.11122,6.2439
NREM,0.00079,9.1161,15.60976,14.73561,8.36683
NREM,0.00104,8.74146,14.48585,13.48683,7.11805
NREM,0.00092,8.61659,15.48488,14.36098,9.1161
NREM,0.00106,8.49171,15.11024,14.11122,6.11902
NREM,0.00093,8.61659,15.11024,14.11122,9.74049
NREM,0.00131,8.24195,14.36098,13.1122,7.49268
NREM,0.00086,8.61659,15.36,14.48585,7.3678
NREM,0.00095,8.99122,15.48488,14.48585,8.74146
NREM,0.00101,8.61659,15.23512,14.2361,9.36585
NREM,0.00093,9.86537,14.98537,14.11122,10.11512
NREM,0.00102,8.49171,14.73561,13.86146,5.99415
NREM,0.001,8.61659,14.98537,13.98634,6.86829
NREM,0.00112,8.11707,15.23512,13.98634,8.24195
NREM,0.00107,8.61659,14.48585,13.48683,7.11805
NREM,0.00084,8.74146,15.11024,14.2361,7.3678
NREM,0.00104,8.61659,14.86049,13.73659,7.49268
NREM,0.00088,8.61659,15.23512,14.2361,6.11902
NREM,0.0015,8.49171,17.73268,16.23415,8.36683
NREM,0.00177,10.24,19.98049,19.48098,10.36488
NREM,0.0011,8.99122,15.85951,14.73561,5.99415
NREM,0.00093,9.74049,14.48585,13.86146,10.73951
NREM,0.0009,8.49171,15.11024,14.11122,7.49268
NREM,0.00108,8.99122,14.73561,14.2361,6.2439
NREM,0.00171,8.86634,17.23317,16.35902,6.74341
NREM,0.00114,9.61561,15.85951,15.36,9.86537
NREM,0.00115,10.24,17.98244,17.23317,7.61756
NREM,0.00109,9.49073,16.73366,16.23415,9.74049
NREM,0.00128,8.86634,15.73463,14.61073,7.24293
NREM,0.0014,8.61659,14.48585,13.61171,7.49268
NREM,0.00133,8.86634,14.48585,13.73659,5.99415
NREM,0.00106,8.61659,14.73561,13.86146,7.24293
NREM,0.00111,8.86634,14.98537,14.36098,8.11707
NREM,0.00126,8.24195,15.11024,14.11122,6.86829
NREM,0.00147,8.11707,14.86049,13.98634,6.86829
NREM,0.00098,8.11707,14.73561,13.73659,8.74146
NREM,0.00106,8.11707,15.48488,14.61073,7.49268
NREM,0.00129,7.9922,15.73463,13.98634,6.99317
NREM,0.00107,8.36683,15.60976,14.61073,7.86732
NREM,0.00133,7.9922,13.86146,12.73756,6.86829
NREM,0.00093,8.99122,15.23512,14.36098,8.99122
NREM,0.00073,7.74244,14.61073,13.61171,8.36683
NREM,0.00094,8.74146,15.36,14.73561,7.49268
NREM,0.00095,8.11707,14.73561,13.86146,7.49268
NREM,0.00102,8.11707,15.36,14.48585,7.74244
NREM,0.00111,8.74146,15.36,14.86049,7.61756
NREM,0.00073,8.11707,15.36,14.11122,7.11805
NREM,0.00125,7.9922,14.73561,13.98634,6.86829
NREM,0.0014,7.61756,14.36098,13.23707,7.3678
NREM,0.00101,7.9922,15.11024,13.98634,7.49268
NREM,0.00097,8.49171,16.73366,15.98439,7.11805
NREM,0.00107,7.9922,15.48488,14.61073,7.3678
NREM,0.00118,8.61659,15.11024,13.98634,7.49268
NREM,0.00027,9.61561,18.10732,17.23317,6.86829
NREM,0.00023,9.99024,19.3561,18.73171,8.36683
NREM,0.00031,9.86537,17.98244,16.98341,6.2439
NREM,0.00031,9.49073,16.98341,16.4839,7.86732
NREM,0.00051,8.99122,16.98341,16.4839,8.99122
NREM,0.00029,9.86537,17.73268,16.60878,9.24098
NREM,0.00034,9.49073,18.48195,17.48293,9.24098
NREM,0.00037,9.99024,17.98244,17.35805,10.36488
NREM,0.00042,8.61659,17.85756,17.35805,7.61756
NREM,0.0005,8.99122,16.98341,16.10927,4.62049
NREM,0.00063,8.86634,16.35902,15.36,7.24293
NREM,0.00068,9.1161,16.35902,15.73463,7.61756
NREM,0.00053,9.61561,15.98439,15.23512,7.24293
NREM,0.00058,8.86634,15.85951,15.11024,8.99122
NREM,0.00087,10.11512,16.98341,15.98439,7.3678
NREM,0.00027,9.86537,18.60683,17.98244,6.61854
NREM,0.00024,9.24098,17.6078,16.73366,6.86829
NREM,0.00023,8.99122,19.98049,19.23122,5.99415
NREM,0.00026,9.24098,17.98244,16.73366,9.49073
NREM,0.00025,9.61561,17.85756,17.23317,7.74244
NREM,0.00038,9.74049,17.48293,16.73366,8.49171
NREM,0.00032,9.74049,18.60683,17.73268,6.74341
NREM,0.00029,9.61561,17.85756,17.10829,7.74244
NREM,0.0006,8.86634,15.73463,14.98537,6.11902
NREM,0.00035,9.24098,16.23415,15.60976,5.74439
NREM,0.0007,9.49073,15.85951,15.48488,8.24195
NREM,0.00073,8.36683,15.23512,14.48585,8.36683
NREM,0.00068,9.86537,15.36,15.11024,9.24098
NREM,0.00075,9.99024,16.4839,15.98439,7.3678
NREM,0.00063,9.24098,15.36,14.61073,8.11707
NREM,0.00078,10.61463,14.61073,14.36098,13.48683
NREM,0.00081,9.74049,14.98537,14.61073,8.61659
NREM,0.00086,10.48976,14.61073,14.36098,11.11415
NREM,0.00099,9.86537,14.61073,14.36098,10.98927
NREM,0.00114,10.24,14.2361,13.98634,11.48878
NREM,0.00073,9.74049,14.61073,14.11122,9.86537
NREM,0.00115,10.73951,14.48585,14.2361,11.3639
NREM,0.00152,10.36488,13.98634,13.61171,11.48878
NREM,0.00088,9.74049,14.61073,14.2361,13.98634
NREM,0.00083,9.74049,14.48585,14.11122,7.74244
NREM,0.00096,8.99122,14.11122,13.48683,9.99024
NREM,0.00102,10.11512,13.98634,13.86146,12.4878
NREM,0.00095,9.61561,14.36098,13.98634,13.61171
NREM,0.00099,9.74049,14.2361,13.86146,10.98927
NREM,0.00092,10.36488,14.11122,13.86146,11.73854
NREM,0.00152,10.24,13.73659,13.48683,10.36488
NREM,0.00088,10.73951,16.85854,16.4839,10.86439
NREM,0.00056,8.99122,16.4839,15.48488,6.11902
NREM,0.00117,10.36488,14.73561,14.48585,12.61268
NREM,0.0009,9.49073,14.86049,14.48585,8.24195
NREM,0.00145,9.99024,14.2361,13.98634,9.36585
NREM,0.00095,9.49073,14.2361,13.98634,8.24195
NREM,0.00105,10.36488,13.73659,13.48683,10.86439
NREM,0.00128,10.11512,14.11122,13.98634,13.61171
NREM,0.00112,9.99024,13.86146,13.73659,11.11415
NREM,0.00125,9.99024,13.86146,13.48683,11.61366
NREM,0.00087,9.1161,14.2361,13.86146,8.36683
NREM,0.00143,10.24,13.73659,13.36195,10.98927
NREM,0.00088,9.1161,13.86146,13.36195,11.3639
NREM,0.0012,10.24,17.23317,16.23415,11.73854
NREM,0.00024,9.61561,19.48098,18.98146,6.36878
NREM,0.00026,10.24,18.10732,17.73268,10.86439
NREM,0.00032,9.99024,18.73171,18.10732,7.24293
NREM,0.00036,9.61561,18.10732,17.10829,8.49171
NREM,0.00053,9.24098,16.73366,15.98439,9.49073
NREM,0.00052,9.36585,15.60976,15.11024,10.73951
NREM,0.00066,9.24098,14.98537,14.36098,12.98732
NREM,0.00073,10.11512,17.10829,16.4839,11.73854
NREM,0.00026,8.86634,17.10829,16.35902,8.74146
NREM,0.00046,8.86634,15.73463,15.11024,9.24098
NREM,0.00056,9.86537,15.85951,15.23512,6.74341
NREM,0.00066,10.24,18.35707,17.85756,9.74049
NREM,0.00039,9.99024,17.23317,16.60878,10.11512
NREM,0.00068,10.48976,15.36,14.98537,10.73951
NREM,0.00061,9.1161,17.23317,16.35902,8.24195
NREM,0.0006,9.74049,15.85951,15.36,9.86537
NREM,0.00068,9.24098,14.98537,14.48585,9.24098
NREM,0.00051,10.11512,15.98439,15.23512,8.11707
NREM,0.00062,9.24098,15.36,14.73561,9.36585
NREM,0.00066,9.36585,14.61073,14.11122,10.48976
NREM,0.00096,10.86439,14.86049,14.48585,8.36683
NREM,0.00085,9.1161,14.61073,14.11122,10.48976
NREM,0.00106,9.99024,14.2361,13.86146,11.23902
NREM,0.0009,8.74146,14.11122,13.73659,7.86732
NREM,0.00081,9.61561,14.11122,13.98634,9.86537
NREM,0.00139,9.49073,13.86146,13.36195,9.74049
NREM,0.00078,8.99122,14.36098,13.98634,8.36683
NREM,0.00153,9.86537,14.36098,13.73659,10.98927
NREM,0.00069,9.74049,14.98537,14.36098,7.11805
NREM,0.00101,10.48976,14.48585,14.36098,11.11415
NREM,0.00103,10.11512,14.48585,14.2361,10.11512
NREM,0.00093,10.11512,14.11122,13.98634,11.86341
NREM,0.00353,12.11317,16.35902,16.23415,12.86244
NREM,0.00045,10.61463,16.98341,16.60878,10.73951
NREM,0.00064,10.11512,16.73366,16.23415,10.11512
NREM,0.00073,9.1161,15.36,14.61073,8.49171
NREM,0.00086,10.24,15.48488,14.98537,12.11317
NREM,0.00075,8.74146,17.10829,16.35902,7.74244
NREM,0.00065,10.11512,15.23512,15.11024,9.36585
NREM,0.00085,11.3639,18.60683,18.48195,7.49268
NREM,0.00043,9.86537,16.73366,16.35902,6.74341
NREM,0.00079,9.74049,15.60976,14.86049,9.61561
NREM,0.00048,11.73854,20.85463,20.97951,7.9922
NREM,0.00032,10.24,17.6078,16.98341,6.74341
NREM,0.00035,9.99024,16.23415,15.48488,6.11902
NREM,0.00053,9.61561,16.73366,16.23415,8.24195
NREM,0.00058,8.99122,15.48488,14.98537,5.74439
NREM,0.0007,9.49073,16.23415,15.73463,8.61659
NREM,0.00081,9.1161,15.60976,15.23512,9.1161
NREM,0.00074,9.61561,15.23512,14.98537,10.48976
NREM,0.00071,9.1161,15.36,14.73561,9.99024
NREM,0.0008,9.86537,14.73561,14.36098,13.73659
NREM,0.00066,8.99122,14.86049,14.61073,7.9922
NREM,0.00095,9.36585,14.48585,14.11122,9.49073
NREM,0.00065,9.74049,14.86049,14.61073,11.48878
NREM,0.00148,10.48976,14.2361,13.98634,13.48683
NREM,0.00094,9.36585,14.2361,13.73659,10.61463
NREM,0.00082,8.86634,14.11122,13.61171,10.48976
NREM,0.0011,9.86537,14.2361,13.86146,10.36488
NREM,0.00106,9.74049,14.2361,13.98634,10.24
NREM,0.00113,9.86537,14.2361,13.86146,10.73951
NREM,0.00125,9.74049,14.11122,13.98634,9.1161
NREM,0.00112,9.24098,13.86146,12.98732,11.11415
NREM,0.00125,10.11512,14.48585,13.98634,10.48976
NREM,0.00082,9.86537,14.48585,14.36098,7.11805
NREM,0.00128,10.11512,13.86146,13.61171,10.24
NREM,0.00081,8.74146,14.2361,13.86146,10.11512
NREM,0.00131,9.74049,14.11122,13.86146,8.24195
NREM,0.0008,9.36585,14.11122,13.48683,12.23805
NREM,0.00092,8.99122,14.2361,13.98634,13.86146
NREM,0.00074,8.24195,13.98634,13.1122,11.11415
NREM,0.00094,9.74049,14.48585,14.11122,7.74244
NREM,0.0009,9.61561,14.2361,13.98634,10.36488
NREM,0.0009,9.61561,13.98634,13.61171,10.61463
NREM,0.00082,8.61659,14.2361,13.73659,7.74244
NREM,0.00088,9.1161,14.36098,13.86146,10.48976
NREM,0.00177,10.48976,15.85951,15.36,11.86341
NREM,0.00038,10.98927,21.47902,21.47902,12.73756
NREM,0.00033,9.99024,17.73268,17.10829,9.36585
NREM,0.0003,9.24098,19.10634,18.2322,7.24293
NREM,0.00033,9.36585,16.35902,15.23512,9.61561
NREM,0.0007,10.36488,16.23415,15.73463,11.23902
NREM,0.00047,9.49073,15.73463,15.23512,6.99317
NREM,0.00061,9.1161,15.60976,15.11024,5.99415
NREM,0.0009,10.86439,14.98537,14.73561,14.11122
NREM,0.00061,9.36585,14.48585,14.11122,10.48976
NREM,0.00105,10.36488,14.36098,14.2361,10.36488
NREM,0.00097,10.98927,14.36098,14.2361,13.98634
NREM,0.00107,9.61561,14.2361,13.86146,11.3639
NREM,0.00093,9.74049,14.48585,14.11122,13.73659
NREM,0.00115,10.48976,13.98634,13.73659,12.23805
NREM,0.00085,9.36585,14.11122,13.61171,9.74049
NREM,0.00119,8.86634,14.36098,13.61171,9.1161
NREM,0.00093,8.99122,14.2361,13.48683,8.36683
NREM,0.00112,10.98927,14.2361,14.11122,13.61171
NREM,0.00136,9.86537,13.98634,13.61171,10.36488
NREM,0.00096,9.74049,14.36098,13.98634,10.48976
NREM,0.00107,9.24098,13.98634,13.36195,6.74341
NREM,0.00102,9.74049,13.98634,13.73659,13.73659
NREM,0.00086,9.86537,14.11122,13.86146,9.86537
NREM,0.00097,9.86537,13.98634,13.73659,6.49366
NREM,0.0009,8.99122,13.73659,13.36195,7.24293
NREM,0.00083,9.99024,13.98634,13.61171,10.11512
NREM,0.00095,9.74049,14.2361,13.86146,10.11512
NREM,0.00093,8.36683,13.86146,13.36195,7.74244
NREM,0.00088,9.1161,14.36098,13.86146,6.86829
NREM,0.00064,8.61659,13.61171,13.1122,10.24
NREM,0.00083,8.36683,13.98634,13.36195,6.49366
NREM,0.0007,8.36683,14.11122,13.23707,6.61854
NREM,0.00129,9.86537,14.2361,13.73659,11.3639
NREM,0.00094,8.86634,14.86049,14.48585,6.49366
NREM,0.001,8.61659,14.86049,14.36098,6.99317
NREM,0.0006,9.24098,16.23415,15.23512,8.61659
REM,0.00033,7.74244,15.48488,13.86146,6.49366
REM,0.00051,9.36585,16.98341,16.10927,6.74341
REM,0.00039,8.49171,16.4839,15.36,5.99415
REM,0.00032,8.61659,15.85951,14.86049,6.49366
REM,0.00045,9.49073,17.73268,17.10829,5.74439
REM,0.0003,7.86732,16.4839,14.86049,5.86927
REM,0.0003,7.9922,15.98439,14.73561,6.61854
REM,0.00037,8.74146,16.60878,15.85951,7.86732
REM,0.00039,8.11707,16.73366,15.11024,6.86829
REM,0.00032,8.86634,16.98341,15.98439,8.11707
REM,0.0003,8.49171,17.10829,15.85951,8.74146
REM,0.00033,8.36683,17.10829,16.10927,7.11805
REM,0.00027,8.86634,16.85854,15.98439,5.12
REM,0.00029,8.11707,16.73366,15.36,6.2439
REM,0.0007,11.86341,23.97659,24.60098,10.11512
REM,0.00045,8.61659,16.4839,15.36,6.49366
REM,0.00051,10.24,18.35707,17.73268,12.23805
REM,0.0003,8.36683,17.23317,16.10927,6.86829
REM,0.00035,8.61659,16.85854,15.85951,7.3678
REM,0.00026,8.49171,16.60878,15.73463,6.36878
REM,0.00035,10.48976,19.73073,18.85659,7.86732
NREM,0.00031,8.74146,17.35805,15.98439,7.49268
NREM,0.00046,8.74146,16.98341,16.23415,7.9922
NREM,0.00061,11.3639,21.35415,21.47902,10.98927
NREM,0.00035,8.24195,16.73366,15.48488,7.11805
NREM,0.00044,8.61659,17.6078,15.85951,8.11707
REM,0.00026,7.61756,16.60878,14.86049,6.86829
NREM,0.00031,9.74049,18.2322,17.6078,6.99317
NREM,0.00038,9.86537,17.23317,16.4839,7.86732
REM,0.00041,7.61756,15.98439,14.73561,7.61756
REM,0.00042,8.99122,15.85951,14.98537,5.86927
REM,0.00048,8.49171,15.85951,14.98537,8.99122
REM,0.00041,8.11707,16.10927,15.11024,6.74341
REM,0.00031,7.61756,15.73463,14.2361,7.49268
REM,0.00101,9.1161,21.22927,20.48,9.1161
NREM,0.00023,8.99122,17.85756,16.85854,8.61659
NREM,0.00031,9.86537,17.48293,16.73366,10.48976
NREM,0.00041,9.99024,17.10829,16.4839,6.36878
NREM,0.0004,9.49073,15.98439,15.36,7.61756
NREM,0.00061,9.86537,15.60976,15.23512,7.9922
NREM,0.00053,9.99024,14.86049,14.48585,10.98927
NREM,0.00078,10.11512,14.73561,14.48585,12.98732
NREM,0.00061,9.86537,14.86049,14.61073,10.73951
NREM,0.00047,8.74146,15.23512,14.36098,5.99415
NREM,0.00083,9.24098,14.98537,14.73561,8.86634
NREM,0.0006,8.99122,14.48585,13.98634,7.49268
NREM,0.00097,10.11512,14.48585,14.2361,8.61659
NREM,0.00048,8.74146,14.86049,13.98634,6.61854
NREM,0.00073,9.36585,14.36098,13.86146,8.99122
NREM,0.00119,9.74049,14.2361,14.11122,8.99122
NREM,0.00081,9.36585,14.11122,13.73659,8.61659
NREM,0.00083,9.36585,14.2361,13.86146,7.49268
NREM,0.00143,9.61561,14.2361,13.86146,8.86634
NREM,0.00092,10.24,14.2361,13.98634,13.23707
NREM,0.00108,9.99024,14.11122,13.98634,13.1122
NREM,0.0009,9.36585,14.2361,13.86146,9.49073
NREM,0.00114,9.61561,13.98634,13.61171,10.48976
NREM,0.00103,10.86439,14.11122,13.98634,13.86146
