Sleep_Stage,MeanP_Theta_F4,MedianF_Theta_F4,MeanF_Theta_F4,Spectral Edge_Theta_F4,PeakF_Theta_F4
REM,0.0004,6.11902,10.86439,9.86537,6.36878
REM,0.00041,6.11902,10.48976,9.36585,6.11902
REM,0.00047,5.61951,9.99024,8.49171,4.37073
REM,0.00049,5.61951,9.74049,8.74146,5.61951
REM,0.00051,6.36878,10.36488,9.1161,6.99317
REM,0.00035,5.74439,10.86439,9.49073,5.74439
REM,0.00025,6.36878,11.3639,10.11512,6.61854
REM,0.00043,5.74439,11.11415,9.86537,3.74634
REM,0.00035,5.24488,10.98927,9.1161,5.74439
REM,0.00045,5.24488,10.36488,8.86634,4.37073
REM,0.00039,5.24488,10.48976,9.24098,4.62049
REM,0.00044,5.49463,10.73951,9.49073,5.61951
REM,0.00042,6.11902,10.73951,9.36585,7.49268
REM,0.00032,5.24488,11.23902,9.74049,5.61951
REM,0.00036,5.61951,10.98927,9.74049,3.74634
REM,0.00051,5.12,10.48976,9.24098,4.87024
REM,0.00049,5.36976,9.86537,8.49171,3.62146
REM,0.00048,4.62049,10.48976,8.61659,3.87122
REM,0.00034,4.87024,10.61463,9.1161,6.74341
REM,0.00036,4.74537,10.98927,9.24098,3.74634
REM,0.00041,4.87024,11.11415,9.1161,3.9961
REM,0.00043,4.49561,10.73951,8.86634,4.12098
REM,0.00045,5.24488,10.98927,9.24098,5.36976
REM,0.00042,5.24488,10.73951,8.99122,4.74537
REM,0.00042,5.12,10.73951,9.74049,3.62146
REM,0.00039,5.61951,10.86439,9.36585,3.37171
REM,0.00041,5.12,11.11415,9.36585,3.24683
REM,0.00036,4.87024,10.61463,9.36585,3.12195
REM,0.00031,4.74537,10.48976,8.86634,2.49756
REM,0.00034,4.24585,10.86439,8.61659,3.37171
REM,0.00046,5.99415,10.73951,9.61561,5.61951
REM,0.00049,5.74439,10.73951,9.1161,4.12098
REM,0.00036,5.99415,11.23902,9.74049,4.87024
REM,0.00038,5.61951,10.98927,9.36585,5.74439
REM,0.00038,5.12,10.73951,9.36585,3.9961
REM,0.00069,6.86829,9.99024,8.99122,7.11805
REM,0.00059,5.74439,9.74049,8.36683,4.99512
REM,0.00056,5.49463,9.99024,8.86634,4.99512
REM,0.00037,5.36976,10.98927,9.49073,3.74634
REM,0.00053,6.49366,10.98927,9.74049,7.11805
REM,0.00056,6.11902,9.99024,8.74146,6.86829
REM,0.00057,6.11902,10.36488,9.1161,6.74341
REM,0.00031,5.49463,10.98927,9.61561,6.36878
REM,0.00039,6.11902,10.73951,9.74049,7.3678
NREM,0.00118,6.86829,13.48683,11.11415,6.86829
NREM,0.00067,6.86829,9.74049,8.86634,7.11805
NREM,0.0003,6.2439,12.23805,10.24,6.99317
NREM,0.00036,5.86927,11.48878,10.11512,5.36976
NREM,0.00076,6.49366,10.48976,8.99122,6.61854
NREM,0.00067,5.99415,10.48976,8.99122,7.24293
NREM,0.00064,6.2439,10.24,8.36683,6.49366
NREM,0.00056,6.61854,11.48878,10.24,7.11805
NREM,0.00061,5.86927,11.61366,10.24,7.49268
NREM,0.00072,6.99317,10.73951,9.49073,7.3678
NREM,0.00038,5.74439,11.61366,9.86537,5.61951
NREM,0.00064,6.2439,10.98927,9.24098,6.86829
NREM,0.00046,6.2439,11.3639,10.73951,4.37073
NREM,0.00053,6.36878,11.61366,10.24,6.11902
NREM,0.00052,5.99415,11.48878,10.11512,5.49463
NREM,0.0006,5.61951,11.23902,9.99024,4.87024
NREM,0.00046,5.24488,11.23902,9.86537,5.12
NREM,0.00084,6.61854,10.86439,9.1161,7.24293
NREM,0.00072,5.49463,10.61463,9.36585,2.99707
NREM,0.00075,5.99415,10.73951,9.36585,5.99415
NREM,0.00057,6.2439,11.11415,9.86537,4.24585
NREM,0.00059,5.49463,10.98927,9.61561,4.74537
NREM,0.00058,5.86927,11.86341,10.86439,5.61951
NREM,0.00064,5.74439,11.73854,10.73951,3.74634
NREM,0.00071,6.2439,10.86439,9.49073,6.74341
NREM,0.00072,5.74439,11.23902,9.86537,4.87024
NREM,0.00052,5.61951,11.61366,10.61463,4.12098
NREM,0.00075,5.49463,11.73854,10.61463,3.87122
NREM,0.00063,5.99415,10.73951,9.49073,7.61756
NREM,0.00074,5.61951,11.23902,10.11512,4.12098
NREM,0.00061,5.74439,11.98829,10.73951,3.49659
NREM,0.00068,5.36976,10.98927,9.86537,5.99415
NREM,0.00063,5.12,10.73951,9.36585,4.62049
NREM,0.00082,5.74439,11.11415,9.74049,5.49463
NREM,0.00062,5.36976,10.86439,9.99024,3.37171
NREM,0.00071,4.74537,10.98927,9.61561,3.24683
NREM,0.00082,5.36976,10.73951,9.1161,3.37171
NREM,0.00059,5.12,10.61463,9.49073,4.37073
NREM,0.00068,5.12,11.23902,10.11512,2.8722
NREM,0.00076,4.87024,10.86439,9.1161,3.87122
NREM,0.00069,4.74537,10.86439,9.36585,3.49659
NREM,0.00064,4.49561,10.48976,8.49171,3.74634
NREM,0.00064,4.62049,10.61463,8.36683,3.62146
NREM,0.00066,4.99512,10.36488,8.36683,5.24488
NREM,0.00069,4.37073,10.36488,8.49171,3.62146
NREM,0.00069,4.99512,10.36488,9.1161,5.12
NREM,0.00068,5.12,10.86439,9.36585,4.24585
NREM,0.00073,4.99512,10.86439,8.99122,5.12
NREM,0.00067,4.62049,10.48976,8.61659,4.24585
NREM,0.00077,4.49561,10.73951,8.99122,4.24585
NREM,0.00067,4.49561,10.48976,8.74146,4.12098
NREM,0.00064,4.49561,10.48976,9.1161,4.24585
NREM,0.0007,4.37073,10.61463,8.61659,2.99707
NREM,0.00067,4.37073,10.48976,8.11707,4.24585
NREM,0.00064,4.24585,10.24,8.36683,4.24585
NREM,0.00088,4.24585,9.61561,7.74244,3.74634
NREM,0.00069,4.74537,9.74049,7.74244,5.74439
NREM,0.0007,4.49561,10.73951,8.49171,3.49659
NREM,0.00072,4.49561,10.48976,8.24195,3.37171
NREM,0.00065,4.37073,10.61463,8.86634,3.49659
NREM,0.00069,4.24585,10.48976,8.24195,4.37073
NREM,0.00068,4.12098,9.99024,7.86732,2.74732
NREM,0.00072,4.12098,10.61463,8.36683,3.37171
NREM,0.00069,4.62049,10.36488,8.24195,5.49463
NREM,0.00146,5.99415,10.73951,9.74049,6.11902
NREM,0.00082,6.2439,11.11415,9.49073,6.49366
NREM,0.0009,5.36976,10.36488,8.49171,6.36878
NREM,0.00085,6.11902,11.3639,10.11512,6.49366
NREM,0.00059,6.36878,11.48878,10.11512,6.49366
NREM,0.00071,5.61951,11.48878,9.86537,4.24585
NREM,0.00086,6.49366,11.23902,10.11512,5.12
NREM,0.00062,5.99415,12.11317,10.61463,5.12
NREM,0.00094,6.74341,10.86439,9.61561,7.11805
NREM,0.00062,6.99317,11.98829,10.61463,7.24293
NREM,0.00064,5.99415,11.61366,9.99024,7.11805
NREM,0.00047,6.2439,11.11415,9.74049,6.49366
NREM,0.00075,6.2439,11.23902,9.86537,5.36976
NREM,0.00044,6.2439,11.73854,10.61463,4.62049
NREM,0.0007,6.2439,11.3639,10.48976,3.62146
NREM,0.00063,6.86829,11.3639,10.24,6.99317
NREM,0.0005,6.61854,11.61366,10.36488,7.3678
NREM,0.00073,5.99415,11.23902,10.11512,5.99415
NREM,0.00098,6.11902,10.86439,9.74049,6.49366
NREM,0.00061,6.2439,10.73951,9.61561,7.61756
NREM,0.00078,6.11902,10.48976,9.1161,7.3678
NREM,0.00062,5.86927,11.48878,10.48976,5.86927
NREM,0.00083,6.49366,11.23902,10.11512,6.74341
NREM,0.00065,6.36878,10.86439,9.61561,7.9922
NREM,0.00058,5.99415,11.11415,9.99024,6.99317
NREM,0.00069,5.99415,10.98927,9.61561,6.61854
NREM,0.00109,5.36976,10.98927,9.49073,4.87024
NREM,0.00042,5.99415,10.86439,9.86537,5.36976
NREM,0.00058,6.2439,11.98829,10.73951,6.2439
NREM,0.00073,5.36976,10.86439,9.36585,6.86829
NREM,0.00077,6.11902,10.73951,9.74049,6.86829
NREM,0.00064,5.36976,10.98927,9.86537,3.49659
NREM,0.00049,6.11902,11.23902,10.11512,6.2439
NREM,0.00113,5.86927,10.98927,9.61561,5.86927
NREM,0.00072,6.2439,10.48976,9.36585,5.99415
NREM,0.0006,5.86927,11.48878,10.48976,4.87024
NREM,0.00064,5.74439,11.11415,9.74049,3.12195
NREM,0.00086,6.36878,11.11415,10.24,7.24293
NREM,0.00068,6.11902,10.48976,9.24098,7.74244
NREM,0.00057,5.99415,10.98927,9.74049,6.99317
NREM,0.00067,5.74439,10.98927,9.36585,6.2439
NREM,0.00108,5.99415,10.73951,9.74049,4.87024
NREM,0.00073,6.2439,10.86439,9.61561,6.36878
NREM,0.00056,6.36878,10.98927,9.86537,5.36976
NREM,0.0007,6.36878,10.61463,9.49073,7.61756
NREM,0.00063,5.74439,10.98927,9.61561,6.2439
NREM,0.0006,6.11902,10.73951,9.74049,5.61951
NREM,0.00076,6.36878,10.86439,9.61561,6.49366
NREM,0.00084,6.61854,11.3639,10.48976,6.99317
NREM,0.00073,6.2439,11.48878,10.61463,4.12098
NREM,0.00067,5.86927,10.36488,8.74146,7.11805
NREM,0.0007,5.99415,10.36488,9.24098,5.99415
NREM,0.00088,5.24488,10.61463,8.86634,4.49561
NREM,0.00125,5.99415,11.11415,9.86537,5.61951
NREM,0.00106,6.2439,10.36488,8.74146,6.49366
NREM,0.00083,6.61854,11.3639,9.99024,7.3678
NREM,0.00147,6.86829,13.23707,11.3639,6.86829
NREM,0.00099,6.99317,10.73951,9.24098,6.61854
NREM,0.00059,6.86829,11.11415,9.86537,6.11902
NREM,0.00072,6.61854,11.73854,10.48976,7.11805
NREM,0.00072,6.49366,11.3639,9.99024,6.61854
NREM,0.00106,6.36878,10.11512,8.61659,7.24293
NREM,0.00097,6.74341,11.23902,10.11512,6.86829
NREM,0.00092,6.49366,10.73951,9.24098,6.61854
NREM,0.00076,6.11902,10.86439,9.61561,5.24488
NREM,0.00056,5.74439,11.3639,10.11512,5.12
NREM,0.0009,6.11902,11.23902,9.36585,7.3678
NREM,0.00092,6.36878,11.23902,10.11512,6.36878
NREM,0.00064,7.11805,11.73854,10.11512,7.11805
NREM,0.00086,6.49366,11.23902,9.61561,7.24293
NREM,0.00058,6.36878,10.86439,9.49073,6.11902
NREM,0.0009,5.86927,11.3639,9.74049,6.36878
NREM,0.00059,6.36878,11.23902,9.99024,6.99317
NREM,0.00081,6.61854,10.73951,9.49073,6.99317
NREM,0.00108,5.99415,10.73951,9.36585,7.49268
NREM,0.00058,6.11902,11.48878,9.74049,5.49463
NREM,0.0009,5.99415,11.11415,9.61561,6.36878
NREM,0.00055,6.2439,11.98829,10.61463,7.24293
NREM,0.00058,6.2439,10.86439,9.74049,6.49366
NREM,0.00085,6.61854,11.48878,9.49073,7.49268
NREM,0.0006,5.74439,11.3639,9.61561,7.11805
NREM,0.00112,6.74341,10.73951,9.74049,6.74341
NREM,0.001,6.36878,10.61463,9.36585,6.11902
NREM,0.0007,6.2439,11.61366,10.48976,6.11902
NREM,0.0009,6.2439,11.48878,10.11512,6.74341
NREM,0.00101,6.86829,13.98634,12.61268,6.99317
NREM,0.0009,6.99317,12.4878,10.36488,7.11805
NREM,0.00055,7.61756,11.61366,9.99024,7.74244
NREM,0.00047,6.99317,12.4878,10.86439,7.24293
NREM,0.00054,6.86829,11.98829,10.36488,6.61854
NREM,0.00081,6.49366,11.23902,9.1161,7.49268
NREM,0.00048,6.49366,11.3639,9.86537,6.11902
NREM,0.00071,6.61854,11.61366,10.11512,7.49268
NREM,0.00097,6.11902,11.3639,9.49073,6.74341
NREM,0.00069,6.2439,10.86439,9.1161,7.11805
NREM,0.0005,6.2439,11.3639,9.36585,6.49366
REM,0.00045,6.2439,10.48976,9.1161,6.74341
REM,0.00039,5.61951,9.86537,8.74146,5.24488
REM,0.00044,5.99415,10.36488,9.1161,3.62146
REM,0.0003,6.2439,11.61366,10.24,5.61951
REM,0.00034,5.86927,11.23902,9.74049,2.62244
REM,0.0004,5.86927,10.98927,9.49073,4.74537
REM,0.00035,6.2439,10.86439,9.99024,5.49463
REM,0.00049,5.99415,10.86439,9.61561,6.11902
REM,0.00034,5.49463,11.23902,9.99024,4.49561
REM,0.00034,5.49463,10.73951,9.24098,4.62049
REM,0.00056,6.49366,10.86439,9.74049,8.24195
NREM,0.00087,6.74341,9.99024,8.86634,6.61854
NREM,0.00045,6.99317,10.61463,9.74049,7.61756
NREM,0.0003,6.11902,11.23902,9.86537,3.24683
NREM,0.0008,5.36976,10.11512,8.61659,4.87024
NREM,0.00044,5.99415,10.86439,9.24098,5.99415
REM,0.00057,6.74341,10.61463,9.49073,6.99317
REM,0.00064,6.99317,9.49073,8.49171,7.3678
REM,0.00061,6.11902,10.11512,8.86634,6.2439
REM,0.00039,5.99415,10.86439,9.99024,6.36878
REM,0.00043,5.49463,10.36488,9.1161,2.62244
REM,0.0005,6.11902,10.86439,9.61561,5.12
REM,0.00036,5.74439,11.61366,9.99024,4.49561
REM,0.00035,6.2439,10.86439,9.74049,6.61854
REM,0.00038,6.11902,11.23902,9.86537,6.11902
REM,0.00081,6.49366,12.86244,10.73951,6.36878
NREM,0.00081,6.99317,13.1122,11.23902,6.99317
NREM,0.0012,7.24293,9.99024,9.1161,7.61756
NREM,0.00113,7.11805,9.74049,8.61659,7.11805
NREM,0.00084,7.11805,10.98927,9.36585,7.24293
NREM,0.00098,7.24293,10.36488,9.1161,7.24293
NREM,0.00097,7.49268,13.1122,11.23902,7.24293
NREM,0.00129,6.99317,10.24,9.36585,7.49268
NREM,0.00119,7.49268,9.74049,8.99122,7.61756
NREM,0.001,7.49268,9.99024,9.1161,7.61756
NREM,0.00097,7.11805,9.74049,8.86634,7.24293
NREM,0.00087,7.3678,10.24,9.36585,7.24293
NREM,0.00085,7.3678,9.99024,9.24098,7.74244
NREM,0.00111,6.99317,12.98732,9.86537,7.24293
NREM,0.00085,7.49268,10.48976,9.1161,7.74244
NREM,0.0009,7.3678,10.24,9.24098,7.86732
NREM,0.00103,7.61756,10.11512,9.49073,7.61756
NREM,0.0009,7.24293,10.48976,9.49073,6.99317
NREM,0.00077,7.49268,9.99024,9.24098,7.49268
NREM,0.00058,7.24293,10.86439,9.86537,7.24293
NREM,0.00067,7.61756,10.36488,9.49073,7.61756
NREM,0.00072,7.49268,10.73951,9.49073,7.3678
NREM,0.00064,7.49268,10.24,9.36585,7.61756
NREM,0.00088,7.11805,10.11512,9.1161,7.49268
NREM,0.0012,7.11805,9.74049,8.86634,7.11805
NREM,0.00099,7.24293,11.48878,9.61561,7.86732
NREM,0.00076,7.61756,10.61463,9.49073,7.9922
NREM,0.00061,7.49268,10.61463,9.49073,6.86829
NREM,0.00073,7.49268,10.24,9.49073,7.74244
NREM,0.00056,7.3678,11.23902,9.74049,7.49268
NREM,0.00071,7.49268,10.36488,9.1161,7.74244
NREM,0.00096,7.3678,10.61463,9.49073,7.74244
NREM,0.00063,7.61756,10.61463,9.74049,8.24195
NREM,0.00083,7.49268,10.36488,9.49073,7.74244
NREM,0.00073,7.61756,9.99024,9.36585,7.74244
NREM,0.00082,7.74244,10.61463,9.99024,8.11707
NREM,0.00098,7.49268,10.24,9.1161,7.61756
NREM,0.00088,7.61756,10.11512,9.49073,7.86732
NREM,0.00083,7.49268,10.24,9.49073,7.61756
NREM,0.00069,7.49268,10.24,9.1161,7.86732
NREM,0.00102,7.24293,11.73854,9.86537,7.24293
NREM,0.00114,7.61756,9.86537,9.24098,7.61756
NREM,0.0011,7.49268,10.73951,9.61561,7.49268
NREM,0.00038,7.11805,13.23707,11.61366,6.2439
NREM,0.00018,6.86829,13.1122,11.73854,5.99415
NREM,0.00025,8.11707,12.36293,10.98927,9.36585
NREM,0.00027,7.9922,12.11317,10.48976,9.36585
NREM,0.0003,7.74244,11.86341,10.86439,9.74049
NREM,0.00029,8.11707,11.73854,10.61463,9.24098
NREM,0.00027,7.74244,12.23805,10.73951,5.99415
NREM,0.00028,7.24293,12.23805,10.48976,9.61561
NREM,0.00024,7.11805,12.61268,11.11415,5.86927
NREM,0.00025,7.24293,12.4878,11.23902,9.49073
NREM,0.00025,5.86927,12.86244,10.98927,5.86927
NREM,0.00028,6.61854,12.11317,10.61463,5.74439
NREM,0.00027,6.99317,12.98732,11.3639,6.11902
NREM,0.00042,8.99122,11.23902,10.24,9.24098
NREM,0.00031,6.99317,12.36293,10.48976,9.1161
NREM,0.00027,6.49366,12.36293,10.36488,5.86927
NREM,0.00024,6.99317,12.98732,11.48878,5.12
NREM,0.00027,6.86829,12.86244,11.23902,5.12
NREM,0.00031,6.11902,12.23805,10.61463,5.99415
NREM,0.00031,6.11902,12.23805,10.61463,6.99317
NREM,0.00046,4.99512,11.98829,9.86537,4.87024
NREM,0.00039,4.87024,12.23805,9.74049,2.8722
NREM,0.00056,4.99512,12.36293,10.11512,4.99512
NREM,0.00046,5.49463,12.61268,10.11512,3.37171
NREM,0.0006,5.12,12.4878,10.11512,2.99707
NREM,0.00052,4.99512,12.11317,9.99024,3.87122
NREM,0.00063,5.86927,12.73756,10.73951,4.87024
NREM,0.00034,7.11805,13.23707,11.61366,5.61951
NREM,0.0005,7.9922,12.86244,11.3639,9.74049
NREM,0.00139,5.49463,16.23415,12.4878,4.99512
NREM,0.00046,7.74244,11.61366,10.24,9.24098
NREM,0.00049,8.24195,11.61366,10.11512,9.36585
NREM,0.00038,6.61854,12.23805,10.73951,6.61854
NREM,0.00052,6.11902,13.86146,11.23902,5.12
NREM,0.00044,6.49366,12.36293,10.86439,6.11902
NREM,0.00039,6.36878,12.73756,11.23902,6.49366
NREM,0.00047,6.2439,12.61268,10.98927,6.36878
NREM,0.00059,5.99415,12.11317,10.24,6.36878
NREM,0.0005,6.2439,12.61268,10.36488,6.49366
NREM,0.00075,5.12,12.36293,10.61463,6.36878
NREM,0.00064,5.36976,12.11317,9.99024,6.2439
NREM,0.00087,5.12,12.36293,10.73951,6.49366
NREM,0.0007,6.11902,12.36293,11.61366,5.24488
NREM,0.00079,5.36976,11.98829,10.73951,3.74634
NREM,0.00074,5.74439,12.4878,10.98927,3.62146
NREM,0.00081,6.49366,12.4878,11.48878,6.61854
NREM,0.00082,5.86927,12.73756,11.86341,3.87122
NREM,0.00087,5.12,12.36293,11.11415,6.49366
NREM,0.00084,5.61951,12.61268,11.11415,3.62146
NREM,0.00096,5.12,11.86341,9.99024,6.49366
NREM,0.00088,5.24488,12.11317,10.11512,4.87024
NREM,0.00077,5.61951,12.36293,10.86439,6.2439
NREM,0.00087,5.61951,12.23805,10.48976,6.36878
NREM,0.00085,5.49463,12.61268,10.98927,6.36878
NREM,0.00085,5.36976,12.23805,10.98927,3.87122
NREM,0.00078,5.49463,12.11317,10.11512,6.36878
NREM,0.00099,5.24488,11.98829,9.99024,6.49366
NREM,0.00077,5.61951,11.61366,10.11512,6.49366
NREM,0.0007,5.74439,12.11317,10.61463,6.2439
NREM,0.00088,5.36976,12.11317,9.99024,6.36878
NREM,0.0008,5.86927,12.23805,11.3639,6.36878
NREM,0.00103,5.49463,11.86341,10.24,5.12
NREM,0.00078,5.49463,11.61366,10.36488,6.36878
NREM,0.00081,5.24488,12.11317,10.36488,4.99512
NREM,0.00083,5.49463,12.11317,10.36488,6.36878
NREM,0.0008,5.24488,11.61366,10.24,6.2439
NREM,0.00092,5.12,11.98829,9.99024,5.12
NREM,0.00093,5.12,11.98829,9.86537,3.74634
NREM,0.00086,5.12,12.11317,10.48976,4.12098
NREM,0.00086,5.12,11.86341,9.86537,3.87122
NREM,0.00085,5.24488,12.11317,9.99024,3.49659
NREM,0.00097,5.12,11.86341,10.24,3.87122
NREM,0.00089,5.12,11.98829,9.99024,5.12
NREM,0.00083,5.36976,11.98829,10.36488,6.49366
NREM,0.00079,5.24488,11.73854,9.86537,2.99707
NREM,0.00084,5.61951,12.23805,10.86439,4.49561
NREM,0.00104,5.36976,11.23902,9.86537,5.12
NREM,0.00084,5.12,11.73854,10.24,4.37073
NREM,0.00087,5.61951,11.73854,9.86537,5.86927
NREM,0.00083,5.24488,11.98829,10.11512,4.87024
NREM,0.00087,5.49463,11.73854,10.36488,5.24488
NREM,0.00118,6.49366,15.11024,12.23805,4.49561
NREM,0.00071,6.11902,12.11317,10.24,5.99415
NREM,0.00032,6.36878,12.61268,10.86439,5.49463
NREM,0.00041,5.99415,12.36293,10.86439,5.12
NREM,0.00044,6.49366,12.98732,11.11415,6.2439
NREM,0.0003,6.2439,12.61268,10.73951,5.86927
NREM,0.00038,5.86927,12.86244,10.86439,5.86927
NREM,0.00041,5.74439,12.11317,10.86439,5.74439
NREM,0.00047,6.11902,12.11317,10.86439,5.86927
NREM,0.00038,5.86927,13.48683,10.86439,5.61951
NREM,0.00041,6.2439,12.73756,11.3639,5.86927
NREM,0.00044,5.86927,12.73756,11.11415,5.86927
NREM,0.00055,5.61951,12.86244,11.3639,4.37073
NREM,0.00062,5.74439,12.4878,11.11415,3.9961
NREM,0.00067,5.74439,11.86341,10.36488,5.12
NREM,0.00057,5.61951,12.36293,10.73951,3.74634
NREM,0.00061,5.74439,11.98829,10.86439,4.99512
NREM,0.00056,5.99415,12.4878,11.73854,5.74439
NREM,0.00079,5.99415,12.36293,11.3639,3.74634
NREM,0.00055,6.2439,12.36293,11.3639,5.49463
NREM,0.00052,5.86927,12.36293,11.23902,5.74439
NREM,0.00061,5.74439,11.86341,10.36488,3.49659
NREM,0.0006,5.86927,12.61268,11.11415,3.87122
NREM,0.00077,5.49463,12.11317,10.73951,5.99415
NREM,0.0007,5.86927,12.11317,10.24,5.99415
NREM,0.0007,5.86927,12.23805,10.86439,5.86927
NREM,0.0007,5.36976,11.98829,10.73951,2.37268
NREM,0.00071,5.86927,11.61366,9.99024,5.86927
NREM,0.00061,5.74439,11.48878,10.11512,4.74537
NREM,0.00082,5.61951,12.23805,11.3639,4.99512
NREM,0.00076,5.74439,11.98829,10.61463,5.74439
NREM,0.00071,5.24488,12.36293,11.11415,3.9961
NREM,0.0008,5.61951,11.86341,10.48976,4.62049
NREM,0.00071,5.74439,11.98829,10.61463,5.86927
NREM,0.00077,5.49463,12.11317,10.61463,5.74439
NREM,0.00083,5.49463,11.86341,9.99024,2.99707
NREM,0.00077,5.49463,11.86341,10.36488,3.12195
NREM,0.0006,5.74439,11.73854,10.48976,4.99512
NREM,0.00073,4.99512,11.86341,9.99024,3.9961
NREM,0.00088,5.24488,11.61366,9.86537,4.37073
NREM,0.00076,5.36976,12.11317,9.86537,4.49561
NREM,0.00071,5.12,11.86341,10.36488,5.86927
NREM,0.00078,5.24488,11.86341,10.48976,4.49561
NREM,0.00077,5.36976,11.73854,9.74049,5.86927
NREM,0.00087,4.62049,10.86439,8.99122,4.37073
NREM,0.00076,5.61951,11.86341,10.11512,5.86927
REM,0.00083,5.24488,11.73854,9.99024,5.12
REM,0.00035,6.49366,12.36293,10.98927,5.74439
REM,0.00042,5.86927,12.11317,10.61463,6.11902
REM,0.00049,5.74439,11.98829,10.11512,6.11902
REM,0.00046,6.2439,12.11317,10.61463,6.36878
REM,0.00049,5.74439,11.98829,10.24,5.74439
REM,0.00049,5.49463,11.61366,9.99024,5.49463
REM,0.00038,5.49463,12.11317,9.86537,5.36976
REM,0.00037,5.36976,11.98829,9.74049,5.36976
REM,0.00042,5.36976,11.98829,10.11512,4.37073
REM,0.00046,5.49463,12.11317,10.36488,3.49659
REM,0.00041,5.86927,12.36293,11.11415,5.12
REM,0.00041,6.36878,12.36293,11.11415,3.37171
REM,0.00044,5.99415,12.11317,10.24,3.87122
REM,0.00035,6.11902,12.23805,10.24,6.2439
REM,0.00039,5.49463,11.98829,9.86537,5.99415
REM,0.00044,5.36976,11.86341,9.74049,5.12
REM,0.00042,6.36878,11.98829,10.73951,5.36976
REM,0.00043,5.99415,12.36293,10.24,6.2439
REM,0.00045,5.74439,11.86341,9.74049,5.86927
REM,0.00051,5.74439,11.3639,9.61561,5.99415
REM,0.00047,5.49463,11.61366,9.74049,5.86927
REM,0.00046,6.11902,11.98829,9.74049,6.11902
REM,0.0004,6.11902,12.23805,10.61463,5.74439
REM,0.00052,6.11902,11.48878,9.86537,6.2439
REM,0.00039,5.99415,11.98829,10.48976,6.2439
REM,0.00041,5.36976,12.11317,9.86537,5.24488
REM,0.0004,6.11902,12.11317,10.24,6.36878
REM,0.00043,5.36976,11.73854,9.61561,5.36976
REM,0.00039,5.49463,12.23805,9.61561,5.24488
REM,0.00044,5.49463,11.61366,9.61561,5.24488
REM,0.00044,5.61951,11.73854,9.74049,6.49366
REM,0.00041,6.2439,11.86341,9.86537,6.49366
REM,0.00042,5.86927,11.48878,9.61561,6.2439
REM,0.00035,5.99415,12.11317,10.48976,6.11902
NREM,0.00076,5.99415,14.48585,11.23902,2.37268
NREM,0.00028,6.49366,12.61268,10.73951,6.2439
NREM,0.00043,5.49463,11.98829,9.86537,5.24488
NREM,0.00042,5.24488,12.36293,9.99024,5.12
NREM,0.00036,5.86927,12.61268,11.23902,5.36976
NREM,0.00032,6.86829,12.61268,10.98927,4.87024
NREM,0.00033,6.99317,12.4878,10.86439,8.86634
NREM,0.00038,6.36878,11.98829,10.36488,6.11902
NREM,0.00033,5.61951,12.61268,10.86439,5.86927
NREM,0.00042,6.11902,12.98732,11.86341,5.24488
NREM,0.0005,5.86927,12.23805,11.23902,5.99415
NREM,0.00037,5.74439,12.86244,11.61366,4.12098
NREM,0.00045,4.99512,12.61268,9.99024,2.74732
NREM,0.00038,5.49463,13.23707,11.3639,3.62146
NREM,0.00028,6.74341,13.1122,11.48878,5.49463
NREM,0.0003,6.2439,12.23805,10.61463,3.12195
NREM,0.00044,5.99415,12.61268,11.61366,4.12098
NREM,0.00056,5.74439,12.36293,10.73951,5.99415
NREM,0.00061,5.99415,12.23805,10.48976,3.49659
NREM,0.00043,5.24488,12.4878,10.48976,3.9961
NREM,0.00044,5.61951,12.98732,11.86341,5.61951
NREM,0.00042,6.49366,12.98732,11.98829,5.36976
NREM,0.00064,7.49268,11.3639,10.24,9.24098
NREM,0.00056,5.12,12.23805,10.86439,4.87024
NREM,0.0005,6.11902,12.36293,11.11415,3.74634
NREM,0.00065,6.99317,11.73854,10.73951,8.61659
NREM,0.00035,6.49366,12.86244,11.3639,3.49659
NREM,0.00036,6.49366,12.98732,11.61366,8.24195
NREM,0.00036,5.61951,12.98732,10.98927,4.74537
NREM,0.00046,6.36878,12.73756,11.86341,5.61951
NREM,0.00049,6.61854,11.98829,11.23902,5.74439
NREM,0.00052,6.2439,12.61268,11.3639,7.74244
NREM,0.00061,5.86927,12.23805,10.86439,5.61951
NREM,0.00047,5.99415,12.4878,11.3639,3.87122
NREM,0.0006,6.11902,12.11317,10.61463,3.12195
NREM,0.00061,5.49463,12.11317,10.61463,4.62049
NREM,0.00059,5.74439,12.36293,11.23902,4.74537
NREM,0.00063,5.86927,12.23805,11.3639,5.74439
NREM,0.00062,5.74439,11.73854,9.86537,4.99512
NREM,0.00054,5.74439,12.23805,10.48976,5.86927
NREM,0.00064,5.36976,12.23805,10.73951,4.74537
NREM,0.00076,5.12,11.3639,9.61561,3.37171
NREM,0.00062,5.36976,11.86341,10.48976,4.87024
NREM,0.00067,5.61951,11.98829,9.99024,5.74439
NREM,0.00073,5.86927,11.98829,10.86439,8.61659
NREM,0.00079,4.87024,11.86341,9.99024,3.74634
NREM,0.00062,5.36976,11.73854,9.99024,3.74634
NREM,0.00059,4.87024,11.73854,9.61561,4.49561
NREM,0.00071,5.61951,11.98829,10.61463,4.87024
NREM,0.00064,4.99512,12.23805,10.24,4.24585
NREM,0.00067,4.87024,11.86341,9.99024,4.24585
NREM,0.00072,4.87024,11.98829,9.74049,3.87122
